sessionid,period,subject,group,profit,totalprofit,participate,family,id,attempt,bankrpt,earned,format,move,multiply,pass,private,public,rank,test,total,answer1,answer2,history1,history2,history3,history4,response1,response2,v62,quota,quotaf,rankdraw,session,treatment,cmu,zurich,oldquiz,Quiz,Entry,HighGroup,QuizXEntry,QuizBQuota,SubjectID,GroupID,Family,GroupPeriodID,Period10Min,GroupSize,MinPublic,GroupDummy,MovePeriod,PriorToMove3,AfterMove3,PriorToMove1,AfterMove1,Incumbent,IncXEntry,IncXQuiz,IncXQuizXEntry,IncXQuizBQuota,MinPublicLastPeriod,PublicMinusLastMin,NumberMove,Last10MedianMinimum,MaxGroupSize,Phase2,QuizP2,EntryP2,QuizXEntryP2,QuizBQuotaP2,HighXGroupSize,HighXperiod,HighXPhase2,HighXEntry,HighXQuiz,HighXQuizXEntry,HighXQuizBQuota,HighXQuizP2,HighXEntryP2,HighXQuizXEntryP2,HighXQuizBQuotaP2,InitHigh,subjper,ContLag3,ContLag2,ContLag1,ContLead1,ContLead2,Contrib3Before,Contrib3After,Contrib1Before,Contrib1After,Mover3Dif,Mover1Dif,Contrib3BeforeInc,Contrib3AfterInc,Contrib1BeforeInc,Contrib1AfterInc,Inc3Dif,Inc1Dif,sessfam,Stage1Avg,Stage1Min,P10Minimum,LowMin10,HighMin10,omitted
140516_0946,15,1,5,37.980762,467.11868,0,3,1,-1,0,37.980762,1,0,10.392304,-1,4,3,10,3,3,-1.0,-1.0,5,4,5,14,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1001.0,105.0,103.0,10515.0,6.0,9.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,9.0,1.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.15,3.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
090216_1334,11,19,1,-1.6061815,246.41658,0,1,10,1,0,-1.6061815,1,1,10.090757,-1,1,6,5,7,1,-1.0,-1.0,3,6,6,15,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,419.0,41.0,41.0,4111.0,7.0,8.0,1.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,6.0,,8.0,1.0,0.0,0.0,0.0,0.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.11,0.0,1.0,0.0,1.0,0.0,0.33333334,2.3333333,0.0,6.0,1.9999999,6.0,,,,,,,4.1,2.1,0.0,0.0,,,
140516_0946,25,19,1,21.0,658.5908,1,1,7,-1,0,21.0,-1,0,10.669677,-1,7,0,7,-1,0,-1.0,-1.0,6,5,4,15,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1019.0,101.0,101.0,10125.0,6.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.25,1.0,1.0,1.0,,,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
090216_1334,23,10,2,31.114517,503.22372,0,1,7,0,0,31.114517,-1,0,7.1352425,-1,1,6,10,-1,6,-1.0,-1.0,6,6,7,19,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,42.0,41.0,4223.0,0.0,2.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.23,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,4.1,2.1,0.0,0.0,,,
140516_0946,11,19,2,8.135242,305.42847,0,1,7,0,0,8.135242,1,0,7.1352425,-1,3,4,7,2,1,-1.0,-1.0,6,5,4,15,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,102.0,101.0,10211.0,1.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.11,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
140516_0946,16,3,5,37.980762,484.00943,0,3,2,-1,0,37.980762,-1,0,10.392304,-1,4,3,2,-1,3,-1.0,-1.0,0,4,4,8,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1003.0,105.0,103.0,10516.0,6.0,9.0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,9.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.16,5.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,10.3,3.2666667,1.0,6.0,,,
140516_0946,21,17,3,27.669676,574.39484,0,2,5,-1,0,27.669676,-1,0,10.669677,-1,6,1,4,-1,1,-1.0,-1.0,4,4,5,13,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1017.0,103.0,102.0,10321.0,7.0,10.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.21,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,10.2,2.6,1.0,1.0,,,
140516_0946,15,8,3,22.84125,427.62375,0,2,1,-1,0,22.84125,1,0,10.669677,-1,5,2,8,2,1,-1.0,-1.0,4,5,5,14,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1008.0,103.0,102.0,10315.0,7.0,10.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.15,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,10.2,2.6,1.0,1.0,,,
140516_0946,11,17,3,12.656655,326.39502,0,2,5,1,0,12.656655,-1,1,10.392304,-1,0,7,4,-1,3,-1.0,-1.0,4,4,5,13,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1017.0,103.0,102.0,10311.0,7.0,9.0,3.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,10.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.11,1.0,1.0,1.0,6.0,1.0,1.0,4.6666665,1.0,7.0,3.6666665,6.0,,,,,,,10.2,2.6,1.0,1.0,,,
090216_1334,10,13,3,28.209576,233.90433,0,2,6,-1,0,28.209576,-1,0,7.1352425,-1,4,3,1,-1,3,-1.0,-1.0,0,2,2,4,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,43.0,42.0,4310.0,3.0,2.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,413.1,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,4.2,3.0333333,0.0,3.0,0.0,3.0,
080402_1329,8,6,3,30.495874,203.43845,0,2,4,-1,0,30.495874,-1,0,7.1352425,-1,2,5,1,-1,5,-1.0,-1.0,0,2,2,4,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,206.0,23.0,22.0,2308.0,,2.0,5.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206.08,5.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,2.2,3.3333333,1.0,5.0,,,
140516_0946,15,23,5,37.980762,466.6965,0,3,8,-1,0,37.980762,-1,0,10.392304,-1,4,3,8,-1,3,-1.0,-1.0,4,4,5,13,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1023.0,105.0,103.0,10515.0,6.0,9.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,9.0,1.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.15,5.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
140516_0946,19,9,1,27.669676,553.963,0,1,4,-1,0,27.669676,-1,0,10.669677,-1,6,1,8,-1,1,-1.0,-1.0,4,5,6,15,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1009.0,101.0,101.0,10119.0,6.0,10.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.19,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
140516_0946,24,25,3,17.0,612.6789,0,2,9,-1,0,17.0,-1,0,10.669677,-1,6,1,3,-1,0,-1.0,-1.0,3,3,6,12,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1025.0,103.0,102.0,10324.0,7.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.24,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,10.2,2.6,1.0,1.0,,,
140516_0946,1,24,1,-1.027262,58.972736,0,1,8,-1,0,-1.027262,1,0,10.669677,-1,1,6,-1,0,1,-1.0,-1.0,1,-1,-1,-1,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,101.0,101.0,10101.0,,10.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1024.01,,,,5.0,0.0,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
080402_1329,13,3,4,25.485281,362.4759,0,2,2,0,0,25.485281,1,0,8.485281,-1,6,1,9,1,1,-1.0,-1.0,4,5,5,14,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,203.0,24.0,22.0,2413.0,0.0,4.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.13,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
140516_0946,13,28,3,27.669676,405.6416,0,2,10,-1,0,27.669676,-1,0,10.669677,-1,6,1,7,-1,1,-1.0,-1.0,5,4,5,14,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1028.0,103.0,102.0,10313.0,7.0,10.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.13,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,10.2,2.6,1.0,1.0,,,
140516_0946,23,30,5,37.980762,768.15533,0,3,10,-1,0,37.980762,-1,0,10.392304,-1,4,3,6,-1,3,-1.0,-1.0,3,4,5,12,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1030.0,105.0,103.0,10523.0,6.0,9.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,9.0,1.0,0.0,0.0,0.0,0.0,9.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.23,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
140516_0946,25,26,1,17.0,633.1164,1,1,9,-1,0,17.0,1,0,10.669677,-1,6,1,5,1,0,-1.0,-1.0,3,3,6,12,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1026.0,101.0,101.0,10125.0,6.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.25,1.0,1.0,1.0,,,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
080402_1329,5,6,3,30.495874,124.98403,0,2,4,-1,0,30.495874,1,0,7.1352425,-1,2,5,1,4,5,-1.0,-1.0,0,2,2,4,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,206.0,23.0,22.0,2305.0,,2.0,5.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206.05,5.0,5.0,7.0,6.0,6.0,,,,,,,,,,,,,2.2,3.3333333,1.0,5.0,,,
080402_1329,4,6,3,10.020712,94.48815,0,2,4,-1,0,10.020712,-1,0,7.1352425,-1,0,7,1,-1,4,-1.0,-1.0,0,2,2,4,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,206.0,23.0,22.0,2304.0,,2.0,4.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206.04,7.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,,2.2,3.3333333,1.0,5.0,,,
090216_1334,11,17,3,24.748034,319.46442,0,2,8,1,0,24.748034,-1,1,8.972093,-1,4,3,6,-1,2,-1.0,-1.0,2,5,7,14,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.0,43.0,42.0,4311.0,3.0,5.0,2.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,8.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.11,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,,,4.2,3.0333333,0.0,0.0,,,
140516_0946,25,16,3,21.0,712.9555,1,2,4,-1,0,21.0,-1,0,10.669677,-1,7,0,1,-1,0,-1.0,-1.0,2,4,5,11,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1016.0,103.0,102.0,10325.0,7.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.25,1.0,1.0,0.0,,,,,,,,,,,,,,,10.2,2.6,1.0,7.0,,,
090216_1334,11,8,4,21.143665,318.04037,0,2,3,0,0,21.143665,1,0,8.972093,-1,5,2,8,2,1,-1.0,-1.0,3,6,5,14,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,44.0,42.0,4411.0,0.0,5.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.11,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,4.2,3.0333333,0.0,0.0,,,
140516_0946,25,3,5,37.980762,820.0325,1,3,2,-1,0,37.980762,-1,0,10.392304,-1,4,3,2,-1,3,-1.0,-1.0,0,4,4,8,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1003.0,105.0,103.0,10525.0,6.0,9.0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,9.0,1.0,0.0,0.0,0.0,0.0,9.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.25,3.0,3.0,3.0,,,,,,,,,,,,,,,10.3,3.2666667,1.0,6.0,,,
090216_1334,13,11,4,25.485281,379.64322,0,2,4,0,0,25.485281,1,0,8.485281,-1,6,1,10,1,1,-1.0,-1.0,4,5,6,15,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,44.0,42.0,4413.0,0.0,4.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.13,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,4.2,3.0333333,0.0,0.0,,,
080402_1329,25,5,3,21.0,539.4156,0,2,3,-1,0,21.0,-1,0,9.390508,-1,7,0,3,-1,0,-1.0,-1.0,0,4,5,9,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,205.0,23.0,22.0,2325.0,5.0,6.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.25,0.0,0.0,0.0,,,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
140516_0946,10,20,4,27.090757,334.66998,0,2,7,-1,0,27.090757,-1,0,10.090757,-1,6,1,9,-1,1,-1.0,-1.0,5,5,5,15,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,104.0,102.0,10410.0,1.0,8.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.1,1.0,1.0,1.0,5.0,4.0,,,,,,,,,,,,,10.2,2.6,1.0,1.0,1.0,7.0,
140516_0946,7,1,6,27.090757,233.0054,0,3,1,-1,0,27.090757,1,0,10.090757,-1,6,1,10,1,1,-1.0,-1.0,5,4,5,14,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,106.0,103.0,10607.0,,8.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.07,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
080402_1329,2,3,3,33.510925,121.65413,0,2,2,-1,0,33.510925,-1,0,10.669677,-1,5,2,-1,-1,2,-1.0,-1.0,4,5,-1,-1,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,203.0,23.0,22.0,2302.0,,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,203.02,,,3.0,2.0,2.0,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
090216_1334,10,19,2,21.0,248.02277,0,1,10,-1,0,21.0,-1,0,10.090757,-1,7,0,5,-1,0,-1.0,-1.0,3,6,6,15,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,42.0,41.0,4210.0,0.0,8.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.1,1.0,0.0,1.0,6.0,1.0,,,,,,,,,,,,,4.1,2.1,0.0,0.0,0.0,7.0,
140516_0946,18,25,3,27.669676,472.8286,0,2,9,-1,0,27.669676,-1,0,10.669677,-1,6,1,3,-1,1,-1.0,-1.0,3,3,6,12,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1025.0,103.0,102.0,10318.0,7.0,10.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,10.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.18,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,10.2,2.6,1.0,1.0,,,
080402_1329,24,1,4,25.485281,534.8739,0,2,1,0,0,25.485281,1,0,8.485281,-1,6,1,4,3,1,-1.0,-1.0,3,2,4,9,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,24.0,22.0,2424.0,0.0,4.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.24,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
140516_0946,5,6,2,16.894604,156.47171,0,1,3,-1,0,16.894604,1,0,10.090757,-1,4,3,9,3,1,-1.0,-1.0,5,6,5,16,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,102.0,101.0,10205.0,,8.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.05,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,10.1,2.8666666,0.0,1.0,,,
140516_0946,9,27,6,22.26233,250.35849,0,3,9,-1,0,22.26233,-1,0,10.090757,-1,5,2,4,-1,1,-1.0,-1.0,3,4,4,11,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,106.0,103.0,10609.0,,8.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.09,2.0,2.0,2.0,2.0,6.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
140516_0946,20,21,6,23.0,558.6974,0,3,7,0,0,23.0,-1,0,6.0,-1,6,1,9,-1,1,-1.0,-1.0,4,4,6,14,-1,-1,,,,,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,106.0,103.0,10620.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,10.3,3.2666667,1.0,1.0,,,
090216_1334,23,5,1,21.0,421.1954,0,1,3,-1,0,21.0,-1,0,10.090757,-1,7,0,7,-1,0,-1.0,-1.0,4,5,7,16,-1,-1,,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,405.0,41.0,41.0,4123.0,7.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,0.0,0.0,0.0,0.0,8.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.1,2.1,0.0,0.0,,,
080402_1329,19,1,4,25.485281,407.4475,0,2,1,0,0,25.485281,1,0,8.485281,-1,6,1,4,3,1,-1.0,-1.0,3,2,4,9,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,24.0,22.0,2419.0,0.0,4.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.19,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
080402_1329,20,1,4,25.485281,432.9328,0,2,1,0,0,25.485281,1,0,8.485281,-1,6,1,4,3,1,-1.0,-1.0,3,2,4,9,-1,-1,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,24.0,22.0,2420.0,0.0,4.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.2,3.3333333,1.0,0.0,,,
