treatment,session,id,period,player,partner,tokens,partnertokens,decisionlengthms,allocation1,allocation2,allocation3,allocation4,partnerallocation1,partnerallocation2,partnerallocation3,partnerallocation4,earnings1,earnings2,earnings3,earnings4,battle1value,battle2value,battle3value,battle4value,battle1location,battle2location,battle3location,battle4location,battle1color,battle2color,battle3color,battle4color,win1,win2,win3,win4
1,2,2215,4,15,7,200,200,29344,50,50,40,60,65,65,50,20,0,15,0,15,15,15,15,15,1,2,3,4,0,0,0,0,0,1,0,1
1,2,2215,5,15,7,200,200,14352,30,80,50,40,30,65,65,40,0,15,0,0,15,15,15,15,3,2,1,4,0,0,0,0,0,1,0,0
1,2,2215,6,15,5,200,200,12386,40,80,50,30,0,0,100,100,15,15,0,15,15,15,15,15,3,1,4,2,0,0,0,0,1,1,0,1
1,2,2215,7,15,3,200,200,8143,80,50,40,30,46,50,50,54,0,15,15,0,15,15,15,15,2,3,4,1,0,0,0,0,0,1,1,0
1,2,2215,8,15,8,200,200,31543,70,50,50,30,20,25,80,75,0,0,15,0,15,15,15,15,3,2,4,1,0,0,0,0,0,0,1,0
1,2,2215,9,15,2,200,200,9173,40,80,30,50,50,50,50,50,15,0,15,15,15,15,15,15,4,1,3,2,0,0,0,0,1,0,1,1
1,2,2215,10,15,1,200,200,19641,50,80,40,30,60,40,65,35,0,15,15,0,15,15,15,15,1,3,4,2,0,0,0,0,0,1,1,0
1,2,2215,11,15,4,200,200,10327,40,50,80,30,62,38,79.1,20.9,0,0,0,15,15,15,15,15,2,1,4,3,0,0,0,0,0,0,0,1
1,2,2215,12,15,4,200,200,12199,40,40,70,50,70,36,40,54,0,15,15,0,15,15,15,15,4,2,1,3,0,0,0,0,0,1,1,0
1,2,2215,13,15,2,200,200,23883,40,30,80,50,54,76,30,40,0,0,15,15,15,15,15,15,4,1,2,3,0,0,0,0,0,0,1,1
1,2,2215,14,15,3,200,200,13416,40,50,40,70,50,50,50,50,0,15,0,15,15,15,15,15,2,1,3,4,0,0,0,0,0,1,0,1
1,2,2215,15,15,2,200,200,7878,50,40,70,40,100,25,60,15,0,15,0,15,15,15,15,15,1,2,4,3,0,0,0,0,0,1,0,1
1,2,2215,16,15,5,200,200,9532,50,40,70,40,100,100,0,0,15,0,15,15,15,15,15,15,1,4,2,3,0,0,0,0,1,0,1,1
1,2,2215,17,15,7,200,200,9469,70,40,40,50,80,60,55,5,15,0,0,15,15,15,15,15,4,2,3,1,0,0,0,0,1,0,0,1
1,2,2215,18,15,7,200,200,7878,50,50,50,50,70,45,80,5,0,15,0,15,15,15,15,15,2,1,3,4,0,0,0,0,0,1,0,1
1,2,2215,19,15,2,200,200,5959,70,40,50,40,70,20,50,60,0,15,15,15,15,15,15,15,3,2,4,1,0,0,0,0,0,1,1,1
1,2,2215,20,15,8,200,200,7285,40,50,70,40,65,35,30,70,0,0,15,0,15,15,15,15,2,1,4,3,0,0,0,0,0,0,1,0
1,2,2216,1,16,7,200,200,803062,50.1,49.9,49.9,50.1,80,20,80,20,0,0,15,15,15,15,15,15,2,1,3,4,0,0,0,0,0,0,1,1
1,2,2216,2,16,5,200,200,45708,40,40,80,40,50,50,50,50,15,0,15,15,15,15,15,15,3,4,2,1,0,0,0,0,1,0,1,1
1,2,2216,3,16,5,200,200,57096,40,60,50,50,50,25,100,25,15,15,0,15,15,15,15,15,2,4,3,1,0,0,0,0,1,1,0,1
1,2,2216,4,16,1,200,200,34055,75,25,100,0,75,20,25,80,15,15,15,0,15,15,15,15,1,2,3,4,0,0,0,0,1,1,1,0
1,2,2216,5,16,5,200,200,25350,75,25,75,25,0,100,0,100,15,0,15,0,15,15,15,15,1,3,2,4,0,0,0,0,1,0,1,0
1,2,2216,6,16,4,200,200,24867,60,40,60,40,57,39,43,61,0,15,0,15,15,15,15,15,3,4,2,1,0,0,0,0,0,1,0,1
1,2,2216,7,16,2,200,200,29765,75,50,25,50,30,25,55,90,0,15,0,0,15,15,15,15,1,3,4,2,0,0,0,0,0,1,0,0
1,2,2216,8,16,6,200,200,44913,35,75,65,25,50,50,50,50,15,0,0,0,15,15,15,15,1,3,4,2,0,0,0,0,1,0,0,0
1,2,2216,9,16,3,200,200,17176,50,50,50,50,60,60,60,20,15,0,15,15,15,15,15,15,2,4,3,1,0,0,0,0,1,0,1,1
1,2,2216,10,16,5,200,200,8190,50,50,50,50,0,20,100,80,15,0,0,15,15,15,15,15,4,2,3,1,0,0,0,0,1,0,0,1
1,2,2216,11,16,3,200,200,8190,50,50,50,50,50,50,50,50,0,15,0,15,15,15,15,15,3,2,4,1,0,0,0,0,0,1,0,1
1,2,2216,12,16,1,200,200,7254,50,50,50,50,75,50,50,25,0,15,0,0,15,15,15,15,1,4,2,3,0,0,0,0,0,1,0,0
1,2,2216,13,16,1,200,200,16131,50,60,50,40,90,35,10,65,0,0,15,0,15,15,15,15,1,3,4,2,0,0,0,0,0,0,1,0
1,2,2216,14,16,4,200,200,19765,40,30,100,30,67,48,51,34,15,15,15,0,15,15,15,15,2,1,4,3,0,0,0,0,1,1,1,0
1,2,2216,15,16,5,200,200,25116,30,70,60,40,0,100,100,0,15,15,0,15,15,15,15,15,1,4,2,3,0,0,0,0,1,1,0,1
1,2,2216,16,16,1,200,200,11840,60,30,70,40,50,50,50,50,0,0,15,0,15,15,15,15,2,4,3,1,0,0,0,0,0,0,1,0
1,2,2216,17,16,1,200,200,11248,50,50,50,50,80,20,60,40,0,0,15,0,15,15,15,15,1,2,4,3,0,0,0,0,0,0,1,0
1,2,2216,18,16,2,200,200,8143,60,40,70,30,40,50,50,60,15,0,15,0,15,15,15,15,4,2,3,1,0,0,0,0,1,0,1,0
1,2,2216,19,16,4,200,200,19313,30,50,40,80,48,39,62,51,0,15,0,0,15,15,15,15,1,3,2,4,0,0,0,0,0,1,0,0
1,2,2216,20,16,7,200,200,9454,50,50,50,50,60,65,70,5,15,0,15,15,15,15,15,15,4,3,1,2,0,0,0,0,1,0,1,1
1,3,231,1,1,15,200,200,59420,30,60,70,40,50,50,50,50,0,15,15,0,15,15,15,15,2,4,3,1,0,0,0,0,0,1,1,0
1,3,231,2,1,12,200,200,31434,20,40,70,70,25,25,75,75,15,15,15,15,15,15,15,15,3,4,1,2,0,0,0,0,1,1,1,1
1,3,231,3,1,15,200,200,19890,60,60,20,60,90,50,50,10,0,0,0,15,15,15,15,15,4,1,2,3,0,0,0,0,0,0,0,1
1,3,231,4,1,16,200,200,20717,70,70,40,20,73,27,63,37,0,15,15,15,15,15,15,15,1,2,3,4,0,0,0,0,0,1,1,1
1,3,231,5,1,14,200,200,24040,40,65,35,60,100,25,50,25,0,15,15,0,15,15,15,15,1,4,2,3,0,0,0,0,0,1,1,0
1,3,231,6,1,13,200,200,58048,16.7,100,50,33.3,34,100,33,33,15,15,0,15,15,15,15,15,2,4,3,1,0,0,0,0,1,1,0,1
1,3,231,7,1,12,200,200,27222,40,70,20,70,40,50,60,50,0,15,0,15,15,15,15,15,2,4,3,1,0,0,0,0,0,1,0,1
1,3,231,8,1,9,200,200,26754,60,30,60,50,60,60,60,20,15,0,0,15,15,15,15,15,1,3,4,2,0,0,0,0,1,0,0,1
1,3,231,9,1,15,200,200,16692,20,70,70,40,35,85,30,50,15,15,15,15,15,15,15,15,3,2,4,1,0,0,0,0,1,1,1,1
1,3,231,10,1,12,200,200,10078,70,20,70,40,40,50,60,50,15,0,0,0,15,15,15,15,1,3,4,2,0,0,0,0,1,0,0,0
1,3,231,11,1,9,200,200,30451,33.3,100,16.7,50,50,50,50,50,0,15,15,15,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,1
1,3,231,12,1,14,200,200,24554,70,80,20,30,60,60,60,20,15,15,15,0,15,15,15,15,1,4,2,3,0,0,0,0,1,1,1,0
1,3,231,13,1,16,200,200,41543,50,50,20,80,70,45,55,30,0,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,0,1,0,1
1,3,231,14,1,16,200,200,25210,45,55,55,45,37,63,53,47,0,0,15,15,15,15,15,15,2,1,3,4,0,0,0,0,0,0,1,1
1,3,231,15,1,11,200,200,9126,70,20,70,40,50,50,50,50,15,0,15,15,15,15,15,15,1,3,4,2,0,0,0,0,1,0,1,1
1,3,231,16,1,14,200,200,13478,60,50,60,30,70,30,80,20,0,0,0,15,15,15,15,15,3,1,2,4,0,0,0,0,0,0,0,1
1,3,231,17,1,11,200,200,8549,70,40,70,20,50,50,50,50,0,15,0,0,15,15,15,15,1,3,2,4,0,0,0,0,0,1,0,0
1,3,231,18,1,10,200,200,7051,20,70,40,70,50,50,50,50,0,0,15,15,15,15,15,15,2,4,3,1,0,0,0,0,0,0,1,1
1,3,231,19,1,15,200,200,34913,100,17,50,33,100,30,40,30,0,15,0,0,15,15,15,15,1,4,3,2,0,0,0,0,0,1,0,0
1,3,231,20,1,13,200,200,7441,70,20,70,40,50,50,50,50,0,0,15,0,15,15,15,15,1,3,4,2,0,0,0,0,0,0,1,0
1,3,232,1,2,14,200,200,51309,30,90,50,30,40,50,50,60,0,0,15,0,15,15,15,15,2,3,4,1,0,0,0,0,0,0,1,0
1,3,232,2,2,9,200,200,31465,50,30,80,40,25,25,75,75,15,0,0,0,15,15,15,15,3,1,4,2,0,0,0,0,1,0,0,0
1,3,232,3,2,11,200,200,32645,80,20,20,80,50,75,25,50,15,15,15,15,15,15,15,15,1,3,2,4,0,0,0,0,1,1,1,1
1,3,232,4,2,14,200,200,18814,80,20,80,20,30,30,70,70,0,15,15,0,15,15,15,15,4,1,3,2,0,0,0,0,0,1,1,0
1,3,232,5,2,13,200,200,21013,75,25,75,25,50,50,50,50,15,0,0,15,15,15,15,15,3,1,2,4,0,0,0,0,1,0,0,1
1,3,232,6,2,15,200,200,29079,80,10,70,40,20,49.5,80,50.5,15,0,0,0,15,15,15,15,1,3,4,2,0,0,0,0,1,0,0,0
1,3,232,7,2,15,200,200,15428,40,60,40,60,10,90,37,63,0,15,15,0,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,0
1,3,232,8,2,10,200,200,13166,30,70,40,60,50,50,50,50,15,0,15,15,15,15,15,15,4,2,1,3,0,0,0,0,1,0,1,1
1,3,232,9,2,13,200,200,19438,40,60,30,70,200,0,0,0,15,15,15,15,15,15,15,15,4,2,3,1,0,0,0,0,1,1,1,1
1,3,232,10,2,13,200,200,20374,30,40,60,70,199,0,1,0,0,15,15,15,15,15,15,15,2,4,1,3,0,0,0,0,0,1,1,1
1,3,232,11,2,12,200,200,12667,60,30,40,70,80,25,20,75,15,0,15,0,15,15,15,15,1,4,3,2,0,0,0,0,1,0,1,0
1,3,232,12,2,15,200,200,12386,40,30,70,60,60,100,20,20,15,0,0,15,15,15,15,15,3,4,1,2,0,0,0,0,1,0,0,1
1,3,232,13,2,15,200,200,11918,30,40,70,60,70,30,80,20,0,15,0,0,15,15,15,15,3,4,2,1,0,0,0,0,0,1,0,0
1,3,232,14,2,11,200,200,15023,60,20,50,70,50,50,50,50,15,15,0,0,15,15,15,15,4,1,3,2,0,0,0,0,1,1,0,0
1,3,232,15,2,13,200,200,32807,80,10,55,55,0.1,0.1,199.7,0.1,15,15,0,15,15,15,15,15,1,4,3,2,0,0,0,0,1,1,0,1
1,3,232,16,2,9,200,200,17316,10,80,50,60,60,40,60,40,15,0,15,15,15,15,15,15,2,4,3,1,0,0,0,0,1,0,1,1
1,3,232,17,2,10,200,200,13666,80,60,10,50,5,5,95,95,15,15,0,0,15,15,15,15,1,2,4,3,0,0,0,0,1,1,0,0
1,3,232,18,2,16,200,200,12043,55,80,60,5,48,49,52,51,15,15,15,0,15,15,15,15,2,3,1,4,0,0,0,0,1,1,1,0
1,3,232,19,2,12,200,200,15678,80,50,60,10,60,45,60,35,15,15,0,0,15,15,15,15,1,3,2,4,0,0,0,0,1,1,0,0
1,3,232,20,2,9,200,200,33166,10,60,80,50,50,60,50,40,0,0,15,15,15,15,15,15,3,2,4,1,0,0,0,0,0,0,1,1
1,3,233,1,3,10,200,200,98078,50,55,70,25,25,70,45,60,15,15,15,0,15,15,15,15,4,3,1,2,0,0,0,0,1,1,1,0
1,3,233,2,3,15,200,200,89497,50,30,70,50,70,30,30,70,15,0,0,0,15,15,15,15,3,4,1,2,0,0,0,0,1,0,0,0
1,3,233,3,3,13,200,200,41535,42,48,80,30,20,80,80,20,15,15,15,15,15,15,15,15,1,2,3,4,0,0,0,0,1,1,1,1
1,3,233,4,3,10,200,200,22137,20,45,80,55,56,30,57,57,0,15,0,0,15,15,15,15,2,3,4,1,0,0,0,0,0,1,0,0
1,3,233,5,3,10,200,200,28018,42,85,15,58,57,56,30,57,0,0,0,0,15,15,15,15,1,3,2,4,0,0,0,0,0,0,0,0
1,3,233,6,3,16,200,200,40437,30,56,54,60,70,30,19,81,15,15,0,15,15,15,15,15,4,3,2,1,0,0,0,0,1,1,0,1
1,3,233,7,3,14,200,200,61528,65,39.5,35,60.5,56,30,57,57,15,0,15,0,15,15,15,15,4,3,1,2,0,0,0,0,1,0,1,0
1,3,233,8,3,16,200,200,55194,40,55,60,45,41,39,59,61,0,0,15,15,15,15,15,15,4,2,3,1,0,0,0,0,0,0,1,1
1,3,233,9,3,11,200,200,51264,20,30,95,55,50,50,50,50,0,0,15,15,15,15,15,15,2,1,3,4,0,0,0,0,0,0,1,1
1,3,233,10,3,11,200,200,11326,50,50,50,50,50,50,50,50,0,0,15,0,15,15,15,15,1,4,3,2,0,0,0,0,0,0,1,0
1,3,233,11,3,13,200,200,30391,30,10,80,80,198,1,0,1,0,0,15,15,15,15,15,15,4,1,3,2,0,0,0,0,0,0,1,1
1,3,233,12,3,10,200,200,23509,50,65,50,35,100,33,34,33,15,0,15,0,15,15,15,15,3,4,1,2,0,0,0,0,1,0,1,0
1,3,233,13,3,10,200,200,13151,45,55,70,30,56,31,57,56,15,15,0,0,15,15,15,15,1,4,3,2,0,0,0,0,1,1,0,0
1,3,233,14,3,14,200,200,24711,42,58,72,28,30,70,20,80,15,0,15,0,15,15,15,15,4,2,1,3,0,0,0,0,1,0,1,0
1,3,233,15,3,14,200,200,26385,90,72,10,28,80,20,70,30,15,15,0,15,15,15,15,15,1,3,4,2,0,0,0,0,1,1,0,1
1,3,233,16,3,11,200,200,16911,10,22,78,90,50,50,50,50,0,15,15,15,15,15,15,15,2,4,3,1,0,0,0,0,0,1,1,1
1,3,233,17,3,15,200,200,23291,27,50,23,100,50,40,60,50,0,0,0,0,15,15,15,15,2,1,4,3,0,0,0,0,0,0,0,0
1,3,233,18,3,13,200,200,16333,54,28,72,46,50,50,50,50,15,0,0,15,15,15,15,15,3,2,1,4,0,0,0,0,1,0,0,1
1,3,233,19,3,9,200,200,29141,70.5,24,80.5,25,45,50,35,70,0,0,15,15,15,15,15,15,1,4,2,3,0,0,0,0,0,0,1,1
1,3,233,20,3,12,200,200,26271,55,42,88,15,40,40,90,30,15,0,15,15,15,15,15,15,3,1,2,4,0,0,0,0,1,0,1,1
1,3,234,1,4,9,200,200,51840,25,50,75,50,50,50,50,50,15,0,15,0,15,15,15,15,4,3,2,1,0,0,0,0,1,0,1,0
1,3,234,2,4,16,200,200,17410,100,25,50,25,67,59,33,41,0,15,15,0,15,15,15,15,1,3,2,4,0,0,0,0,0,1,1,0
1,3,234,3,4,9,200,200,11919,33,67,51,49,30,60,75,35,0,0,15,15,15,15,15,15,2,1,4,3,0,0,0,0,0,0,1,1
1,3,234,4,4,15,200,200,14274,50,50,50,50,45,75,30,50,15,15,15,15,15,15,15,15,3,4,2,1,0,0,0,0,1,1,1,1
1,3,234,5,4,11,200,200,13026,50,25,100,25,50,50,50,50,0,0,0,0,15,15,15,15,1,4,3,2,0,0,0,0,0,0,0,0
1,3,234,6,4,9,200,200,11326,50,50,50,50,30,100,40,30,0,0,15,15,15,15,15,15,2,1,4,3,0,0,0,0,0,0,1,1
1,3,234,7,4,16,200,200,6599,50,50,50,50,50,50,55,45,0,0,0,15,15,15,15,15,4,2,1,3,0,0,0,0,0,0,0,1
1,3,234,8,4,15,200,200,44523,10,100,65,25,40,60,20,80,0,15,15,0,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,0
1,3,234,9,4,9,200,200,12979,10,100,25,65,55,55,55,35,0,15,15,15,15,15,15,15,2,3,1,4,0,0,0,0,0,1,1,1
1,3,234,10,4,14,200,200,32745,50,20,70,60,60,60,20,60,15,0,15,0,15,15,15,15,3,2,1,4,0,0,0,0,1,0,1,0
1,3,234,11,4,11,200,200,8627,50,50,50,50,50,50,50,50,0,15,15,15,15,15,15,15,2,1,4,3,0,0,0,0,0,1,1,1
1,3,234,12,4,11,200,200,13182,50,20,80,50,50,50,50,50,0,0,15,15,15,15,15,15,3,2,1,4,0,0,0,0,0,0,1,1
1,3,234,13,4,11,200,200,28939,30,50,80,40,50,50,50,50,0,15,0,15,15,15,15,15,3,2,1,4,0,0,0,0,0,1,0,1
1,3,234,14,4,12,200,200,11076,50,40,30,80,50,75,25,50,15,0,0,15,15,15,15,15,4,1,2,3,0,0,0,0,1,0,0,1
1,3,234,15,4,12,200,200,8970,50,40,30,80,40,40,60,60,15,15,15,15,15,15,15,15,1,4,3,2,0,0,0,0,1,1,1,1
1,3,234,16,4,13,200,200,7332,40,30,50,80,1,198,0.4,0.6,15,0,15,15,15,15,15,15,3,4,2,1,0,0,0,0,1,0,1,1
1,3,234,17,4,9,200,200,6771,30,40,50,80,60,30,50,60,0,0,0,0,15,15,15,15,3,4,1,2,0,0,0,0,0,0,0,0
1,3,234,18,4,15,200,200,8580,50,40,80,30,40,60,30,70,0,15,15,15,15,15,15,15,3,4,2,1,0,0,0,0,0,1,1,1
1,3,234,19,4,11,200,200,7691,50,30,40,80,50,50,50,50,15,15,15,0,15,15,15,15,4,2,3,1,0,0,0,0,1,1,1,0
1,3,234,20,4,10,200,200,7738,30,50,80,40,50,50,50,50,0,15,0,0,15,15,15,15,3,1,2,4,0,0,0,0,0,1,0,0
1,3,235,1,5,12,200,200,84053,60,40,60,40,45,55,50,50,15,15,15,0,15,15,15,15,3,4,1,2,0,0,0,0,1,1,1,0
1,3,235,2,5,11,200,200,87173,65,35,65,35,50,50,50,50,15,0,0,0,15,15,15,15,2,3,1,4,0,0,0,0,1,0,0,0
1,3,235,3,5,14,200,200,75270,50,50,50,50,45,60,55,40,15,15,15,15,15,15,15,15,1,3,4,2,0,0,0,0,1,1,1,1
1,3,235,4,5,12,200,200,32620,50,60,50,40,50,20,30,100,15,0,15,0,15,15,15,15,2,3,4,1,0,0,0,0,1,0,1,0
1,3,235,5,5,12,200,200,14524,50,50,50,50,50,50,50,50,0,15,15,0,15,15,15,15,4,2,3,1,0,0,0,0,0,1,1,0
1,3,235,6,5,12,200,200,54569,28,72,72,28,40,40,40,80,15,15,15,0,15,15,15,15,1,3,2,4,0,0,0,0,1,1,1,0
1,3,235,7,5,13,200,200,59795,75,25,75,25,50,50,49,51,15,15,15,15,15,15,15,15,4,2,1,3,0,0,0,0,1,1,1,1
1,3,235,8,5,13,200,200,54632,75,30,25,70,200,0,0,0,0,15,15,15,15,15,15,15,1,3,4,2,0,0,0,0,0,1,1,1
1,3,235,9,5,16,200,200,36691,40,60,45,55,53,47,51,49,15,0,0,0,15,15,15,15,1,2,3,4,0,0,0,0,1,0,0,0
1,3,235,10,5,9,200,200,31044,72,30,70,28,20,75,75,30,15,15,15,15,15,15,15,15,2,4,1,3,0,0,0,0,1,1,1,1
1,3,235,11,5,10,200,200,58922,35,35,65,65,49,48,51,52,15,15,15,15,15,15,15,15,4,2,1,3,0,0,0,0,1,1,1,1
1,3,235,12,5,12,200,200,54600,40,40,60,60,50,40,75,35,0,0,15,15,15,15,15,15,1,3,4,2,0,0,0,0,0,0,1,1
1,3,235,13,5,12,200,200,46504,35,30,70,65,35,25,75,65,15,0,15,0,15,15,15,15,4,1,3,2,0,0,0,0,1,0,1,0
1,3,235,14,5,15,200,200,32323,60,40,50,50,15,20,85,80,15,0,15,0,15,15,15,15,1,4,2,3,0,0,0,0,1,0,1,0
1,3,235,15,5,15,200,200,42822,70,70,30,30,20,60,30,90,15,15,15,0,15,15,15,15,3,2,4,1,0,0,0,0,1,1,1,0
1,3,235,16,5,10,200,200,46426,60,50,50,40,65,50,25,60,15,15,15,0,15,15,15,15,3,1,4,2,0,0,0,0,1,1,1,0
1,3,235,17,5,13,200,200,37690,50,40,60,50,50,50,50,50,0,15,0,15,15,15,15,15,3,1,4,2,0,0,0,0,0,1,0,1
1,3,235,18,5,9,200,200,30826,28,72,28,72,50,35,55,60,0,0,0,15,15,15,15,15,1,4,3,2,0,0,0,0,0,0,0,1
1,3,235,19,5,10,200,200,67580,40,60,55,45,80,20,80,20,15,15,0,15,15,15,15,15,2,1,3,4,0,0,0,0,1,1,0,1
1,3,235,20,5,16,200,200,58251,40,50,60,50,40,60,48,52,15,0,15,15,15,15,15,15,2,1,3,4,0,0,0,0,1,0,1,1
1,3,236,1,6,13,200,200,27035,50,50,50,50,60,60,60,20,15,0,15,15,15,15,15,15,1,2,3,4,0,0,0,0,1,0,1,1
1,3,236,2,6,13,200,200,13322,50,50,50,50,60,60,20,60,0,15,0,0,15,15,15,15,3,4,2,1,0,0,0,0,0,1,0,0
1,3,236,3,6,16,200,200,11029,50,50,50,50,40,55,60,45,0,0,15,0,15,15,15,15,2,4,3,1,0,0,0,0,0,0,1,0
1,3,236,4,6,9,200,200,13244,50,50,50,50,30,70,30,70,15,0,15,15,15,15,15,15,4,2,3,1,0,0,0,0,1,0,1,1
1,3,236,5,6,9,200,200,15257,50,50,50,50,50,50,50,50,0,0,0,15,15,15,15,15,1,4,3,2,0,0,0,0,0,0,0,1
1,3,236,6,6,11,200,200,13463,50,50,50,50,50,50,50,50,0,15,0,0,15,15,15,15,1,2,3,4,0,0,0,0,0,1,0,0
1,3,236,7,6,10,200,200,6505,50,50,50,50,50,50,50,50,0,0,15,0,15,15,15,15,3,2,4,1,0,0,0,0,0,0,1,0
1,3,236,8,6,14,200,200,6287,50,50,50,50,63,64,10,63,0,0,15,15,15,15,15,15,3,2,1,4,0,0,0,0,0,0,1,1
1,3,236,9,6,12,200,200,7394,50,50,50,50,40,60,75,25,0,0,0,0,15,15,15,15,3,1,2,4,0,0,0,0,0,0,0,0
1,3,236,10,6,10,200,200,13265,50,50,50,50,55,60,30,55,15,15,15,15,15,15,15,15,3,2,1,4,0,0,0,0,1,1,1,1
1,3,236,11,6,15,200,200,11185,30,70,70,30,80,10,90,20,15,15,15,15,15,15,15,15,2,4,3,1,0,0,0,0,1,1,1,1
1,3,236,12,6,13,200,200,6100,30,30,70,70,0.1,0.7,0.2,199,15,0,15,0,15,15,15,15,3,1,4,2,0,0,0,0,1,0,1,0
1,3,236,13,6,14,200,200,5788,70,30,70,30,30,80,70,20,15,0,0,0,15,15,15,15,3,2,1,4,0,0,0,0,1,0,0,0
1,3,236,14,6,9,200,200,5491,70,30,30,70,55,55,35,55,0,0,0,15,15,15,15,15,4,3,2,1,0,0,0,0,0,0,0,1
1,3,236,15,6,10,200,200,11138,70,20,30,80,60,50,50,40,0,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,0,1,0,1
1,3,236,16,6,12,200,200,8814,70,30,70,30,70,30,45,55,0,15,15,15,15,15,15,15,1,2,3,4,0,0,0,0,0,1,1,1
1,3,236,17,6,16,200,200,10889,70,30,30,70,52,48,64,36,15,15,0,15,15,15,15,15,1,2,4,3,0,0,0,0,1,1,0,1
1,3,236,18,6,11,200,200,5444,30,70,70,30,50,50,50,50,0,0,15,0,15,15,15,15,3,4,2,1,0,0,0,0,0,0,1,0
1,3,236,19,6,13,200,200,5663,30,70,70,30,50,50,50,50,0,15,0,0,15,15,15,15,3,1,2,4,0,0,0,0,0,1,0,0
1,3,236,20,6,11,200,200,6973,30,70,30,70,50,50,50,50,0,0,15,0,15,15,15,15,1,4,3,2,0,0,0,0,0,0,1,0
1,3,237,1,7,11,200,200,93226,50,50,60,40,50,50,50,50,0,0,15,0,15,15,15,15,2,1,3,4,0,0,0,0,0,0,1,0
1,3,237,2,7,14,200,200,48594,30,80,30,60,40,50,50,60,15,0,15,15,15,15,15,15,2,4,1,3,0,0,0,0,1,0,1,1
1,3,237,3,7,12,200,200,58557,50.3,50.2,50.3,49.2,60,50,40,50,0,15,0,15,15,15,15,15,1,3,2,4,0,0,0,0,0,1,0,1
1,3,237,4,7,13,200,200,72765,60.3,49.5,50.2,40,100,0,0,100,15,15,15,0,15,15,15,15,1,4,3,2,0,0,0,0,1,1,1,0
1,3,237,5,7,15,200,200,26692,49.5,39.5,60.5,50.5,100,30,35,35,0,15,15,15,15,15,15,15,1,3,4,2,0,0,0,0,0,1,1,1
1,3,237,6,7,10,200,200,48329,84.5,15.5,50.5,49.5,30,56,57,57,15,15,15,0,15,15,15,15,2,3,4,1,0,0,0,0,1,1,1,0
1,3,237,7,7,9,200,200,42682,48,100,25,27,70,30,20,80,0,0,15,0,15,15,15,15,4,1,2,3,0,0,0,0,0,0,1,0
1,3,237,8,7,11,200,200,32901,57.5,53,42.5,47,50,50,50,50,0,15,0,0,15,15,15,15,4,2,3,1,0,0,0,0,0,1,0,0
1,3,237,9,7,10,200,200,53134,51,49,50,50,30,70,30,70,15,15,0,0,15,15,15,15,4,2,3,1,0,0,0,0,1,1,0,0
1,3,237,10,7,16,200,200,39343,70,30,30,70,59,40,60,41,15,0,15,15,15,15,15,15,1,4,3,2,0,0,0,0,1,0,1,1
1,3,237,11,7,16,200,200,41574,60,40,40,60,30,100,50,20,0,0,15,15,15,15,15,15,4,1,2,3,0,0,0,0,0,0,1,1
1,3,237,12,7,9,200,200,25881,45,45,55,55,0,0,100,100,15,15,0,15,15,15,15,15,4,1,3,2,0,0,0,0,1,1,0,1
1,3,237,13,7,13,200,200,51850,45.5,54.5,45,55,0.3,0.6,199,0.1,15,15,0,15,15,15,15,15,4,1,2,3,0,0,0,0,1,1,0,1
1,3,237,14,7,13,200,200,47939,90,15,15,80,3,1,1,195,15,15,15,0,15,15,15,15,4,1,3,2,0,0,0,0,1,1,1,0
1,3,237,15,7,9,200,200,49468,90,20,70,20,60,35,55,50,15,15,15,0,15,15,15,15,2,3,1,4,0,0,0,0,1,1,1,0
1,3,237,16,7,16,200,200,61216,25,51,99,25,38,55,45,62,15,0,15,0,15,15,15,15,3,2,4,1,0,0,0,0,1,0,1,0
1,3,237,17,7,14,200,200,33618,75,45,45,35,80,70,20,30,15,15,15,0,15,15,15,15,1,2,4,3,0,0,0,0,1,1,1,0
1,3,237,18,7,12,200,200,18814,50,50,60,40,50,80,40,30,0,15,0,15,15,15,15,15,1,4,2,3,0,0,0,0,0,1,0,1
1,3,237,19,7,14,200,200,67082,30,30,60,80,80,70,30,20,15,0,15,0,15,15,15,15,1,2,3,4,0,0,0,0,1,0,1,0
1,3,237,20,7,15,200,200,42619,80,30,70,20,50,100,25,25,15,15,15,0,15,15,15,15,2,3,4,1,0,0,0,0,1,1,1,0
1,3,238,1,8,16,200,200,79151,55,55,55,35,86,14,10,90,15,15,15,0,15,15,15,15,2,1,3,4,0,0,0,0,1,1,1,0
1,3,238,2,8,10,200,200,23463,57,56,57,30,100,27,0,73,0,15,15,0,15,15,15,15,3,1,2,4,0,0,0,0,0,1,1,0
1,3,238,3,8,10,200,200,22070,57,56,30,57,70,45,42,43,0,15,15,15,15,15,15,15,1,3,4,2,0,0,0,0,0,1,1,1
1,3,238,4,8,11,200,200,8533,56,57,30,57,50,50,50,50,0,0,15,0,15,15,15,15,2,3,1,4,0,0,0,0,0,0,1,0
1,3,238,5,8,16,200,200,14945,57,56.5,30,56.5,50,50,50,50,15,0,15,0,15,15,15,15,1,3,4,2,0,0,0,0,1,0,1,0
