treatment,session,id,period,player,partner,tokens,partnertokens,decisionlengthms,allocation1,allocation2,allocation3,allocation4,partnerallocation1,partnerallocation2,partnerallocation3,partnerallocation4,earnings1,earnings2,earnings3,earnings4,battle1value,battle2value,battle3value,battle4value,battle1location,battle2location,battle3location,battle4location,battle1color,battle2color,battle3color,battle4color,win1,win2,win3,win4
2,1,111,1,1,18,200,200,112773,50,50,50,50,75,25,50,50,0,0,15,15,15,15,15,15,1,3,2,4,1,0,0,0,0,0,1,1
2,1,111,2,1,17,200,200,36438,75,50,50,25,45,45,75,35,15,0,0,0,15,15,15,15,4,2,1,3,1,0,0,0,1,0,0,0
2,1,111,3,1,19,200,200,34004,75,75,25,25,50,25,50,75,0,15,15,0,15,15,15,15,1,4,2,3,1,0,0,0,0,1,1,0
2,1,111,4,1,22,200,200,30778,100,0,0,100,50,10,40,100,15,0,0,15,15,15,15,15,3,2,1,4,1,0,0,0,1,0,0,1
2,1,111,5,1,19,200,200,27876,100,25,25,50,50,30,45,75,0,0,15,0,15,15,15,15,1,4,3,2,1,0,0,0,0,0,1,0
2,1,111,6,1,22,200,200,12277,50,50,50,50,10,40,100,50,15,15,0,0,15,15,15,15,2,1,4,3,1,0,0,0,1,1,0,0
2,1,111,7,1,16,200,200,18704,50,50,50,50,60,20,100,20,15,0,15,15,15,15,15,15,4,2,3,1,1,0,0,0,1,0,1,1
2,1,111,8,1,17,200,200,10624,50,50,50,50,45,50,50,55,0,15,15,15,15,15,15,15,2,3,1,4,1,0,0,0,0,1,1,1
2,1,111,9,1,14,200,200,17238,55,50,45,50,100,70,10,20,15,0,15,15,15,15,15,15,4,2,3,1,1,0,0,0,1,0,1,1
2,1,111,10,1,12,200,200,11216,50,50,50,50,50,50,50,50,0,0,15,0,15,15,15,15,2,1,3,4,1,0,0,0,0,0,1,0
2,1,111,11,1,15,200,200,11528,50,50,50,50,60,58,40,42,0,15,15,0,15,15,15,15,4,2,1,3,1,0,0,0,0,1,1,0
2,1,111,12,1,22,200,200,10093,50,55,45,50,100,40,10,50,15,15,15,15,15,15,15,15,1,4,2,3,1,0,0,0,1,1,1,1
2,1,111,13,1,19,200,200,14118,65,45,55,35,75,50,50,25,15,15,0,15,15,15,15,15,1,4,2,3,1,0,0,0,1,1,0,1
2,1,111,14,1,16,200,200,15007,55,45,75,25,40,20,60,80,15,15,15,15,15,15,15,15,4,2,3,1,1,0,0,0,1,1,1,1
2,1,111,15,1,20,200,200,53711,100,40,30,30,60,60,60,20,15,15,15,15,15,15,15,15,1,2,3,4,1,0,0,0,1,1,1,1
2,1,111,16,1,19,200,200,8502,60,60,20,60,80,40,60,20,15,0,0,15,15,15,15,15,1,3,4,2,1,0,0,0,1,0,0,1
2,1,111,17,1,19,200,200,7956,50,50,50,50,25,50,50,75,0,0,0,0,15,15,15,15,2,3,4,1,1,0,0,0,0,0,0,0
2,1,111,18,1,16,200,200,15645,50,50,50,50,100,0,100,0,0,15,0,15,15,15,15,15,2,3,4,1,1,0,0,0,0,1,0,1
2,1,111,19,1,19,200,200,12854,50,50,50,50,75,50,25,50,0,0,15,0,15,15,15,15,3,1,4,2,1,0,0,0,0,0,1,0
2,1,111,20,1,13,200,200,9017,50,50,50,50,66,2,66,66,0,15,0,15,15,15,15,15,1,3,4,2,1,0,0,0,0,1,0,1
2,1,112,1,2,19,200,200,46082,75,25,50,50,50,50,40,60,0,15,15,15,15,15,15,15,4,3,1,2,1,0,0,0,0,1,1,1
2,1,112,2,2,22,200,200,30029,75,25,55,45,100,40,50,10,15,15,0,15,15,15,15,15,2,1,3,4,1,0,0,0,1,1,0,1
2,1,112,3,2,17,200,200,20498,50,25,75,50,35,45,75,45,15,0,0,15,15,15,15,15,2,1,4,3,1,0,0,0,1,0,0,1
2,1,112,4,2,16,200,200,29281,55,45,75,25,70,50,30,50,0,15,15,0,15,15,15,15,3,1,4,2,1,0,0,0,0,1,1,0
2,1,112,5,2,18,200,200,24226,85,45,55,15,0,100,100,0,15,0,0,15,15,15,15,15,2,3,1,4,1,0,0,0,1,0,0,1
2,1,112,6,2,21,200,200,16333,50,50,75,25,10,60,30,100,15,15,0,0,15,15,15,15,1,2,3,4,1,0,0,0,1,1,0,0
2,1,112,7,2,20,200,200,16395,50,50,50,50,170,10,10,10,0,15,0,15,15,15,15,15,2,4,3,1,1,0,0,0,0,1,0,1
2,1,112,8,2,14,200,200,14804,50,50,50,50,100,20,70,10,15,0,15,0,15,15,15,15,1,2,3,4,1,0,0,0,1,0,1,0
2,1,112,9,2,12,200,200,27986,50,75,50,25,50,50,50,50,0,0,15,0,15,15,15,15,1,4,2,3,1,0,0,0,0,0,1,0
2,1,112,10,2,20,200,200,16684,50,50,50,50,90,40,10,60,15,15,0,0,15,15,15,15,2,4,1,3,1,0,0,0,1,1,0,0
2,1,112,11,2,19,200,200,20015,75,50,25,50,75,50,25,50,0,15,15,0,15,15,15,15,1,3,4,2,1,0,0,0,0,1,1,0
2,1,112,12,2,14,200,200,19765,50,50,25,75,50,50,50,50,15,15,0,15,15,15,15,15,1,4,3,2,1,0,0,0,1,1,0,1
2,1,112,13,2,17,200,200,20561,50,25,75,50,90,80,10,20,0,0,15,15,15,15,15,15,2,3,1,4,1,0,0,0,0,0,1,1
2,1,112,14,2,12,200,200,18143,50,50,25,75,50,50,50,50,0,0,0,0,15,15,15,15,2,3,1,4,1,0,0,0,0,0,0,0
2,1,112,15,2,18,200,200,15475,50,50,50,50,20,70,50,60,15,0,15,0,15,15,15,15,3,4,2,1,1,0,0,0,1,0,1,0
2,1,112,16,2,15,200,200,18236,30,60,40,70,29,60,85,26,0,15,0,15,15,15,15,15,2,4,3,1,1,0,0,0,0,1,0,1
2,1,112,17,2,17,200,200,19048,75,25,40,60,20,40,60,80,0,15,0,0,15,15,15,15,4,3,1,2,1,0,0,0,0,1,0,0
2,1,112,18,2,15,200,200,24040,50,50,50,50,80,65,33,22,0,0,0,15,15,15,15,15,3,1,2,4,1,0,0,0,0,0,0,1
2,1,112,19,2,17,200,200,22417,50,50,50,50,20,80,40,60,15,15,0,0,15,15,15,15,2,3,4,1,1,0,0,0,1,1,0,0
2,1,112,20,2,20,200,200,26676,50,50,50,50,90,30,75,5,0,0,0,0,15,15,15,15,1,3,2,4,1,0,0,0,0,0,0,0
2,1,113,1,3,17,200,200,170092,100,50,25,25,25,95,45,35,15,0,15,15,15,15,15,15,1,4,3,2,1,0,0,0,1,0,1,1
2,1,113,2,3,18,200,200,54786,160,20,10,10,50,25,25,100,15,15,0,0,15,15,15,15,4,1,3,2,1,0,0,0,1,1,0,0
2,1,113,3,3,21,200,200,27829,160,10,20,10,40,30,70,60,15,0,15,0,15,15,15,15,3,2,4,1,1,0,0,0,1,0,1,0
2,1,113,4,3,14,200,200,43741,50,50,50,50,67,2,66,65,15,15,15,0,15,15,15,15,3,1,4,2,1,0,0,0,1,1,1,0
2,1,113,5,3,15,200,200,24788,50,50,50,50,90,75,35,0,15,0,15,15,15,15,15,15,1,2,3,4,1,0,0,0,1,0,1,1
2,1,113,6,3,19,200,200,36534,60,60,20,60,40,50,75,35,0,0,0,15,15,15,15,15,2,3,4,1,1,0,0,0,0,0,0,1
2,1,113,7,3,18,200,200,19375,50,50,50,50,50,50,50,50,15,15,15,15,15,15,15,15,3,1,2,4,1,0,0,0,1,1,1,1
2,1,113,8,3,21,200,200,15943,50,50,50,50,90,40,10,60,15,0,15,15,15,15,15,15,4,1,2,3,1,0,0,0,1,0,1,1
2,1,113,9,3,17,200,200,14056,50,50,50,50,40,60,65,35,15,0,15,15,15,15,15,15,2,1,3,4,1,0,0,0,1,0,1,1
2,1,113,10,3,13,200,200,18915,50,50,50,50,40,60,30,70,0,15,0,15,15,15,15,15,4,3,2,1,1,0,0,0,0,1,0,1
2,1,113,11,3,14,200,200,20810,50,50,50,50,60,40,40,60,15,15,15,15,15,15,15,15,1,2,4,3,1,0,0,0,1,1,1,1
2,1,113,12,3,15,200,200,16458,50,50,50,50,15,85,65,35,15,0,0,0,15,15,15,15,2,1,3,4,1,0,0,0,1,0,0,0
2,1,113,13,3,12,200,200,15148,50,50,50,50,50,50,50,50,15,15,15,15,15,15,15,15,4,2,1,3,1,0,0,0,1,1,1,1
2,1,113,14,3,19,200,200,17191,50,50,50,50,69,50,50,31,15,15,0,0,15,15,15,15,1,2,3,4,1,0,0,0,1,1,0,0
2,1,113,15,3,13,200,200,15428,50,50,50,50,30,110,30,30,0,15,0,0,15,15,15,15,1,4,3,2,1,0,0,0,0,1,0,0
2,1,113,16,3,12,200,200,17191,50,50,50,50,50,50,50,50,15,15,15,0,15,15,15,15,3,4,1,2,1,0,0,0,1,1,1,0
2,1,113,17,3,13,200,200,15522,50,50,50,50,30,110,30,30,15,0,15,15,15,15,15,15,3,1,4,2,1,0,0,0,1,0,1,1
2,1,113,18,3,17,200,200,16302,50,50,50,50,20,40,80,60,0,0,0,15,15,15,15,15,1,3,2,4,1,0,0,0,0,0,0,1
2,1,113,19,3,12,200,200,15553,50,50,50,50,50,50,50,50,0,0,0,0,15,15,15,15,1,3,4,2,1,0,0,0,0,0,0,0
2,1,113,20,3,21,200,200,14711,50,50,50,50,10,80,10,100,15,15,0,15,15,15,15,15,4,2,3,1,1,0,0,0,1,1,0,1
2,1,114,1,4,12,200,200,48376,35,100,30,35,50,50,50,50,0,0,15,0,15,15,15,15,1,3,2,4,1,0,0,0,0,0,1,0
2,1,114,2,4,16,200,200,62491,40,50,60,50,20,30,150,0,15,15,15,15,15,15,15,15,3,2,1,4,1,0,0,0,1,1,1,1
2,1,114,3,4,20,200,200,66157,50,50,50,50,1,75,24,100,15,0,0,0,15,15,15,15,2,4,1,3,1,0,0,0,1,0,0,0
2,1,114,4,4,15,200,200,17893,2,98,98,2,75,50,55,20,0,15,15,0,15,15,15,15,2,1,4,3,1,0,0,0,0,1,1,0
2,1,114,5,4,14,200,200,24663,75,25,75,25,100,20,70,10,15,0,15,15,15,15,15,15,2,1,4,3,1,0,0,0,1,0,1,1
2,1,114,6,4,16,200,200,34117,20,100,20,60,50,50,50,50,15,0,0,0,15,15,15,15,2,3,4,1,1,0,0,0,1,0,0,0
2,1,114,7,4,19,200,200,30935,100,20,50,30,75,50,25,50,15,0,15,15,15,15,15,15,4,1,3,2,1,0,0,0,1,0,1,1
2,1,114,8,4,13,200,200,29000,20,60,80,40,30,60,40,70,15,0,0,0,15,15,15,15,4,1,2,3,1,0,0,0,1,0,0,0
2,1,114,9,4,13,200,200,42869,50,30,90,30,40,70,60,30,0,0,0,0,15,15,15,15,2,4,3,1,1,0,0,0,0,0,0,0
2,1,114,10,4,17,200,200,69373,80,50,20,50,80,80,2,38,15,0,15,15,15,15,15,15,1,2,4,3,1,0,0,0,1,0,1,1
2,1,114,11,4,16,200,200,25927,70,70,30,30,30,80,20,70,0,15,15,15,15,15,15,15,4,1,3,2,1,0,0,0,0,1,1,1
2,1,114,12,4,13,200,200,15569,98,1,100,1,70,60,30,40,15,0,15,0,15,15,15,15,2,1,3,4,1,0,0,0,1,0,1,0
2,1,114,13,4,13,200,200,18424,50,50,50,50,70,40,30,60,15,15,0,0,15,15,15,15,2,3,4,1,1,0,0,0,1,1,0,0
2,1,114,14,4,15,200,200,29796,60,40,40,60,75,10,100,15,0,15,15,15,15,15,15,15,3,4,1,2,1,0,0,0,0,1,1,1
2,1,114,15,4,21,200,200,33456,60,40,40,60,90,20,90,0,0,15,15,15,15,15,15,15,3,2,1,4,1,0,0,0,0,1,1,1
2,1,114,16,4,18,200,200,18221,60,60,20,60,50,60,70,20,15,0,0,15,15,15,15,15,3,1,4,2,1,0,0,0,1,0,0,1
2,1,114,17,4,20,200,200,39686,60,50,45,45,75,23,51,51,0,15,0,15,15,15,15,15,4,2,3,1,1,0,0,0,0,1,0,1
2,1,114,18,4,14,200,200,44912,75,37.5,50,37.5,50,50,50,50,15,0,15,0,15,15,15,15,3,1,2,4,1,0,0,0,1,0,1,0
2,1,114,19,4,20,200,200,22526,60,50,50,40,60,60,60,20,15,15,15,15,15,15,15,15,3,2,1,4,1,0,0,0,1,1,1,1
2,1,114,20,4,22,200,200,22636,60,50,50,40,100,10,50,40,0,15,0,15,15,15,15,15,2,1,4,3,1,0,0,0,0,1,0,1
2,1,115,1,5,13,200,200,72852,53,50,47,50,50.1,49.9,50,50,15,15,15,0,15,15,15,15,3,1,2,4,1,0,0,0,1,1,1,0
2,1,115,2,5,12,200,200,11237,50,50,50,50,50,50,50,50,15,0,15,0,15,15,15,15,2,1,4,3,1,0,0,0,1,0,1,0
2,1,115,3,5,14,200,200,7472,50,50,50,50,66,66,2,66,15,0,15,15,15,15,15,15,4,2,3,1,1,0,0,0,1,0,1,1
2,1,115,4,5,19,200,200,12435,50,50,50,50,75,50,50,25,15,15,15,15,15,15,15,15,3,4,2,1,1,0,0,0,1,1,1,1
2,1,115,5,5,16,200,200,21309,50,50,50,50,80,50,20,50,0,0,15,15,15,15,15,15,3,2,1,4,1,0,0,0,0,0,1,1
2,1,115,6,5,12,200,200,7238,50,50,50,50,50,50,50,50,15,15,15,0,15,15,15,15,3,2,1,4,1,0,0,0,1,1,1,0
2,1,115,7,5,22,200,200,6068,50,50,50,50,50,100,10,40,0,0,15,15,15,15,15,15,4,1,3,2,1,0,0,0,0,0,1,1
2,1,115,8,5,19,200,200,9859,50,50,50,50,25,75,50,50,0,15,15,15,15,15,15,15,3,4,2,1,1,0,0,0,0,1,1,1
2,1,115,9,5,18,200,200,6427,50,50,50,50,75,50,43,32,15,15,0,0,15,15,15,15,1,2,4,3,1,0,0,0,1,1,0,0
2,1,115,10,5,21,200,200,6989,50,50,50,50,40,70,60,30,0,0,15,15,15,15,15,15,3,1,4,2,1,0,0,0,0,0,1,1
2,1,115,11,5,21,200,200,5507,50,50,50,50,30,60,50,60,0,0,15,0,15,15,15,15,4,3,2,1,1,0,0,0,0,0,1,0
2,1,115,12,5,17,200,200,4134,50,50,50,50,10,20,90,80,15,15,0,0,15,15,15,15,4,1,3,2,1,0,0,0,1,1,0,0
2,1,115,13,5,22,200,200,4103,50,50,50,50,40,50,100,10,15,15,0,0,15,15,15,15,3,4,2,1,1,0,0,0,1,1,0,0
2,1,115,14,5,21,200,200,7535,50,50,50,50,30,80,30,60,0,0,15,15,15,15,15,15,2,4,3,1,1,0,0,0,0,0,1,1
2,1,115,15,5,12,200,200,4446,50,50,50,50,50,50,50,50,15,0,15,0,15,15,15,15,3,4,1,2,1,0,0,0,1,0,1,0
2,1,115,16,5,21,200,200,3682,50,50,50,50,65,25,60,50,0,15,0,0,15,15,15,15,3,1,4,2,1,0,0,0,0,1,0,0
2,1,115,17,5,14,200,200,8611,50,50,50,50,50,50,50,50,0,15,0,15,15,15,15,15,2,3,4,1,1,0,0,0,0,1,0,1
2,1,115,18,5,19,200,200,7847,50,50,50,50,25,50,50,75,15,15,0,0,15,15,15,15,1,4,3,2,1,0,0,0,1,1,0,0
2,1,115,19,5,14,200,200,5023,50,50,50,50,50,50,50,50,0,15,0,15,15,15,15,15,3,4,1,2,1,0,0,0,0,1,0,1
2,1,115,20,5,15,200,200,3588,50,50,50,50,65,25,30,80,15,15,15,0,15,15,15,15,1,3,4,2,1,0,0,0,1,1,1,0
2,1,116,1,6,21,200,200,40794,75,45,30,50,50,40,60,50,0,15,15,0,15,15,15,15,4,2,1,3,1,0,0,0,0,1,1,0
2,1,116,2,6,14,200,200,72524,60,70,10,60,100,100,0,0,15,15,15,15,15,15,15,15,2,1,4,3,1,0,0,0,1,1,1,1
2,1,116,3,6,18,200,200,37939,60,20,50,70,50,50,50,50,15,0,0,0,15,15,15,15,2,4,3,1,1,0,0,0,1,0,0,0
2,1,116,4,6,18,200,200,27019,20,80,40,60,100,50,30,20,0,15,0,15,15,15,15,15,2,4,3,1,1,0,0,0,0,1,0,1
2,1,116,5,6,20,200,200,47034,30,50,75,45,105,15,15,65,0,15,15,0,15,15,15,15,3,4,1,2,1,0,0,0,0,1,1,0
2,1,116,6,6,20,200,200,43134,40,40,80,40,50,50,50,50,15,0,15,0,15,15,15,15,1,2,3,4,1,0,0,0,1,0,1,0
2,1,116,7,6,14,200,200,37956,40,80,40,40,100,70,10,20,0,0,0,15,15,15,15,15,2,3,1,4,1,0,0,0,0,0,0,1
2,1,116,8,6,16,200,200,37518,30,40,80,50,100,0,0,100,0,15,15,15,15,15,15,15,4,1,3,2,1,0,0,0,0,1,1,1
2,1,116,9,6,20,200,200,41886,40,75,60,25,60,40,60,40,15,15,0,15,15,15,15,15,3,4,1,2,1,0,0,0,1,1,0,1
2,1,116,10,6,18,200,200,20545,30,70,50,50,75,75,25,25,0,0,15,15,15,15,15,15,2,4,1,3,1,0,0,0,0,0,1,1
2,1,116,11,6,12,200,200,23197,40,25,75,60,50,50,50,50,0,15,0,15,15,15,15,15,2,3,1,4,1,0,0,0,0,1,0,1
2,1,116,12,6,16,200,200,26302,20,40,80,60,30,10,20,140,0,15,15,15,15,15,15,15,2,3,1,4,1,0,0,0,0,1,1,1
2,1,116,13,6,18,200,200,30638,20,80,40,60,50,100,50,0,0,0,15,15,15,15,15,15,2,1,3,4,1,0,0,0,0,0,1,1
2,1,116,14,6,20,200,200,34242,30,70,75,25,60,60,60,20,0,15,0,15,15,15,15,15,1,2,3,4,1,0,0,0,0,1,0,1
2,1,116,15,6,19,200,200,28860,20,60,40,80,69,31,50,50,0,15,15,15,15,15,15,15,2,1,4,3,1,0,0,0,0,1,1,1
2,1,116,16,6,16,200,200,30701,30,50,75,45,80,60,40,20,15,15,0,15,15,15,15,15,3,2,1,4,1,0,0,0,1,1,0,1
2,1,116,17,6,22,200,200,21388,20,60,80,40,100,40,10,50,0,15,15,0,15,15,15,15,3,2,1,4,1,0,0,0,0,1,1,0
2,1,116,18,6,21,200,200,29952,20,80,65,35,60,40,60,40,15,15,15,0,15,15,15,15,1,4,3,2,1,0,0,0,1,1,1,0
2,1,116,19,6,21,200,200,24601,20,65,80,35,80,20,80,20,0,15,15,15,15,15,15,15,1,4,3,2,1,0,0,0,0,1,1,1
2,1,116,20,6,12,200,200,24398,20,40,60,80,50,50,50,50,0,15,15,15,15,15,15,15,3,1,4,2,1,0,0,0,0,1,1,1
2,1,117,1,7,14,200,200,27347,50,75,50,25,50,50,100,0,0,15,0,15,15,15,15,15,2,4,3,1,1,0,0,0,0,1,0,1
2,1,117,2,7,21,200,200,46264,75,74.1,0,50.9,60,60,40,40,0,0,0,0,15,15,15,15,2,3,1,4,1,0,0,0,0,0,0,0
2,1,117,3,7,12,200,200,20746,50,50,60,40,50,50,50,50,15,15,15,0,15,15,15,15,4,3,2,1,1,0,0,0,1,1,1,0
2,1,117,4,7,17,200,200,56992,75,75,15,35,55,45,35,65,15,15,0,15,15,15,15,15,2,3,1,4,1,0,0,0,1,1,0,1
2,1,117,5,7,17,200,200,45755,20,55,75,50,65,65,35,35,0,15,15,15,15,15,15,15,4,1,3,2,1,0,0,0,0,1,1,1
2,1,117,6,7,13,200,200,48374,55,15,65,65,66,66,2,66,0,15,15,0,15,15,15,15,2,4,3,1,1,0,0,0,0,1,1,0
2,1,117,7,7,15,200,200,14819,75,25,75,25,55,45,55,45,15,15,0,0,15,15,15,15,1,3,4,2,1,0,0,0,1,1,0,0
2,1,117,8,7,20,200,200,27518,60,40,25,75,100,25,50,25,0,0,15,15,15,15,15,15,1,2,4,3,1,0,0,0,0,0,1,1
2,1,117,9,7,16,200,200,42073,10,80,55,55,110,10,25,55,0,15,15,0,15,15,15,15,4,1,3,2,1,0,0,0,0,1,1,0
2,1,117,10,7,14,200,200,21247,55,60,75,10,90,20,80,10,0,15,0,15,15,15,15,15,3,4,1,2,1,0,0,0,0,1,0,1
2,1,117,11,7,22,200,200,14399,30,75,25,70,100,40,10,50,15,15,15,15,15,15,15,15,1,4,3,2,1,0,0,0,1,1,1,1
2,1,117,12,7,19,200,200,16380,50,50,25,75,50,75,25,50,15,15,0,15,15,15,15,15,2,4,1,3,1,0,0,0,1,1,0,1
2,1,117,13,7,14,200,200,25600,6,75,25,94,50,50,50,50,0,0,0,0,15,15,15,15,1,4,2,3,1,0,0,0,0,0,0,0
2,1,117,14,7,22,200,200,22739,75,50,60,15,100,40,50,10,0,0,15,15,15,15,15,15,1,4,3,2,1,0,0,0,0,0,1,1
2,1,117,15,7,15,200,200,11794,25,75,40,60,60,85,22,33,0,0,15,0,15,15,15,15,3,4,2,1,1,0,0,0,0,0,1,0
2,1,117,16,7,17,200,200,13042,80,20,60,40,40,50,60,50,15,15,0,0,15,15,15,15,4,3,1,2,1,0,0,0,1,1,0,0
2,1,117,17,7,21,200,200,15319,75,75,30,20,50,25,65,60,15,15,0,0,15,15,15,15,3,1,2,4,1,0,0,0,1,1,0,0
2,1,117,18,7,13,200,200,25132,55,55,55,35,2,66,66,66,15,0,0,0,15,15,15,15,4,3,2,1,1,0,0,0,1,0,0,0
2,1,117,19,7,16,200,200,22286,75,20,80,25,50,50,50,50,15,0,0,15,15,15,15,15,1,2,3,4,1,0,0,0,1,0,0,1
2,1,117,20,7,18,200,200,30358,75,6,44,75,70,40,60,30,15,15,15,15,15,15,15,15,3,2,1,4,1,0,0,0,1,1,1,1
2,1,118,1,8,15,200,200,104505,100,20,50,30,20,50,100,30,15,15,15,15,15,15,15,15,4,1,3,2,1,0,0,0,1,1,1,1
2,1,118,2,8,19,200,200,28109,100,20,30,50,25,50,50,75,15,0,0,0,15,15,15,15,2,3,4,1,1,0,0,0,1,0,0,0
2,1,118,3,8,22,200,200,27922,75,25,25,75,100,50,40,10,0,0,0,15,15,15,15,15,3,2,4,1,1,0,0,0,0,0,0,1
2,1,118,4,8,12,200,200,13852,100,20,30,50,75,40,60,25,0,15,15,15,15,15,15,15,2,3,4,1,1,0,0,0,0,1,1,1
2,1,118,5,8,13,200,200,42768,100,15,35,50,66,66,66,2,0,0,15,15,15,15,15,15,2,3,4,1,1,0,0,0,0,0,1,1
2,1,118,6,8,14,200,200,24897,50,50,50,50,100,20,70,10,0,15,0,15,15,15,15,15,3,4,1,2,1,0,0,0,0,1,0,1
2,1,118,7,8,13,200,200,21584,70,50,30,50,70,70,30,30,15,15,0,0,15,15,15,15,1,4,2,3,1,0,0,0,1,1,0,0
2,1,118,8,8,22,200,200,20966,30,50,70,50,50,10,40,100,0,15,15,0,15,15,15,15,3,2,1,4,1,0,0,0,0,1,1,0
2,1,118,9,8,19,200,200,21715,100,20,50,30,50,50,25,75,0,15,15,0,15,15,15,15,4,3,1,2,1,0,0,0,0,1,1,0
2,1,118,10,8,16,200,200,19734,150,10,10,30,40,80,20,60,0,15,15,15,15,15,15,15,1,4,2,3,1,0,0,0,0,1,1,1
2,1,118,11,8,13,200,200,15251,100,30,20,50,60,40,70,30,0,15,15,15,15,15,15,15,3,4,1,2,1,0,0,0,0,1,1,1
2,1,118,12,8,18,200,200,11326,50,50,50,50,31,30,70,69,0,15,15,15,15,15,15,15,3,2,4,1,1,0,0,0,0,1,1,1
2,1,118,13,8,16,200,200,16318,50,50,50,50,25,50,100,25,15,0,15,15,15,15,15,15,4,1,2,3,1,0,0,0,1,0,1,1
2,1,118,14,8,17,200,200,11138,50,50,50,50,80,39,1,80,0,15,15,0,15,15,15,15,2,3,1,4,1,0,0,0,0,1,1,0
2,1,118,15,8,17,200,200,13244,50,50,50,50,80,39,80,1,15,15,15,15,15,15,15,15,1,2,3,4,1,0,0,0,1,1,1,1
2,1,118,16,8,14,200,200,11794,50,50,50,50,50,50,50,50,0,15,0,15,15,15,15,15,3,4,2,1,1,0,0,0,0,1,0,1
2,1,118,17,8,16,200,200,8580,50,50,50,50,30,60,40,70,15,0,15,0,15,15,15,15,4,1,2,3,1,0,0,0,1,0,1,0
2,1,118,18,8,18,200,200,8471,50,50,50,50,40,30,70,60,0,0,0,0,15,15,15,15,4,1,3,2,1,0,0,0,0,0,0,0
2,1,118,19,8,13,200,200,9625,50,50,50,50,2,66,66,66,15,15,0,0,15,15,15,15,3,4,1,2,1,0,0,0,1,1,0,0
2,1,118,20,8,14,200,200,10951,2,66,66,66,199.7,0.1,0.1,0.1,0,15,15,15,15,15,15,15,2,4,1,3,1,0,0,0,0,1,1,1
2,1,119,1,9,22,200,200,17082,55,45,55,45,10,50,100,40,15,0,15,0,15,15,15,15,4,3,2,1,1,0,0,0,1,0,1,0
2,1,119,2,9,20,200,200,17392,45,45,55,55,100,25,50,25,15,15,0,15,15,15,15,15,3,1,4,2,1,0,0,0,1,1,0,1
2,1,119,3,9,15,200,200,15068,45,55,45,55,95,60,19,26,15,15,15,15,15,15,15,15,3,4,1,2,1,0,0,0,1,1,1,1
2,1,119,4,9,20,200,200,12604,55,45,45,55,75,50,50,25,15,0,15,15,15,15,15,15,1,3,4,2,1,0,0,0,1,0,1,1
2,1,119,5,9,22,200,200,39077,54.5,45.5,45.5,54.5,50,100,10,40,0,0,15,0,15,15,15,15,4,3,1,2,1,0,0,0,0,0,1,0
2,1,119,6,9,15,200,200,11122,55,45,45,55,75,45,55,25,15,15,0,0,15,15,15,15,2,4,3,1,1,0,0,0,1,1,0,0
2,1,119,7,9,17,200,200,9406,55,45,45,55,30,50,60,60,0,15,15,0,15,15,15,15,3,1,2,4,1,0,0,0,0,1,1,0
2,1,119,8,9,18,200,200,33899,60,45,60,35,150,20,10,20,0,15,15,15,15,15,15,15,1,4,3,2,1,0,0,0,0,1,1,1
2,1,119,9,9,21,200,200,7254,50,50,50,50,40,50,60,50,0,0,0,15,15,15,15,15,2,4,3,1,1,0,0,0,0,0,0,1
2,1,119,10,9,22,200,200,8876,45,45,55,55,100,40,10,50,0,0,15,15,15,15,15,15,2,3,1,4,1,0,0,0,0,0,1,1
2,1,119,11,9,20,200,200,11918,45,55,45,55,95,5,70,30,0,15,0,15,15,15,15,15,4,3,2,1,1,0,0,0,0,1,0,1
2,1,119,12,9,12,200,200,7519,55,55,45,45,50,50,50,50,0,15,0,15,15,15,15,15,2,3,1,4,1,0,0,0,0,1,0,1
2,1,119,13,9,15,200,200,11092,45,55,45,55,85,15,65,35,15,15,15,15,15,15,15,15,1,2,3,4,1,0,0,0,1,1,1,1
2,1,119,14,9,18,200,200,9594,45,55,55,45,100,50,50,0,0,15,15,15,15,15,15,15,3,4,2,1,1,0,0,0,0,1,1,1
2,1,119,15,9,16,200,200,13182,55,45,55,45,80,20,40,60,0,0,0,0,15,15,15,15,1,4,3,2,1,0,0,0,0,0,0,0
2,1,119,16,9,13,200,200,17324,45,55,45,55,110,30,30,30,0,0,15,0,15,15,15,15,4,3,2,1,1,0,0,0,0,0,1,0
2,1,119,17,9,12,200,200,17729,55,55,45,45,50,50,50,50,0,0,15,0,15,15,15,15,4,2,3,1,1,0,0,0,0,0,1,0
2,1,119,18,9,22,200,200,38095,60,55,45,40,100,40,10,50,0,0,15,15,15,15,15,15,1,2,4,3,1,0,0,0,0,0,1,1
2,1,119,19,9,18,200,200,9360,45,55,55,45,60,40,30,70,15,0,15,15,15,15,15,15,1,2,4,3,1,0,0,0,1,0,1,1
2,1,119,20,9,17,200,200,15631,45,55,45,55,20,80,40,60,15,15,15,0,15,15,15,15,2,1,4,3,1,0,0,0,1,1,1,0
2,1,1110,1,10,16,200,200,65552,0,75,75,50,24.5,100.5,50,25,0,15,0,0,15,15,15,15,2,4,1,3,1,0,0,0,0,1,0,0
2,1,1110,2,10,13,200,200,43844,69,60,1,70,50,50,50,50,15,15,0,0,15,15,15,15,2,4,3,1,1,0,0,0,1,1,0,0
2,1,1110,3,10,13,200,200,31992,60,69.9,0.1,70,66,2,66,66,0,15,0,15,15,15,15,15,2,3,1,4,1,0,0,0,0,1,0,1
