_indiv,_obs,_obsind,_session,altruism,couts_money_burning,discrim_society_bis,effort,employer,envy,highcost,highcostworker,highwage,lowcost,samegroupemployer,samegrouprank,samegroupworker,treatment_RankHet,treatment_RankHom,treatment_het,treatment_hom,treatment_rand,treatment_rank,unemployed,wage,wageingroupemployer,wageother_above,wageother_below,wageother_same,worker
1,1.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
1,2.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
1,3.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
1,4.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
1,5.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
1,6.0,1.0,1,0.275,2.0,2.0,1.0,0,0.6111111,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
1,7.0,1.0,1,0.275,2.0,0.0,3.0,0,0.6111111,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
1,8.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
1,9.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
1,10.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
1,11.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
1,12.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
1,13.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
1,14.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
1,15.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
1,16.0,1.0,1,0.275,2.0,0.0,1.0,0,0.6111111,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
2,1.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
2,2.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
2,3.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
2,4.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
2,5.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
2,6.0,1.0,1,0.025,2.0,2.0,1.0,0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
2,7.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
2,8.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
2,9.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
2,10.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
2,11.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
2,12.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
2,13.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
2,14.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
2,15.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
2,16.0,1.0,1,0.025,2.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
3,1.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
3,2.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
3,3.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
3,4.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
3,5.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
3,6.0,1.0,1,0.0,2.0,2.0,1.0,0,0.02631579,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
3,7.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
3,8.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
3,9.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
3,10.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
3,11.0,1.0,1,0.0,2.0,0.0,2.0,0,0.02631579,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
3,12.0,1.0,1,0.0,2.0,0.0,2.0,0,0.02631579,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
3,13.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
3,14.0,1.0,1,0.0,2.0,0.0,1.0,0,0.02631579,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
3,15.0,1.0,1,0.0,2.0,0.0,2.0,0,0.02631579,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
3,16.0,1.0,1,0.0,2.0,0.0,2.0,0,0.02631579,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
4,1.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
4,2.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
4,3.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
4,4.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
4,5.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
4,6.0,1.0,1,0.025,2.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
4,7.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
4,8.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
4,9.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
4,10.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
4,11.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
4,12.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
4,13.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
4,14.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
4,15.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
4,16.0,1.0,1,0.025,2.0,0.0,1.0,0,0.4090909,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
5,1.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,2.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,3.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,4.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,5.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,6.0,1.0,1,0.525,1.0,2.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
5,7.0,1.0,1,0.525,1.0,0.0,0.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,1.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,2.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,3.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,4.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,5.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,6.0,1.0,1,0.275,1.0,2.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
6,7.0,1.0,1,0.275,1.0,0.0,0.0,0,1.5,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
7,1.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
7,2.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
7,3.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
7,4.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
7,5.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
7,6.0,1.0,1,0.0,2.0,2.0,0.0,1,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,1.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,2.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,3.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,4.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,5.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
8,6.0,1.0,1,0.0,7.0,2.0,0.0,1,0.02631579,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,0
9,1.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
9,2.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
9,3.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
9,4.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
9,5.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
9,6.0,2.0,1,0.025,0.0,2.0,0.0,1,4.5,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,0
10,1.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,2.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,3.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,4.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,5.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,6.0,2.0,1,0.525,0.0,2.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
10,7.0,2.0,1,0.525,0.0,0.0,0.0,0,4.5,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,1,,0.0,0.0,0.0,1.0,0
11,1.0,2.0,1,0.675,0.0,2.0,3.0,0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
11,2.0,2.0,1,0.675,0.0,2.0,3.0,0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
11,3.0,2.0,1,0.675,0.0,2.0,3.0,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
11,4.0,2.0,1,0.675,0.0,2.0,4.0,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
11,5.0,2.0,1,0.675,0.0,2.0,4.0,0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
11,6.0,2.0,1,0.675,0.0,2.0,3.0,0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
11,7.0,2.0,1,0.675,0.0,0.0,3.0,0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
11,8.0,2.0,1,0.675,0.0,0.0,4.0,0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
11,9.0,2.0,1,0.675,0.0,0.0,2.0,0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
11,10.0,2.0,1,0.675,0.0,0.0,2.0,0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
11,11.0,2.0,1,0.675,0.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
11,12.0,2.0,1,0.675,0.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
11,13.0,2.0,1,0.675,0.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
11,14.0,2.0,1,0.675,0.0,0.0,1.0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
11,15.0,2.0,1,0.675,0.0,0.0,2.0,0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
11,16.0,2.0,1,0.675,0.0,0.0,1.0,0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
12,1.0,2.0,1,0.125,0.0,2.0,2.0,0,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
12,2.0,2.0,1,0.125,0.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
12,3.0,2.0,1,0.125,0.0,2.0,3.0,0,0.4090909,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
12,4.0,2.0,1,0.125,0.0,2.0,3.0,0,0.4090909,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
12,5.0,2.0,1,0.125,0.0,2.0,2.0,0,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
12,6.0,2.0,1,0.125,0.0,2.0,1.0,0,0.4090909,0.0,,0.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
12,7.0,2.0,1,0.125,0.0,0.0,3.0,0,0.4090909,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,1.0,0.0,1
12,8.0,2.0,1,0.125,0.0,0.0,3.0,0,0.4090909,0.0,,1.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,32.0,0.0,0.0,0.0,1.0,1
12,9.0,2.0,1,0.125,0.0,0.0,2.0,0,0.4090909,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
12,10.0,2.0,1,0.125,0.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
12,11.0,2.0,1,0.125,0.0,0.0,3.0,0,0.4090909,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,1.0,0.0,1
12,12.0,2.0,1,0.125,0.0,0.0,3.0,0,0.4090909,0.0,,1.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,32.0,1.0,0.0,0.0,1.0,1
12,13.0,2.0,1,0.125,0.0,0.0,2.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,0.0,0.0,1.0,1
12,14.0,2.0,1,0.125,0.0,0.0,1.0,0,0.4090909,0.0,,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0,16.0,0.0,1.0,0.0,0.0,1
