_indiv,_obsind,_session,highcostrank,rank,samegrouprank,treatment_RankHet,treatment_RankHom
131,17.0,6,0.0,2.0,0.0,1,0
131,17.0,6,1.0,3.0,1.0,1,0
131,17.0,6,0.0,4.0,0.0,1,0
131,17.0,6,1.0,5.0,1.0,1,0
131,17.0,6,1.0,6.0,0.0,1,0
131,17.0,6,1.0,7.0,0.0,1,0
132,17.0,6,0.0,1.0,1.0,1,0
132,17.0,6,0.0,2.0,1.0,1,0
132,17.0,6,1.0,3.0,1.0,1,0
132,17.0,6,0.0,4.0,0.0,1,0
132,17.0,6,0.0,5.0,0.0,1,0
132,17.0,6,1.0,6.0,0.0,1,0
132,17.0,6,1.0,7.0,0.0,1,0
133,17.0,6,1.0,1.0,1.0,1,0
133,17.0,6,0.0,2.0,1.0,1,0
133,17.0,6,0.0,3.0,1.0,1,0
133,17.0,6,1.0,4.0,0.0,1,0
133,17.0,6,0.0,5.0,0.0,1,0
133,17.0,6,1.0,6.0,0.0,1,0
133,17.0,6,0.0,7.0,0.0,1,0
134,17.0,6,0.0,1.0,1.0,1,0
134,17.0,6,0.0,2.0,0.0,1,0
134,17.0,6,1.0,3.0,1.0,1,0
134,17.0,6,0.0,4.0,0.0,1,0
134,17.0,6,1.0,5.0,1.0,1,0
134,17.0,6,1.0,6.0,0.0,1,0
134,17.0,6,1.0,7.0,0.0,1,0
135,17.0,6,0.0,1.0,1.0,1,0
135,17.0,6,0.0,2.0,0.0,1,0
135,17.0,6,0.0,3.0,0.0,1,0
135,17.0,6,1.0,4.0,1.0,1,0
135,17.0,6,1.0,5.0,1.0,1,0
135,17.0,6,1.0,6.0,0.0,1,0
135,17.0,6,1.0,7.0,0.0,1,0
136,17.0,6,1.0,1.0,1.0,1,0
136,17.0,6,1.0,2.0,0.0,1,0
136,17.0,6,1.0,3.0,0.0,1,0
136,17.0,6,0.0,4.0,1.0,1,0
136,17.0,6,0.0,5.0,0.0,1,0
136,17.0,6,0.0,6.0,0.0,1,0
136,17.0,6,0.0,7.0,1.0,1,0
137,18.0,6,0.0,1.0,0.0,1,0
137,18.0,6,0.0,2.0,0.0,1,0
137,18.0,6,1.0,3.0,0.0,1,0
137,18.0,6,1.0,4.0,0.0,1,0
137,18.0,6,0.0,5.0,1.0,1,0
137,18.0,6,1.0,6.0,1.0,1,0
137,18.0,6,1.0,7.0,1.0,1,0
138,18.0,6,1.0,1.0,1.0,1,0
138,18.0,6,0.0,2.0,1.0,1,0
138,18.0,6,0.0,3.0,0.0,1,0
138,18.0,6,0.0,4.0,1.0,1,0
138,18.0,6,0.0,5.0,0.0,1,0
138,18.0,6,1.0,6.0,0.0,1,0
138,18.0,6,1.0,7.0,0.0,1,0
139,18.0,6,0.0,1.0,1.0,1,0
139,18.0,6,0.0,2.0,0.0,1,0
139,18.0,6,0.0,3.0,0.0,1,0
139,18.0,6,1.0,4.0,1.0,1,0
139,18.0,6,1.0,5.0,1.0,1,0
139,18.0,6,1.0,6.0,0.0,1,0
139,18.0,6,1.0,7.0,0.0,1,0
140,18.0,6,0.0,1.0,1.0,1,0
140,18.0,6,0.0,2.0,1.0,1,0
140,18.0,6,0.0,3.0,0.0,1,0
140,18.0,6,0.0,4.0,0.0,1,0
140,18.0,6,1.0,5.0,1.0,1,0
140,18.0,6,1.0,6.0,0.0,1,0
140,18.0,6,1.0,7.0,0.0,1,0
141,18.0,6,0.0,1.0,1.0,1,0
141,18.0,6,0.0,2.0,1.0,1,0
141,18.0,6,0.0,3.0,0.0,1,0
141,18.0,6,0.0,4.0,0.0,1,0
141,18.0,6,1.0,5.0,1.0,1,0
141,18.0,6,1.0,6.0,0.0,1,0
141,18.0,6,1.0,7.0,0.0,1,0
142,18.0,6,0.0,1.0,1.0,1,0
142,18.0,6,0.0,2.0,1.0,1,0
142,18.0,6,0.0,3.0,0.0,1,0
142,18.0,6,0.0,4.0,0.0,1,0
142,18.0,6,1.0,5.0,1.0,1,0
142,18.0,6,1.0,6.0,0.0,1,0
142,18.0,6,1.0,7.0,0.0,1,0
143,18.0,6,0.0,1.0,1.0,1,0
143,18.0,6,0.0,2.0,0.0,1,0
143,18.0,6,0.0,3.0,0.0,1,0
143,18.0,6,1.0,4.0,1.0,1,0
143,18.0,6,1.0,5.0,1.0,1,0
143,18.0,6,1.0,6.0,0.0,1,0
143,18.0,6,1.0,7.0,0.0,1,0
144,18.0,6,1.0,1.0,1.0,1,0
144,18.0,6,1.0,2.0,1.0,1,0
144,18.0,6,0.0,3.0,1.0,1,0
144,18.0,6,1.0,4.0,0.0,1,0
144,18.0,6,1.0,5.0,0.0,1,0
144,18.0,6,0.0,6.0,0.0,1,0
144,18.0,6,0.0,7.0,0.0,1,0
