ID,Treatment,Robber,Female,Age,Econ,RobbersChoice,DecisionTime,DGSent,UGSent,UGMTA,TGSent,TGReturn,Donation,CharityValue,Expectation,SelectedRobber,PayoffBeforeRob,PayoffAfterRob
158,1,0,1,19,1,-1,0,4,4,3,3,.4581944,15,7,33.8,0,11.9,10.85
159,0,0,0,24,0,-1,0,3,5,4,5,.5,10,8,40.9,0,9.8,6.65
160,0,0,0,24,1,-1,0,5,4,5,2,.2372421,0,8,22.4,0,11.9,5.95
161,0,0,0,19,0,-1,0,5,5,3,4,.2568849,0,5,29,0,9.45,4.9
162,1,0,1,19,0,-1,0,4,5,5,3,.2053175,4,6,44.79,0,10.15,5.25
163,1,0,1,25,0,-1,0,5,5,3,10,.2397421,40,10,37.16,0,11.9,5.95
164,0,0,0,19,1,-1,0,6,4,4,4,.3100794,20,7,26.7,0,5.95,3.15
165,0,0,1,25,0,-1,0,5,5,5,3,0,0,3,15.45,0,8.4,4.2
166,0,0,0,25,1,-1,0,5,2,5,7,.5,50,10,30.2,0,4.2,3.85
167,0,0,0,33,0,-1,0,5,5,0,5,.5914484,0,10,17.2,0,9.45,4.9
168,1,0,1,21,0,-1,0,0,5,3,10,.5,0,3,50,0,14,7
169,0,0,0,24,1,-1,0,5,5,4,10,.2397421,0,3,31.35,0,10.5,9.45
170,0,0,1,24,0,-1,0,4,4,3,3,.2385516,10,7,15.15,0,12.6,6.3
171,0,0,0,20,0,-1,0,5,5,5,10,.2624405,0,8,35.45,0,12.25,6.3
172,1,0,0,23,1,-1,0,5,4,5,3,.2071627,5,8,40.9,0,9.45,4.9
173,1,0,0,19,0,-1,0,0,4,1,4,0,0,10,45.45,0,12.6,8.75
174,0,0,0,22,1,-1,0,10,6,1,10,.5,0,3,43.75,0,8.05,4.2
175,0,0,0,28,0,-1,0,0,5,4,0,.0929563,5,8,39.75,0,15.75,14.35
176,0,0,1,21,0,-1,0,5,5,4,4,.4674206,10,5,15.95,0,9.45,4.9
177,1,0,0,26,1,-1,0,5,5,4,4,.2397421,10,8,19.25,0,10.15,7
178,0,0,1,25,0,-1,0,0,5,1,0,0,0,8,40.9,0,16.1,8.05
179,1,0,0,25,1,-1,0,2,3,2,2,.1430159,5,10,47.22,0,10.85,7.35
180,0,0,1,18,0,-1,0,1,4,3,7,.1464484,5,10,38.05,0,9.8,9.1
181,0,0,0,20,1,-1,0,0,5,1,0,0,0,6,47.74,0,14.7,13.3
182,1,0,0,28,0,-1,0,5,5,4,10,.2397421,0,3,30.3,0,10.5,7.35
183,0,0,0,22,1,-1,0,0,5,4,0,.0985913,0,5,47.28,0,11.9,5.95
184,1,0,1,24,0,-1,0,3,5,4,2,.1964286,2,5,43.75,0,12.25,8.4
185,1,0,1,24,0,-1,0,4,5,4,10,.2397421,0,9,36.7,0,9.1,4.55
186,1,0,0,22,1,-1,0,2,2,4,2,.2228968,0,1,10.9,0,9.1,6.3
187,0,0,0,20,0,-1,0,0,3,1,0,.0885913,0,9,27,0,12.6,6.3
188,1,0,1,25,0,-1,0,3,4,1,5,.4493254,5,10,39.75,0,8.75,5.95
189,0,0,0,21,1,-1,0,2,5,5,5,.3585516,15,10,38.9,0,9.1,8.4
190,1,0,1,19,1,-1,0,0,5,2,3,0,10,3,46.6,0,18.55,12.6
191,0,0,1,27,0,-1,0,0,5,5,2,.102877,0,1,48.3,0,12.6,6.3
192,1,0,1,19,1,-1,0,3,4,4,3,.3316667,0,6,26.5,0,10.5,7.35
193,1,0,1,19,1,-1,0,0,4,3,4,.0870635,5,5,36.9,0,9.1,6.3
194,1,0,0,22,0,-1,0,3,3,3,10,.5,10,10,42.6,0,9.45,6.65
195,0,0,1,21,0,-1,0,4,5,1,3,.3298214,5,4,33.5,0,11.9,5.95
196,0,0,0,23,1,-1,0,6,5,9,4,.5296429,2,5,42.6,0,7.7,7
197,1,0,0,22,0,-1,0,3,5,3,3,.2264087,10,8,27.9,0,11.2,7.7
198,1,0,1,20,0,-1,0,0,3,3,0,.1069246,2,9,42.9,0,14.7,10.15
199,0,0,0,20,1,-1,0,2,4,4,10,.2126587,5,10,28.2,0,12.25,6.3
200,0,0,0,26,1,-1,0,5,5,5,10,.2298214,0,8,42.1,0,10.15,9.45
201,1,0,0,21,0,-1,0,4,5,4,3,.1482341,0,6,36.9,0,9.8,6.65
202,0,0,0,26,1,-1,0,0,5,5,10,.1771825,10,9,32.9,0,8.4,4.2
203,0,0,0,27,1,-1,0,0,3,2,0,.1771825,0,8,32.5,0,16.1,8.05
204,0,0,1,21,0,-1,0,3,4,2,4,.1871825,20,7,42.6,0,11.9,5.95
205,1,0,1,20,1,-1,0,5,5,3,3,.2334921,10,6,22.54,0,11.55,8.05
206,0,0,1,22,1,-1,0,3,4,1,6,.1792659,5,3,32.05,0,11.9,10.85
207,0,0,1,22,0,-1,0,4,5,5,4,.2334921,0,3,39.2,0,12.25,11.2
208,0,0,0,22,0,-1,0,0,4,3,0,0,0,7,45.45,0,9.1,4.55
209,0,0,1,19,1,-1,0,0,5,1,0,.5,0,6,47.74,0,11.2,7.7
210,0,0,0,19,1,-1,0,2,2,2,0,.1800397,2,6,9.47,0,11.9,10.85
211,0,0,1,21,0,-1,0,4,5,3,5,.1185913,10,5,44.16,0,8.75,4.55
212,1,0,1,30,1,-1,0,0,4,4,3,.0885913,0,3,44.6,0,12.25,8.4
213,0,0,1,22,1,-1,0,0,3,3,3,.2272421,5,6,8.45,0,10.85,5.6
214,1,0,0,24,1,-1,0,0,4,3,3,.2890476,1,5,50,0,9.8,6.65
215,1,0,1,22,0,-1,0,4,6,1,6,.1548214,50,10,35.8,0,9.1,6.3
216,1,0,0,20,0,-1,0,0,3,1,0,0,0,2,29.05,0,9.8,6.65
217,0,0,1,24,0,-1,0,0,5,5,5,.0827778,0,8,35.8,0,16.1,8.05
218,1,0,0,24,1,-1,0,0,5,1,0,0,0,1,36.9,0,15.75,10.85
219,1,0,0,22,1,-1,0,2,5,4,5,.0885913,5,5,34.7,0,14,9.45
220,1,0,0,23,0,-1,0,0,5,1,3,.1464484,5,3,40.9,0,10.85,9.8
221,0,0,1,22,0,-1,0,0,4,3,10,.1,0,6,32.92,0,5.95,3.15
222,1,0,0,60,0,-1,0,0,5,0,10,.2314087,1,10,35.9,0,15.4,10.5
223,0,0,1,24,0,-1,0,5,5,1,3,.3125,5,6,25.2,0,10.5,5.25
224,1,0,1,19,0,-1,0,5,5,2,4,.2524405,0,3,13.6,0,11.55,8.05
225,1,0,0,27,0,-1,0,1,5,5,3,0,3,8,42.6,0,12.95,8.75
226,0,0,0,25,1,-1,0,2,4,4,7,.2782143,20,7,40.9,0,11.9,10.85
227,1,0,1,21,0,-1,0,4,4,1,3,.1192857,10,9,16.1,0,8.75,5.95
228,0,0,1,27,0,-1,0,2,2,1,2,.5,0,10,45.45,0,9.1,4.55
229,1,0,1,25,0,-1,0,0,5,2,0,0,0,9,48.07,0,10.85,7.35
230,0,0,1,25,1,-1,0,1,3,1,8,0,0,5,42.6,0,12.25,6.3
231,1,0,1,26,1,-1,0,0,5,3,5,.296746,0,8,25.05,0,9.8,6.65
232,0,0,0,23,1,-1,0,0,5,1,10,.1292659,0,4,42.05,0,11.55,5.95
233,0,0,1,18,1,-1,0,1,6,5,2,.2096825,0,10,42.8,0,12.6,6.3
234,0,0,1,19,1,-1,0,0,5,1,5,0,50,8,48.07,0,10.5,7.35
235,0,0,1,19,1,-1,0,2,4,3,3,.1842064,10,5,45.45,0,10.15,7
236,0,0,1,20,0,-1,0,0,0,5,0,.0168056,0,4,42.6,0,10.85,5.6
237,0,0,1,24,0,-1,0,5,5,1,5,.4021825,25,5,33.85,0,12.25,6.3
238,1,0,1,21,0,-1,0,5,5,5,10,.2172421,0,8,32.9,0,10.5,7.35
239,1,0,0,21,0,-1,0,3,2,1,3,.4291667,3,7,48.92,0,7,4.9
240,1,0,1,23,0,-1,0,2,4,4,0,.0513095,0,7,47.9,0,11.2,7.7
241,0,0,1,21,0,-1,0,2,5,4,3,.2096825,5,6,31.8,0,10.5,9.45
242,0,0,0,21,1,-1,0,2,5,5,3,.3494643,2,5,22.95,0,9.8,4.9
243,1,0,1,22,1,-1,0,1,1,1,1,.1464484,0,10,14.6,0,13.65,9.45
244,0,0,0,22,1,-1,0,5,5,4,4,.2270437,0,8,35.97,0,8.05,5.6
245,0,0,0,18,1,-1,0,4,6,3,8,.3161905,5,4,20.9,0,10.85,5.6
246,0,0,0,20,1,-1,0,0,2,2,2,0,0,6,50,0,8.4,4.2
247,0,0,0,29,0,-1,0,0,5,0,10,0,0,7,37.5,0,9.1,4.55
248,0,0,0,25,1,-1,0,4,5,0,10,.5,5,3,32.6,0,9.45,8.75
249,1,0,0,20,1,-1,0,4,4,3,4,.3214881,12,10,45.45,0,11.55,8.05
250,1,0,0,20,1,-1,0,5,5,5,7,.2189087,0,10,14.3,0,9.8,9.1
251,0,0,1,19,1,-1,0,3,5,2,4,.1771825,25,10,38.65,0,8.05,4.2
252,0,0,0,24,0,-1,0,5,5,8,3,.1996825,20,10,15.75,0,7.7,3.85
253,1,0,0,24,1,-1,0,3,4,4,3,.2251587,0,10,42.6,0,12.6,8.75
254,0,0,1,24,0,-1,0,4,5,4,3,.198373,0,8,31.88,0,8.4,4.2
255,1,0,1,62,0,-1,0,3,3,1,3,.2224603,0,3,25.8,0,9.45,4.9
256,0,0,1,25,0,-1,0,0,5,5,0,0,0,10,47.28,0,10.5,5.25
257,0,0,1,24,0,-1,0,0,0,4,0,0,0,10,50,0,8.75,4.55
258,0,0,0,25,0,-1,0,0,5,5,10,.3,0,10,30.45,0,12.25,6.3
259,0,0,1,23,1,-1,0,0,5,2,3,.1585913,0,5,44.67,0,9.1,4.55
260,0,0,0,24,0,-1,0,2,3,4,3,0,0,4,43.2,0,9.45,8.75
261,0,0,1,23,0,-1,0,5,5,0,5,.5,10,7,12.94,0,7.7,3.85
262,1,0,1,20,0,-1,0,0,5,1,4,0,0,1,43.45,0,12.6,8.75
263,1,0,0,19,1,-1,0,3,4,2,7,.0885913,0,4,38.1,0,10.15,5.25
264,0,0,1,21,0,-1,0,3,5,4,3,.2378175,3,9,7.91,0,9.1,4.55
265,0,0,0,26,1,-1,0,0,2,1,5,0,0,5,27.9,0,11.55,10.5
266,0,0,0,23,0,-1,0,3,4,4,3,.2571032,0,3,46.3,0,12.95,6.65
267,1,0,1,22,1,-1,0,0,5,5,4,.2171825,0,5,43.8,0,9.45,6.65
268,1,0,1,20,1,-1,0,0,5,5,0,0,5,10,22.9,0,17.85,12.25
269,0,0,0,25,0,-1,0,0,4,4,10,0,0,10,34.75,0,12.25,6.3
270,1,0,1,23,1,-1,0,4,4,4,3,.1871032,10,8,20.25,0,12.6,11.55
271,0,0,0,18,0,-1,0,1,5,5,3,.1856548,0,10,43.8,0,10.5,9.45
272,1,0,1,24,0,-1,0,3,5,6,2,.3484325,50,8,38.1,0,10.5,5.25
273,0,0,0,24,0,-1,0,0,4,4,0,0,0,7,35.47,0,13.65,7
274,0,0,1,18,1,-1,0,0,4,4,3,.0985913,1,2,33.5,0,11.2,7.7
275,0,0,0,27,1,-1,0,0,4,3,4,0,0,6,30.2,0,12.25,6.3
276,0,0,1,21,0,-1,0,3,4,1,3,.1771825,25,8,12.6,0,10.85,5.6
277,0,0,1,23,1,-1,0,3,4,3,2,.4014087,0,3,29.85,0,11.2,5.6
278,1,0,0,26,0,-1,0,0,4,3,0,0,0,7,41.5,0,12.6,8.75
279,0,0,0,19,1,-1,0,0,5,1,5,.2096825,3,4,18.4,0,10.5,5.25
280,1,0,0,25,1,-1,0,5,5,3,3,.2397421,10,7,18.75,0,9.45,6.65
281,0,0,0,22,1,-1,0,0,5,4,5,.3071627,0,4,21.6,0,11.2,5.6
282,0,0,0,24,1,-1,0,0,3,4,10,.5,0,5,45.45,0,8.05,4.2
283,1,0,0,19,1,-1,0,5,5,0,3,.5,0,2,36.89,0,11.2,7.7
284,0,0,1,23,0,-1,0,0,2,1,2,.1887302,0,6,46.6,0,9.45,4.9
285,0,0,0,21,0,-1,0,0,3,1,0,0,0,9,24.9,0,15.4,7.7
286,1,0,1,27,1,-1,0,0,5,1,3,.2272421,10,4,9.45,0,12.95,8.75
287,0,0,1,21,0,-1,0,5,4,3,6,.2024603,10,8,24.05,0,10.15,5.25
288,0,0,1,19,0,-1,0,4,5,4,3,.3566667,25,5,37.25,0,8.4,4.2
289,1,0,0,19,0,-1,0,3,5,4,10,.0885913,0,3,36.7,0,12.6,8.75
290,0,0,1,24,0,-1,0,1,4,1,3,.120873,3,10,43.75,0,12.6,6.3
291,0,0,1,22,0,-1,0,0,0,0,0,0,0,8,50,0,10.15,9.45
292,0,0,0,24,1,-1,0,0,4,5,6,.0885913,0,5,36.4,0,14,12.6
293,1,0,0,26,1,-1,0,3,5,4,10,.2722421,5,5,29.5,0,9.45,6.65
294,1,0,1,22,0,-1,0,3,4,5,4,.3290476,5,7,15.91,0,10.85,7.35
295,0,0,0,20,1,-1,0,2,2,1,4,.1996825,5,7,46.42,0,10.5,7.35
296,0,0,0,29,1,-1,0,0,5,4,0,.1140675,0,10,17.9,0,9.8,4.9
297,0,0,0,22,1,-1,0,2,4,4,4,.5,0,8,35.8,0,11.55,5.95
298,0,0,1,18,1,-1,0,0,4,1,3,0,0,8,48.07,0,10.15,9.45
299,0,0,1,20,0,-1,0,5,5,4,4,.5,10,7,18.4,0,9.45,6.65
300,0,0,1,21,0,-1,0,5,5,6,3,.2524405,5,3,40.9,0,11.2,5.6
301,0,0,0,23,1,-1,0,0,5,0,10,0,1,10,3.65,0,17.15,8.75
302,1,0,0,25,0,-1,0,4,4,1,10,.2096825,0,5,43.8,0,6.65,4.55
303,1,0,0,26,1,-1,0,0,4,4,0,0,0,5,40.9,0,19.25,12.95
304,1,0,1,21,1,-1,0,0,4,3,0,.2740476,0,6,48.3,0,10.85,5.6
305,0,0,1,27,0,-1,0,2,5,4,8,.2154365,0,2,17.9,0,8.4,4.2
306,0,0,0,22,1,-1,0,2,4,3,3,.0325,0,10,27.8,0,17.15,8.75
307,0,0,1,23,0,-1,0,0,5,4,0,.112619,10,10,48.59,0,13.65,12.6
308,1,0,0,23,1,-1,0,5,5,9,10,.5,0,8,26.2,0,11.2,7.7
309,1,0,1,23,1,-1,0,0,5,5,4,.1025595,0,3,45.45,0,10.5,7.35
310,0,0,1,20,1,-1,0,4,4,4,6,.4041667,5,3,35.8,0,9.1,4.55
311,1,0,0,24,1,-1,0,0,4,3,0,0,5,7,8.8,0,13.65,7
312,0,0,1,23,0,-1,0,3,4,1,3,.241627,20,10,26.15,0,7.7,3.85
313,1,0,0,24,0,-1,0,5,5,5,5,.1636508,0,2,50,0,9.45,6.65
314,0,0,0,30,0,-1,0,0,4,1,10,.2627183,0,10,48.92,0,8.4,4.2
315,0,0,1,22,0,-1,0,0,3,5,6,.0936508,10,7,46.6,0,8.4,7.7
316,1,0,1,22,0,-1,0,3,4,3,4,.2638492,7,10,26.05,0,9.1,4.55
317,1,0,1,22,0,-1,0,0,5,5,3,.0885913,2,8,36.9,0,10.5,7.35
318,0,0,1,21,1,-1,0,2,4,4,2,.1940675,5,5,31.25,0,12.6,8.75
319,1,0,1,23,0,-1,0,5,5,1,5,.5,5,5,31.5,0,9.45,6.65
320,1,0,0,21,0,-1,0,5,5,4,6,.2397421,33,3,45.35,0,12.95,11.9
321,0,1,0,23,0,0,12.527,5,5,4,10,.2072421,30,6,19.75,0,7.7,7.7
322,0,1,0,26,1,0,32.979,5,5,4,3,.2624405,20,10,13.45,0,9.8,9.8
323,0,1,1,18,0,0,46.581,5,5,4,10,.2285714,5,6,9.8,0,10.15,10.15
324,1,1,1,25,0,0,30.248,0,5,1,5,0,0,2,17.3,0,11.55,11.55
325,0,1,0,27,0,0,76.206,10,5,5,10,.5,10,4,23.25,0,7,7
326,1,1,1,34,0,0,13.151,5,5,1,5,.0964484,10,5,16.15,0,14,14
327,0,1,0,18,1,0,15.366,5,5,0,10,.2334921,0,8,17.4,0,11.9,11.9
328,1,1,1,23,1,10,86.206,3,5,2,3,.4197817,20,9,17.26,0,10.5,10.5
329,1,1,1,33,0,10,25.803,4,5,2,3,.1857937,5,9,17.25,0,10.85,10.85
330,1,1,1,24,0,10,61.558,5,5,5,10,.2624405,10,7,26.4,0,9.45,9.45
331,1,1,1,22,0,10,22.168,4,6,4,4,.3666667,25,2,45.45,0,9.8,9.8
332,1,1,0,22,0,10,89.264,5,5,1,10,.2468849,0,9,33.5,0,12.6,12.6
333,0,1,1,21,0,10,34.023,4,5,2,2,.0992857,20,10,33.5,0,11.9,11.9
334,0,1,1,19,0,10,9.797,5,5,7,3,.2335913,3,3,37.6,0,10.5,10.5
335,0,1,0,18,1,10,17.222,4,5,1,10,.5,0,3,17.75,0,9.45,9.45
336,1,1,0,35,0,10,24.57,4,5,2,3,.2053175,2,3,13.1,0,10.85,10.85
337,0,1,1,19,0,10,14.134,3,1,3,4,.2657341,0,2,37.5,0,7.35,7.35
338,1,1,0,19,1,10,32.229,3,5,5,0,.1834325,1,5,25.08,0,12.25,12.25
339,1,1,1,24,0,10,15.522,5,5,4,5,.5,2,5,18.1,0,9.1,9.1
340,0,1,0,33,0,10,62.806,5,5,5,5,.2553174,0,3,17.25,0,8.75,8.75
341,0,1,0,25,0,10,26.504,3,5,1,5,.25,0,5,21.9,0,11.55,11.55
342,1,1,0,21,0,10,26.645,5,4,3,7,.3002183,0,10,27.05,0,10.15,10.15
343,0,1,0,25,0,10,58.392,5,4,4,3,.1921825,5,4,24.55,0,8.05,8.05
344,0,1,1,22,0,10,14.399,3,4,4,3,.2096825,10,10,28.15,0,11.9,11.9
345,0,1,0,19,1,10,26.599,2,5,4,6,.3858333,10,8,30.7,0,9.8,9.8
346,0,1,1,26,1,10,18.455,3,4,3,4,.2559921,1,10,14.95,0,7.7,7.7
347,0,1,1,19,0,10,42.323,3,5,1,3,.3494643,5,2,31.5,0,10.85,10.85
348,1,1,0,18,1,10,22.495,5,5,2,8,.3791667,10,8,14.75,0,7.35,7.35
349,1,1,0,22,0,10,46.707,3,4,4,6,.2397421,10,7,19.05,0,11.55,11.55
350,1,1,1,22,1,10,25.865,3,4,4,4,.206131,5,10,17.6,0,10.5,10.5
351,1,1,1,21,0,10,30.919,5,5,4,10,.2524405,10,6,15.4,0,9.45,9.45
352,0,1,0,26,0,10,33.696,5,5,0,10,.5,0,1,21.55,0,10.5,10.5
353,0,1,1,20,1,10,31.933,3,5,4,3,.1375992,0,3,25.5,0,9.8,9.8
354,1,1,1,20,1,10,45.583,0,5,4,3,.1771825,0,5,32.4,0,11.2,11.2
355,0,1,1,28,0,10,41.325,5,5,5,3,.2502182,10,6,42.6,0,8.05,8.05
356,1,1,1,18,0,10,44.6,2,4,3,3,.2196032,8,9,18.75,0,8.75,8.75
357,1,1,1,21,0,10,50.544,5,6,1,10,.5,5,10,17.55,0,8.75,8.75
358,0,1,1,25,0,10,29.703,2,4,4,4,.3216667,30,10,45.45,0,12.6,12.6
359,0,1,1,29,0,10,29.484,5,5,4,3,.2209921,5,5,42,0,10.5,10.5
360,0,1,1,28,0,10,23.463,5,5,0,5,.5,10,5,34.6,1,11.2,29.4
361,1,1,1,18,1,10,47.284,3,4,4,3,.5418651,1,5,18.26,0,11.2,11.2
362,1,1,0,24,0,10,40.046,0,4,1,0,.0767857,0,3,23.9,0,16.1,16.1
363,1,1,1,22,0,10,53.134,5,5,1,3,.2524405,20,9,33.5,0,10.5,10.5
364,1,1,1,21,0,10,76.019,3,5,4,4,.1996825,5,7,23.85,0,12.6,12.6
365,0,1,0,28,0,10,34.414,0,5,4,3,.5,0,1,43.75,0,12.95,12.95
366,0,1,0,26,0,10,56.472,2,4,4,4,.1996825,10,7,20.9,0,9.8,9.8
367,0,1,0,30,1,10,25.256,5,5,3,10,.295,2,7,18.75,0,14,14
368,0,1,0,22,1,10,24.399,3,4,4,4,.3587698,5,6,21.4,0,11.55,11.55
369,0,1,0,31,1,10,107.032,0,5,2,0,.2768452,0,8,21.95,0,13.3,13.3
370,0,1,1,27,0,10,55.505,5,6,4,5,.4802183,30,4,37.55,1,8.4,26.25
371,1,1,0,26,1,10,15.663,4,4,0,4,.2686905,5,8,33.4,0,8.75,8.75
372,1,1,0,29,1,10,101.4,5,5,4,10,.1926587,5,8,14.3,0,14.35,14.35
373,1,1,1,19,0,10,48.563,5,5,1,4,.5,40,8,23.9,1,9.1,27.65
374,1,1,0,25,1,10,70.668,5,5,5,10,.2105754,0,6,40.24,0,9.8,9.8
375,1,1,0,19,1,33,16.271,2,4,4,4,.2846627,5,3,40.5,0,8.75,8.75
376,1,1,1,19,0,33,27.612,2,6,4,4,.2571032,0,7,30.2,0,9.8,9.8
377,0,1,0,23,1,33,49.031,4,6,4,4,.2571032,5,8,19.25,0,9.1,9.1
378,1,1,1,28,1,33,80.918,2,4,1,4,.2450992,5,4,39.2,0,8.75,8.75
379,1,1,1,18,1,33,68.828,4,5,4,1,.173373,0,3,38.35,0,12.6,12.6
380,1,1,1,25,0,33,44.46,0,4,4,1,.0428373,0,2,31.8,0,14.35,14.35
381,0,1,0,27,0,33,28.954,5,5,4,4,.2307143,10,8,26,0,12.6,12.6
382,1,1,0,19,1,33,63.742,4,4,5,3,.5,15,9,27.1,1,7.35,69.3
383,0,1,1,23,1,33,64.6,5,4,3,4,.2397421,15,10,23.5,0,9.1,9.1
384,1,1,0,22,1,33,21.31,2,4,2,6,.2089881,0,7,42.6,0,8.75,8.75
385,0,1,1,28,0,33,65.972,4,4,4,3,.2004365,1,10,38.49,0,11.9,11.9
386,0,1,0,30,0,33,19.469,0,5,4,3,.140873,0,4,15.4,0,11.55,11.55
387,1,1,1,19,1,33,55.396,0,3,5,2,.0662302,0,3,19.55,0,12.6,12.6
388,0,1,0,28,1,33,7.878,3,4,4,8,.245,10,8,33.5,0,11.9,11.9
389,1,1,1,19,1,33,23.306,8,7,7,5,.8261309,60,8,42.6,0,6.65,6.65
390,0,1,0,27,0,33,58.344,4,4,3,3,.2441071,0,8,23.7,0,10.85,10.85
391,1,1,0,24,1,33,21.746,0,5,4,3,.2180159,10,7,30.05,0,14,14
392,1,1,1,29,0,33,56.005,3,5,1,3,.2482937,5,9,35.8,0,10.5,10.5
393,1,1,1,26,0,33,20.966,1,4,3,4,.25,0,4,26.8,0,12.6,12.6
394,1,1,0,31,0,33,53.446,0,5,5,2,.3585516,0,10,21.2,1,11.9,66.15
395,0,1,1,22,0,33,60.654,5,5,7,6,.2397421,20,7,21.2,0,8.75,8.75
396,1,1,0,18,1,33,38.844,4,4,5,5,.328631,15,8,35.8,0,9.8,9.8
397,1,1,0,23,1,33,42.619,3,4,3,5,.2334921,0,7,35.55,0,11.9,11.9
398,0,1,0,23,0,33,37.253,2,3,3,5,.2571032,0,2,27.85,0,12.6,12.6
399,1,1,1,21,0,33,43.322,5,5,3,5,.1871032,5,7,25,0,10.85,10.85
400,1,1,1,23,0,33,25.475,4,5,4,10,.3375,0,5,26.7,0,5.95,5.95
401,1,1,0,20,1,33,55.349,5,5,5,0,.2397421,5,5,43.2,0,10.85,10.85
402,1,1,1,19,1,33,45.1,0,5,5,1,.0547817,10,8,18.4,0,11.55,11.55
403,1,1,0,27,1,33,73.913,0,4,3,1,.1871825,0,1,45.46,0,12.6,12.6
404,1,1,1,28,1,33,61.044,4,5,5,2,.4025794,0,1,30.7,1,8.75,71.05
405,0,1,1,23,0,33,15.928,2,5,3,5,.3611508,3,5,45.45,0,10.85,10.85
406,0,1,1,23,0,33,46.816,2,3,5,3,.0885913,0,10,36.78,0,14.7,14.7
407,1,1,0,21,1,33,31.887,3,3,0,5,.2024008,8,7,29.1,1,12.25,71.75
408,1,1,1,20,0,33,38.86,5,5,0,3,.1871825,0,3,27.35,0,9.1,9.1
409,1,1,1,22,1,33,32.916,1,5,0,3,.2789881,10,9,32.95,0,11.2,11.2
410,1,1,0,18,1,33,32.744,3,4,0,8,.35,10,7,30.5,0,8.4,8.4
411,0,1,1,24,0,33,67.611,2,5,4,4,.2053175,5,8,40.3,0,12.25,12.25
412,1,1,1,24,1,33,12.527,4,5,1,3,.3294048,20,8,35.8,0,11.9,11.9
413,0,1,0,25,0,33,21.279,0,4,2,0,0,2,10,35.06,0,13.3,13.3
414,0,1,1,23,0,33,44.99,2,4,1,2,.2178968,1,8,45.45,1,9.8,68.6
415,0,1,1,20,0,33,16.833,2,5,1,5,.0985913,0,4,23.9,0,8.05,8.05
416,1,1,1,27,0,33,25.865,0,0,5,0,.3321032,5,1,32.4,0,8.75,8.75
417,0,1,1,27,0,33,43.555,2,5,5,3,.2314087,0,4,31.25,0,8.75,8.75
418,0,1,0,22,1,33,23.447,0,4,3,3,.2972421,0,3,23.85,0,11.2,11.2
419,1,1,1,19,0,33,89.186,3,4,4,3,.3131349,3,7,42.2,0,11.55,11.55
420,1,1,1,20,1,33,28.283,2,5,1,2,.1037302,5,1,36.9,0,10.15,10.15
421,0,1,1,20,0,33,37.799,2,5,4,4,.2124603,7,8,22.35,0,10.5,10.5
422,1,1,1,22,0,33,12.699,0,5,1,5,.5,20,4,36.9,0,12.25,12.25
423,1,1,1,26,0,33,42.385,3,4,3,3,.325,0,4,32.95,0,10.5,10.5
424,0,1,1,19,1,33,64.194,0,5,5,0,.0885913,0,9,42.6,0,10.85,10.85
425,1,1,0,21,1,33,8.939,4,4,4,2,.3502976,40,7,36.05,1,9.8,72.45
426,1,1,1,25,1,33,35.787,5,5,4,3,.2214087,5,10,31.8,0,8.75,8.75
427,0,1,0,25,1,33,63.118,4,6,2,3,.4502778,5,4,37.99,0,8.75,8.75
428,0,1,1,23,0,33,35.241,6,4,4,3,.2096032,5,9,26.2,0,13.3,13.3
429,0,1,1,23,0,33,20.405,4,5,5,5,.1969841,10,7,37.5,0,7.7,7.7
430,1,1,0,19,1,33,44.086,0,3,1,0,.3,0,7,33.35,0,12.25,12.25
431,1,1,1,21,1,33,33.462,5,5,5,5,.2553174,10,10,38.1,0,7.7,7.7
432,1,1,0,28,1,33,51.84,5,5,5,5,.2080754,5,7,40.9,0,10.85,10.85
433,0,1,1,21,0,33,18.252,4,5,5,4,.4666667,25,9,27.85,0,7.35,7.35
434,0,1,0,26,0,33,32.059,2,4,5,3,.0795635,0,5,40.7,0,10.5,10.5
435,0,1,1,25,0,33,16.583,0,0,5,2,.1678968,0,6,49.15,0,9.8,9.8
436,0,1,1,27,0,33,47.113,4,5,4,3,.1992659,10,10,40.9,0,11.2,11.2
437,1,1,1,23,0,33,60.263,5,5,4,3,.3916071,20,9,42.6,0,10.85,10.85
438,1,1,0,22,1,33,49.14,4,4,2,10,.130873,0,2,35.42,0,14.35,14.35
439,1,1,0,18,1,33,100.855,1,5,1,6,.1069246,4,7,18.56,0,10.5,10.5
440,0,1,1,26,0,33,74.989,2,2,3,3,.2687103,1,3,3.32,0,10.15,10.15
441,1,1,0,21,1,33,25.21,5,5,1,3,.2196825,10,9,35.9,0,12.6,12.6
442,1,1,0,34,0,33,97.5,5,5,5,10,.2749405,7,7,45.29,0,6.65,6.65
443,1,1,0,21,0,33,46.223,1,5,5,4,.3958333,10,7,42.05,1,12.25,69.3
444,0,1,0,19,1,33,19.437,3,5,4,5,.2625397,10,4,38.1,0,9.1,9.1
445,1,1,0,20,1,33,107.75,5,5,5,3,.4035516,1,5,31,0,7,7
446,1,1,1,30,0,33,75.536,5,5,5,4,.2397421,10,9,33.55,0,12.25,12.25
447,0,1,0,23,1,33,16.801,2,4,4,4,.1678175,1,7,38.9,0,9.45,9.45
448,1,1,0,29,0,33,11.061,2,2,5,2,.3251786,1,8,26.8,0,10.15,10.15
