;"Player";"Endowment";"Investment";"Pot";"Return";"Subject";"Delta",
603;22;50;7;28;5;"RAS_020";0,55
604;40;10;4;16;7;"RAS_020";0,55
605;10;5;1;4;2;"RAS_020";0,55
606;2;20;8;32;10;"RAS_020";0,55
607;37;10;5;20;11;"RAS_020";0,55
608;32;10;10;40;20;"RAS_020";0,55
609;9;10;5;20;19;"RAS_020";0,55
610;39;20;9;36;9;"RAS_020";0,55
611;12;20;10;40;18;"RAS_020";0,55
612;17;2;1;4;2;"RAS_020";0,55
613;29;5;5;20;14;"RAS_020";0,55
614;18;10;5;20;10;"RAS_020";0,55
615;35;50;10;40;9;"RAS_020";0,55
616;11;2;1;4;2;"RAS_020";0,55
617;7;5;4;16;10;"RAS_020";0,55
618;6;10;5;20;8;"RAS_020";0,55
619;36;50;9;36;2;"RAS_020";0,55
620;16;10;9;36;21;"RAS_020";0,55
621;31;5;2;8;3;"RAS_020";0,55
622;13;50;8;32;6;"RAS_020";0,55
623;8;2;2;8;6;"RAS_020";0,55
624;27;2;1;4;2;"RAS_020";0,55
625;23;20;9;36;17;"RAS_020";0,55
626;3;10;5;20;10;"RAS_020";0,55
627;34;10;8;32;17;"RAS_020";0,55
628;28;10;2;8;3;"RAS_020";0,55
629;38;20;7;28;9;"RAS_020";0,55
630;15;20;7;28;8;"RAS_020";0,55
631;4;10;5;20;7;"RAS_020";0,55
632;21;20;10;40;20;"RAS_020";0,55
633;25;10;5;20;11;"RAS_020";0,55
634;24;20;5;20;10;"RAS_020";0,55
635;19;5;2;8;3;"RAS_020";0,55
636;30;2;1;4;2;"RAS_020";0,55
637;33;10;7;28;7;"RAS_020";0,55
638;26;10;1;4;2;"RAS_020";0,55
639;14;10;4;16;8;"RAS_020";0,55
640;20;20;8;32;10;"RAS_020";0,55
641;8;2;2;8;4;"RAS_021";0,55
642;1;10;5;20;8;"RAS_021";0,55
643;29;5;5;20;10;"RAS_021";0,55
644;13;50;8;32;9;"RAS_021";0,55
645;17;2;1;4;1;"RAS_021";0,55
646;16;10;9;36;20;"RAS_021";0,55
647;6;10;5;20;10;"RAS_021";0,55
648;18;10;5;20;9;"RAS_021";0,55
649;2;20;8;32;10;"RAS_021";0,55
650;40;10;4;16;6;"RAS_021";0,55
651;10;5;1;4;2;"RAS_021";0,55
652;11;2;1;4;1;"RAS_021";0,55
653;32;10;10;40;20;"RAS_021";0,55
654;36;50;9;36;10;"RAS_021";0,55
655;33;10;7;28;14;"RAS_021";0,55
656;26;10;1;4;1;"RAS_021";0,55
657;28;10;2;8;3;"RAS_021";0,55
658;14;10;4;16;8;"RAS_021";0,55
659;38;20;7;28;10;"RAS_021";0,55
660;12;20;10;40;20;"RAS_021";0,55
661;25;10;5;20;9;"RAS_021";0,55
662;35;50;10;40;7;"RAS_021";0,55
663;24;20;5;20;8;"RAS_021";0,55
664;31;5;2;8;3;"RAS_021";0,55
665;22;50;7;28;12;"RAS_021";0,55
666;7;5;4;16;5;"RAS_021";0,55
667;20;20;8;32;12;"RAS_021";0,55
668;19;5;2;8;3;"RAS_021";0,55
669;3;10;5;20;10;"RAS_021";0,55
670;39;20;9;36;10;"RAS_021";0,55
671;9;10;5;20;10;"RAS_021";0,55
672;5;20;4;16;7;"RAS_021";0,55
673;15;20;7;28;13;"RAS_021";0,55
674;37;10;5;20;9;"RAS_021";0,55
675;4;10;5;20;10;"RAS_021";0,55
676;23;20;9;36;15;"RAS_021";0,55
677;30;2;1;4;1;"RAS_021";0,55
678;34;10;8;32;14;"RAS_021";0,55
679;21;20;10;40;19;"RAS_021";0,55
680;27;2;1;4;2;"RAS_021";0,55
681;38;20;7;28;10;"RAS_022";0,52
682;35;50;10;40;8;"RAS_022";0,52
683;31;5;2;8;2;"RAS_022";0,52
684;18;10;5;20;8;"RAS_022";0,52
685;7;5;4;16;6;"RAS_022";0,52
686;25;10;5;20;8;"RAS_022";0,52
687;24;20;5;20;4;"RAS_022";0,52
688;26;10;1;4;0;"RAS_022";0,52
689;10;5;1;4;1;"RAS_022";0,52
690;28;10;2;8;1;"RAS_022";0,52
691;4;10;5;20;10;"RAS_022";0,52
692;37;10;5;20;8;"RAS_022";0,52
693;1;10;5;20;10;"RAS_022";0,52
694;12;20;10;40;18;"RAS_022";0,52
695;15;20;7;28;11;"RAS_022";0,52
696;11;2;1;4;1;"RAS_022";0,52
697;14;10;4;16;6;"RAS_022";0,52
698;21;20;10;40;16;"RAS_022";0,52
699;19;5;2;8;4;"RAS_022";0,52
700;29;5;5;20;10;"RAS_022";0,52
701;6;10;5;20;10;"RAS_022";0,52
702;16;10;9;36;17;"RAS_022";0,52
703;20;20;8;32;14;"RAS_022";0,52
704;27;2;1;4;2;"RAS_022";0,52
705;30;2;1;4;2;"RAS_022";0,52
706;23;20;9;36;11;"RAS_022";0,52
707;3;10;5;20;8;"RAS_022";0,52
708;9;10;5;20;8;"RAS_022";0,52
709;34;10;8;32;17;"RAS_022";0,52
710;39;20;9;36;10;"RAS_022";0,52
711;33;10;7;28;13;"RAS_022";0,52
712;5;20;4;16;1;"RAS_022";0,52
713;8;2;2;8;4;"RAS_022";0,52
714;32;10;10;40;21;"RAS_022";0,52
715;36;50;9;36;1;"RAS_022";0,52
716;17;2;1;4;1;"RAS_022";0,52
717;22;50;7;28;1;"RAS_022";0,52
718;40;10;4;16;4;"RAS_022";0,52
719;13;50;8;32;3;"RAS_022";0,52
720;2;20;8;32;6;"RAS_022";0,52
721;23;20;9;36;10;"RAS_023";0,44
722;5;20;4;16;6;"RAS_023";0,44
723;11;2;1;4;2;"RAS_023";0,44
724;39;20;9;36;7;"RAS_023";0,44
725;27;2;1;4;2;"RAS_023";0,44
726;32;10;10;40;26;"RAS_023";0,44
727;17;2;1;4;0;"RAS_023";0,44
728;10;5;1;4;1;"RAS_023";0,44
729;6;10;5;20;7;"RAS_023";0,44
730;36;50;9;36;3;"RAS_023";0,44
731;18;10;5;20;10;"RAS_023";0,44
732;3;10;5;20;11;"RAS_023";0,44
733;40;10;4;16;6;"RAS_023";0,44
734;1;10;5;20;10;"RAS_023";0,44
735;2;20;8;32;12;"RAS_023";0,44
736;19;5;2;8;3;"RAS_023";0,44
737;12;20;10;40;19;"RAS_023";0,44
738;25;10;5;20;14;"RAS_023";0,44
739;15;20;7;28;0;"RAS_023";0,44
740;21;20;10;40;8;"RAS_023";0,44
741;24;20;5;20;0;"RAS_023";0,44
742;7;5;4;16;16;"RAS_023";0,44
743;4;10;5;20;0;"RAS_023";0,44
744;28;10;2;8;8;"RAS_023";0,44
745;14;10;4;16;11;"RAS_023";0,44
746;38;20;7;28;0;"RAS_023";0,44
747;34;10;8;32;0;"RAS_023";0,44
748;20;20;8;32;4;"RAS_023";0,44
749;29;5;5;20;20;"RAS_023";0,44
750;8;2;2;8;8;"RAS_023";0,44
751;35;50;10;40;2;"RAS_023";0,44
752;31;5;2;8;1;"RAS_023";0,44
753;22;50;7;28;5;"RAS_023";0,44
754;37;10;5;20;4;"RAS_023";0,44
755;26;10;1;4;4;"RAS_023";0,44
756;33;10;7;28;4;"RAS_023";0,44
757;9;10;5;20;4;"RAS_023";0,44
758;13;50;8;32;0;"RAS_023";0,44
759;16;10;9;36;3;"RAS_023";0,44
760;30;2;1;4;4;"RAS_023";0,44
761;25;10;5;20;10;"RAS_024";0,54
762;19;5;2;8;3;"RAS_024";0,54
763;6;10;5;20;10;"RAS_024";0,54
764;39;20;9;36;17;"RAS_024";0,54
765;11;2;1;4;2;"RAS_024";0,54
766;14;10;4;16;8;"RAS_024";0,54
767;22;50;7;28;6;"RAS_024";0,54
768;32;10;10;40;22;"RAS_024";0,54
769;5;20;4;16;6;"RAS_024";0,54
770;9;10;5;20;10;"RAS_024";0,54
771;38;20;7;28;8;"RAS_024";0,54
772;4;10;5;20;10;"RAS_024";0,54
773;31;5;2;8;2;"RAS_024";0,54
774;16;10;9;36;10;"RAS_024";0,54
775;20;20;8;32;8;"RAS_024";0,54
776;33;10;7;28;10;"RAS_024";0,54
777;12;20;10;40;10;"RAS_024";0,54
778;27;2;1;4;2;"RAS_024";0,54
779;24;20;5;20;5;"RAS_024";0,54
780;36;50;9;36;6;"RAS_024";0,54
781;18;10;5;20;10;"RAS_024";0,54
782;2;20;8;32;8;"RAS_024";0,54
783;7;5;4;16;8;"RAS_024";0,54
784;23;20;9;36;10;"RAS_024";0,54
785;10;5;1;4;0;"RAS_024";0,54
786;28;10;2;8;4;"RAS_024";0,54
787;40;10;4;16;5;"RAS_024";0,54
788;30;2;1;4;2;"RAS_024";0,54
789;8;2;2;8;4;"RAS_024";0,54
790;3;10;5;20;10;"RAS_024";0,54
791;29;5;5;20;12;"RAS_024";0,54
792;21;20;10;40;34;"RAS_024";0,54
793;26;10;1;4;1;"RAS_024";0,54
794;37;10;5;20;5;"RAS_024";0,54
795;13;50;8;32;8;"RAS_024";0,54
796;35;50;10;40;10;"RAS_024";0,54
797;34;10;8;32;12;"RAS_024";0,54
798;15;20;7;28;14;"RAS_024";0,54
799;17;2;1;4;2;"RAS_024";0,54
800;1;10;5;20;10;"RAS_024";0,54
801;15;20;7;28;8;"RAS_025";0,51
802;18;10;5;20;8;"RAS_025";0,51
803;19;5;2;8;3;"RAS_025";0,51
804;27;2;1;4;2;"RAS_025";0,51
805;35;50;10;40;0;"RAS_025";0,51
806;23;20;9;36;13;"RAS_025";0,51
807;25;10;5;20;8;"RAS_025";0,51
808;32;10;10;40;20;"RAS_025";0,51
809;10;5;1;4;0;"RAS_025";0,51
810;37;10;5;20;13;"RAS_025";0,51
811;26;10;1;4;0;"RAS_025";0,51
812;11;2;1;4;2;"RAS_025";0,51
813;7;5;4;16;8;"RAS_025";0,51
814;34;10;8;32;15;"RAS_025";0,51
815;4;10;5;20;13;"RAS_025";0,51
816;33;10;7;28;12;"RAS_025";0,51
817;6;10;5;20;8;"RAS_025";0,51
818;21;20;10;40;15;"RAS_025";0,51
819;13;50;8;32;0;"RAS_025";0,51
820;22;50;7;28;0;"RAS_025";0,51
821;2;20;8;32;10;"RAS_025";0,51
822;36;50;9;36;0;"RAS_025";0,51
823;5;20;4;16;0;"RAS_025";0,51
824;39;20;9;36;12;"RAS_025";0,51
825;16;10;9;36;18;"RAS_025";0,51
826;38;20;7;28;8;"RAS_025";0,51
827;28;10;2;8;0;"RAS_025";0,51
828;14;10;4;16;5;"RAS_025";0,51
829;12;20;10;40;15;"RAS_025";0,51
830;24;20;5;20;3;"RAS_025";0,51
831;31;5;2;8;3;"RAS_025";0,51
832;1;10;5;20;8;"RAS_025";0,51
833;40;10;4;16;5;"RAS_025";0,51
834;30;2;1;4;2;"RAS_025";0,51
835;17;2;1;4;2;"RAS_025";0,51
836;8;2;2;8;4;"RAS_025";0,51
837;3;10;5;20;8;"RAS_025";0,51
838;29;5;5;20;10;"RAS_025";0,51
839;20;20;8;32;10;"RAS_025";0,51
840;9;10;5;20;8;"RAS_025";0,51
841;36;50;9;36;20;"RAS_026";0,63
842;1;10;5;20;10;"RAS_026";0,63
843;31;5;2;8;3;"RAS_026";0,63
844;7;5;4;16;10;"RAS_026";0,63
845;23;20;9;36;18;"RAS_026";0,63
846;21;20;10;40;20;"RAS_026";0,63
847;13;50;8;32;12;"RAS_026";0,63
848;24;20;5;20;10;"RAS_026";0,63
849;34;10;8;32;20;"RAS_026";0,63
850;19;5;2;8;3;"RAS_026";0,63
851;30;2;1;4;2;"RAS_026";0,63
852;32;10;10;40;29;"RAS_026";0,63
853;15;20;7;28;12;"RAS_026";0,63
854;17;2;1;4;2;"RAS_026";0,63
855;20;20;8;32;14;"RAS_026";0,63
856;10;5;1;4;1;"RAS_026";0,63
857;38;20;7;28;13;"RAS_026";0,63
858;18;10;5;20;11;"RAS_026";0,63
859;35;50;10;40;13;"RAS_026";0,63
860;8;2;2;8;5;"RAS_026";0,63
861;11;2;1;4;2;"RAS_026";0,63
862;29;5;5;20;14;"RAS_026";0,63
863;27;2;1;4;2;"RAS_026";0,63
864;6;10;5;20;10;"RAS_026";0,63
865;25;10;5;20;11;"RAS_026";0,63
866;9;10;5;20;10;"RAS_026";0,63
867;39;20;9;36;17;"RAS_026";0,63
868;26;10;1;4;0;"RAS_026";0,63
869;28;10;2;8;2;"RAS_026";0,63
870;16;10;9;36;26;"RAS_026";0,63
871;4;10;5;20;10;"RAS_026";0,63
872;22;50;7;28;11;"RAS_026";0,63
873;33;10;7;28;15;"RAS_026";0,63
874;14;10;4;16;7;"RAS_026";0,63
875;3;10;5;20;10;"RAS_026";0,63
876;5;20;4;16;6;"RAS_026";0,63
877;40;10;4;16;7;"RAS_026";0,63
878;2;20;8;32;14;"RAS_026";0,63
879;12;20;10;40;20;"RAS_026";0,63
880;37;10;5;20;10;"RAS_026";0,63
881;22;50;7;28;2;"RAS_027";0,
882;12;20;10;40;3;"RAS_027";0,
883;2;20;8;32;2;"RAS_027";0,
884;29;5;5;20;10;"RAS_027";0,
885;8;2;2;8;2;"RAS_027";0,
886;16;10;9;36;9;"RAS_027";0,
887;7;5;4;16;5;"RAS_027";0,
888;21;20;10;40;10;"RAS_027";0,
889;20;20;8;32;8;"RAS_027";0,
890;39;20;9;36;4;"RAS_027";0,
891;32;10;10;40;1;"RAS_027";0,
892;30;2;1;4;0;"RAS_027";0,
893;26;10;1;4;0;"RAS_027";0,
894;9;10;5;20;5;"RAS_027";0,
895;37;10;5;20;5;"RAS_027";0,
896;5;20;4;16;0;"RAS_027";0,
897;28;10;2;8;0;"RAS_027";0,
898;33;10;7;28;3;"RAS_027";0,
899;15;20;7;28;7;"RAS_027";0,
900;13;50;8;32;0;"RAS_027";0,
901;14;10;4;16;3;"RAS_027";0,
902;6;10;5;20;5;"RAS_027";0,
903;38;20;7;28;3;"RAS_027";0,
904;27;2;1;4;0;"RAS_027";0,
905;36;50;9;36;0;"RAS_027";0,
906;40;10;4;16;4;"RAS_027";0,
907;25;10;5;20;5;"RAS_027";0,
908;18;10;5;20;5;"RAS_027";0,
909;11;2;1;4;0;"RAS_027";0,
910;17;2;1;4;1;"RAS_027";0,
911;31;5;2;8;3;"RAS_027";0,
912;19;5;2;8;3;"RAS_027";0,
913;34;10;8;32;5;"RAS_027";0,
914;3;10;5;20;7;"RAS_027";0,
915;24;20;5;20;2;"RAS_027";0,
916;4;10;5;20;5;"RAS_027";0,
917;1;10;5;20;5;"RAS_027";0,
918;35;50;10;40;0;"RAS_027";0,
919;23;20;9;36;6;"RAS_027";0,
920;10;5;1;4;0;"RAS_027";0,
921;38;20;7;28;7;"RAS_028";0,27
922;36;50;9;36;10;"RAS_028";0,27
923;9;10;5;20;5;"RAS_028";0,27
924;2;20;8;32;12;"RAS_028";0,27
925;25;10;5;20;8;"RAS_028";0,27
926;27;2;1;4;0;"RAS_028";0,27
927;31;5;2;8;0;"RAS_028";0,27
928;11;2;1;4;2;"RAS_028";0,27
929;21;20;10;40;15;"RAS_028";0,27
930;5;20;4;16;4;"RAS_028";0,27
931;28;10;2;8;2;"RAS_028";0,27
932;19;5;2;8;2;"RAS_028";0,27
933;8;2;2;8;2;"RAS_028";0,27
934;23;20;9;36;10;"RAS_028";0,27
935;37;10;5;20;5;"RAS_028";0,27
936;6;10;5;20;6;"RAS_028";0,27
937;29;5;5;20;8;"RAS_028";0,27
938;17;2;1;4;1;"RAS_028";0,27
939;3;10;5;20;5;"RAS_028";0,27
940;35;50;10;40;14;"RAS_028";0,27
941;40;10;4;16;6;"RAS_028";0,27
942;15;20;7;28;8;"RAS_028";0,27
943;26;10;1;4;0;"RAS_028";0,27
944;12;20;10;40;15;"RAS_028";0,27
945;39;20;9;36;9;"RAS_028";0,27
946;7;5;4;16;4;"RAS_028";0,27
947;22;50;7;28;6;"RAS_028";0,27
948;24;20;5;20;4;"RAS_028";0,27
949;34;10;8;32;8;"RAS_028";0,27
950;30;2;1;4;1;"RAS_028";0,27
951;18;10;5;20;5;"RAS_028";0,27
952;14;10;4;16;4;"RAS_028";0,27
953;33;10;7;28;7;"RAS_028";0,27
954;32;10;10;40;10;"RAS_028";0,27
955;10;5;1;4;1;"RAS_028";0,27
956;1;10;5;20;5;"RAS_028";0,27
957;16;10;9;36;8;"RAS_028";0,27
958;13;50;8;32;7;"RAS_028";0,27
959;4;10;5;20;4;"RAS_028";0,27
960;20;20;8;32;7;"RAS_028";0,27
961;13;50;8;32;10;"RAS_029";0,51
962;36;50;9;36;8;"RAS_029";0,51
963;19;5;2;8;8;"RAS_029";0,51
964;23;20;9;36;10;"RAS_029";0,51
965;28;10;2;8;2;"RAS_029";0,51
966;25;10;5;20;7;"RAS_029";0,51
967;27;2;1;4;2;"RAS_029";0,51
968;6;10;5;20;6;"RAS_029";0,51
969;3;10;5;20;8;"RAS_029";0,51
970;31;5;2;8;4;"RAS_029";0,51
971;17;2;1;4;1;"RAS_029";0,51
972;38;20;7;28;12;"RAS_029";0,51
973;14;10;4;16;4;"RAS_029";0,51
974;4;10;5;20;6;"RAS_029";0,51
975;18;10;5;20;9;"RAS_029";0,51
976;29;5;5;20;10;"RAS_029";0,51
977;22;50;7;28;7;"RAS_029";0,51
978;15;20;7;28;6;"RAS_029";0,51
979;39;20;9;36;16;"RAS_029";0,51
980;32;10;10;40;20;"RAS_029";0,51
981;21;20;10;40;16;"RAS_029";0,51
982;37;10;5;20;8;"RAS_029";0,51
983;5;20;4;16;4;"RAS_029";0,51
984;7;5;4;16;6;"RAS_029";0,51
985;9;10;5;20;9;"RAS_029";0,51
986;16;10;9;36;16;"RAS_029";0,51
987;12;20;10;40;17;"RAS_029";0,51
988;2;20;8;32;10;"RAS_029";0,51
989;11;2;1;4;2;"RAS_029";0,51
990;40;10;4;16;6;"RAS_029";0,51
991;26;10;1;4;0;"RAS_029";0,51
992;30;2;1;4;1;"RAS_029";0,51
993;33;10;7;28;13;"RAS_029";0,51
994;10;5;1;4;1;"RAS_029";0,51
995;35;50;10;40;5;"RAS_029";0,51
996;1;10;5;20;6;"RAS_029";0,51
997;20;20;8;32;10;"RAS_029";0,51
998;8;2;2;8;4;"RAS_029";0,51
999;34;10;8;32;15;"RAS_029";0,51
1000;24;20;5;20;3;"RAS_029";0,51
1001;18;10;5;20;3;"RAS_030";0,55
1002;20;20;8;32;13;"RAS_030";0,55
1003;7;5;4;16;7;"RAS_030";0,55
1004;4;10;5;20;7;"RAS_030";0,55
1005;37;10;5;20;9;"RAS_030";0,55
1006;21;20;10;40;10;"RAS_030";0,55
1007;14;10;4;16;5;"RAS_030";0,55
1008;26;10;1;4;4;"RAS_030";0,55
1009;1;10;5;20;11;"RAS_030";0,55
1010;5;20;4;16;10;"RAS_030";0,55
1011;36;50;9;36;11;"RAS_030";0,55
1012;35;50;10;40;9;"RAS_030";0,55
1013;11;2;1;4;1;"RAS_030";0,55
1014;27;2;1;4;2;"RAS_030";0,55
1015;13;50;8;32;12;"RAS_030";0,55
1016;31;5;2;8;4;"RAS_030";0,55
1017;6;10;5;20;11;"RAS_030";0,55
1018;34;10;8;32;17;"RAS_030";0,55
1019;2;20;8;32;16;"RAS_030";0,55
1020;15;20;7;28;8;"RAS_030";0,55
1021;8;2;2;8;4;"RAS_030";0,55
1022;3;10;5;20;11;"RAS_030";0,55
1023;23;20;9;36;17;"RAS_030";0,55
1024;16;10;9;36;25;"RAS_030";0,55
1025;32;10;10;40;25;"RAS_030";0,55
1026;40;10;4;16;7;"RAS_030";0,55
1027;12;20;10;40;20;"RAS_030";0,55
1028;19;5;2;8;3;"RAS_030";0,55
1029;9;10;5;20;6;"RAS_030";0,55
1030;22;50;7;28;8;"RAS_030";0,55
1031;10;5;1;4;3;"RAS_030";0,55
1032;30;2;1;4;2;"RAS_030";0,55
1033;17;2;1;4;2;"RAS_030";0,55
1034;29;5;5;20;10;"RAS_030";0,55
1035;39;20;9;36;16;"RAS_030";0,55
1036;33;10;7;28;13;"RAS_030";0,55
1037;38;20;7;28;8;"RAS_030";0,55
1038;24;20;5;20;2;"RAS_030";0,55
1039;28;10;2;8;8;"RAS_030";0,55
1040;25;10;5;20;7;"RAS_030";0,55
1041;16;10;9;36;11;"RAS_031";0,59
1042;40;10;4;16;8;"RAS_031";0,59
1043;11;2;1;4;0;"RAS_031";0,59
1044;15;20;7;28;10;"RAS_031";0,59
1045;26;10;1;4;1;"RAS_031";0,59
1046;24;20;5;20;10;"RAS_031";0,59
1047;32;10;10;40;20;"RAS_031";0,59
1048;17;2;1;4;0;"RAS_031";0,59
1049;10;5;1;4;0;"RAS_031";0,59
1050;37;10;5;20;9;"RAS_031";0,59
1051;8;2;2;8;3;"RAS_031";0,59
1052;5;20;4;16;8;"RAS_031";0,59
1053;19;5;2;8;2;"RAS_031";0,59
1054;27;2;1;4;0;"RAS_031";0,59
1055;23;20;9;36;18;"RAS_031";0,59
1056;3;10;5;20;9;"RAS_031";0,59
1057;4;10;5;20;10;"RAS_031";0,59
1058;13;50;8;32;15;"RAS_031";0,59
1059;28;10;2;8;2;"RAS_031";0,59
1060;21;20;10;40;19;"RAS_031";0,59
1061;20;20;8;32;16;"RAS_031";0,59
1062;36;50;9;36;10;"RAS_031";0,59
1063;25;10;5;20;10;"RAS_031";0,59
1064;1;10;5;20;10;"RAS_031";0,59
1065;6;10;5;20;10;"RAS_031";0,59
1066;33;10;7;28;14;"RAS_031";0,59
1067;9;10;5;20;10;"RAS_031";0,59
1068;31;5;2;8;2;"RAS_031";0,59
1069;22;50;7;28;13;"RAS_031";0,59
1070;34;10;8;32;18;"RAS_031";0,59
1071;12;20;10;40;19;"RAS_031";0,59
1072;29;5;5;20;11;"RAS_031";0,59
1073;30;2;1;4;2;"RAS_031";0,59
1074;39;20;9;36;18;"RAS_031";0,59
1075;18;10;5;20;8;"RAS_031";0,59
1076;35;50;10;40;5;"RAS_031";0,59
1077;7;5;4;16;5;"RAS_031";0,59
1078;38;20;7;28;19;"RAS_031";0,59
1079;2;20;8;32;17;"RAS_031";0,59
1080;14;10;4;16;7;"RAS_031";0,59
1081;40;10;4;16;0;"RAS_032";0,59
1082;28;10;2;8;4;"RAS_032";0,59
1083;22;50;7;28;14;"RAS_032";0,59
1084;17;2;1;4;2;"RAS_032";0,59
1085;14;10;4;16;7;"RAS_032";0,59
1086;4;10;5;20;10;"RAS_032";0,59
1087;18;10;5;20;10;"RAS_032";0,59
1088;7;5;4;16;9;"RAS_032";0,59
1089;24;20;5;20;5;"RAS_032";0,59
1090;34;10;8;32;17;"RAS_032";0,59
1091;8;2;2;8;4;"RAS_032";0,59
1092;1;10;5;20;5;"RAS_032";0,59
1093;37;10;5;20;11;"RAS_032";0,59
1094;15;20;7;28;10;"RAS_032";0,59
1095;16;10;9;36;20;"RAS_032";0,59
1096;6;10;5;20;10;"RAS_032";0,59
1097;36;50;9;36;8;"RAS_032";0,59
1098;27;2;1;4;3;"RAS_032";0,59
1099;39;20;9;36;16;"RAS_032";0,59
1100;21;20;10;40;28;"RAS_032";0,59
1101;30;2;1;4;3;"RAS_032";0,59
1102;38;20;7;28;11;"RAS_032";0,59
1103;3;10;5;20;10;"RAS_032";0,59
1104;29;5;5;20;15;"RAS_032";0,59
1105;26;10;1;4;1;"RAS_032";0,59
1106;12;20;10;40;20;"RAS_032";0,59
1107;31;5;2;8;3;"RAS_032";0,59
1108;33;10;7;28;10;"RAS_032";0,59
1109;5;20;4;16;5;"RAS_032";0,59
1110;32;10;10;40;28;"RAS_032";0,59
1111;20;20;8;32;12;"RAS_032";0,59
1112;19;5;2;8;4;"RAS_032";0,59
1113;13;50;8;32;16;"RAS_032";0,59
1114;35;50;10;40;20;"RAS_032";0,59
1115;9;10;5;20;10;"RAS_032";0,59
1116;2;20;8;32;12;"RAS_032";0,59
1117;23;20;9;36;16;"RAS_032";0,59
1118;25;10;5;20;10;"RAS_032";0,59
1119;10;5;1;4;1;"RAS_032";0,59
1120;11;2;1;4;2;"RAS_032";0,59
1121;19;5;2;8;2;"RAS_033";0,58
1122;2;20;8;32;14;"RAS_033";0,58
1123;22;50;7;28;14;"RAS_033";0,58
1124;15;20;7;28;10;"RAS_033";0,58
1125;39;20;9;36;16;"RAS_033";0,58
1126;3;10;5;20;10;"RAS_033";0,58
1127;11;2;1;4;2;"RAS_033";0,58
1128;38;20;7;28;13;"RAS_033";0,58
1129;23;20;9;36;17;"RAS_033";0,58
1130;32;10;10;40;20;"RAS_033";0,58
1131;28;10;2;8;3;"RAS_033";0,58
1132;25;10;5;20;10;"RAS_033";0,58
1133;37;10;5;20;10;"RAS_033";0,58
1134;20;20;8;32;14;"RAS_033";0,58
1135;16;10;9;36;20;"RAS_033";0,58
1136;31;5;2;8;4;"RAS_033";0,58
1137;34;10;8;32;16;"RAS_033";0,58
1138;9;10;5;20;10;"RAS_033";0,58
1139;29;5;5;20;12;"RAS_033";0,58
1140;6;10;5;20;10;"RAS_033";0,58
1141;36;50;9;36;16;"RAS_033";0,58
1142;1;10;5;20;10;"RAS_033";0,58
1143;33;10;7;28;14;"RAS_033";0,58
1144;30;2;1;4;2;"RAS_033";0,58
1145;17;2;1;4;2;"RAS_033";0,58
1146;7;5;4;16;9;"RAS_033";0,58
1147;27;2;1;4;2;"RAS_033";0,58
1148;26;10;1;4;1;"RAS_033";0,58
1149;24;20;5;20;5;"RAS_033";0,58
1150;35;50;10;40;10;"RAS_033";0,58
1151;8;2;2;8;5;"RAS_033";0,58
1152;18;10;5;20;10;"RAS_033";0,58
1153;21;20;10;40;20;"RAS_033";0,58
1154;12;20;10;40;20;"RAS_033";0,58
1155;14;10;4;16;5;"RAS_033";0,58
1156;4;10;5;20;10;"RAS_033";0,58
1157;40;10;4;16;7;"RAS_033";0,58
1158;13;50;8;32;10;"RAS_033";0,58
1159;10;5;1;4;1;"RAS_033";0,58
1160;5;20;4;16;4;"RAS_033";0,58
1161;4;10;5;20;10;"RAS_034";0,51
1162;5;20;4;16;16;"RAS_034";0,51
1163;29;5;5;20;10;"RAS_034";0,51
1164;32;10;10;40;20;"RAS_034";0,51
1165;13;50;8;32;0;"RAS_034";0,51
1166;37;10;5;20;8;"RAS_034";0,51
1167;40;10;4;16;6;"RAS_034";0,51
1168;1;10;5;20;7;"RAS_034";0,51
1169;26;10;1;4;0;"RAS_034";0,51
1170;16;10;9;36;17;"RAS_034";0,51
1171;6;10;5;20;7;"RAS_034";0,51
1172;30;2;1;4;1;"RAS_034";0,51
1173;36;50;9;36;11;"RAS_034";0,51
1174;21;20;10;40;15;"RAS_034";0,51
1175;17;2;1;4;1;"RAS_034";0,51
1176;38;20;7;28;10;"RAS_034";0,51
1177;25;10;5;20;7;"RAS_034";0,51
1178;7;5;4;16;6;"RAS_034";0,51
1179;22;50;7;28;10;"RAS_034";0,51
1180;23;20;9;36;14;"RAS_034";0,51
1181;39;20;9;36;14;"RAS_034";0,51
1182;35;50;10;40;10;"RAS_034";0,51
1183;19;5;2;8;3;"RAS_034";0,51
1184;27;2;1;4;1;"RAS_034";0,51
1185;20;20;8;32;12;"RAS_034";0,51
1186;12;20;10;40;15;"RAS_034";0,51
1187;8;2;2;8;4;"RAS_034";0,51
1188;11;2;1;4;1;"RAS_034";0,51
1189;15;20;7;28;10;"RAS_034";0,51
1190;31;5;2;8;3;"RAS_034";0,51
1191;9;10;5;20;7;"RAS_034";0,51
1192;3;10;5;20;7;"RAS_034";0,51
1193;18;10;5;20;7;"RAS_034";0,51
1194;28;10;2;8;2;"RAS_034";0,51
1195;10;5;1;4;1;"RAS_034";0,51
1196;34;10;8;32;12;"RAS_034";0,51
1197;33;10;7;28;10;"RAS_034";0,51
1198;2;20;8;32;10;"RAS_034";0,51
1199;24;20;5;20;5;"RAS_034";0,51
1200;14;10;4;16;6;"RAS_034";0,51
1201;26;10;1;4;0;"RAS_035";0,
1202;15;20;7;28;0;"RAS_035";0,
