,Subject,trust_group,RR,Investment
798,RAS_024,mid,0.5,7
799,RAS_024,mid,0.5,1
800,RAS_024,mid,0.5,5
801,RAS_025,mid,0.285714285714286,7
802,RAS_025,mid,0.4,5
803,RAS_025,mid,0.375,2
804,RAS_025,mid,0.5,1
805,RAS_025,low,0,10
806,RAS_025,mid,0.361111111111111,9
807,RAS_025,mid,0.4,5
808,RAS_025,hi,0.5,10
809,RAS_025,low,0,1
810,RAS_025,mid,0.65,5
811,RAS_025,low,0,1
812,RAS_025,mid,0.5,1
813,RAS_025,hi,0.5,4
814,RAS_025,hi,0.46875,8
815,RAS_025,mid,0.65,5
816,RAS_025,hi,0.428571428571429,7
817,RAS_025,mid,0.4,5
818,RAS_025,mid,0.375,10
819,RAS_025,low,0,8
820,RAS_025,low,0,7
821,RAS_025,mid,0.3125,8
822,RAS_025,low,0,9
823,RAS_025,low,0,4
824,RAS_025,mid,0.333333333333333,9
825,RAS_025,hi,0.5,9
826,RAS_025,mid,0.285714285714286,7
827,RAS_025,low,0,2
828,RAS_025,mid,0.3125,4
829,RAS_025,mid,0.375,10
830,RAS_025,low,0.15,5
831,RAS_025,mid,0.375,2
832,RAS_025,mid,0.4,5
833,RAS_025,mid,0.3125,4
834,RAS_025,mid,0.5,1
835,RAS_025,mid,0.5,1
836,RAS_025,hi,0.5,2
837,RAS_025,mid,0.4,5
838,RAS_025,hi,0.5,5
839,RAS_025,mid,0.3125,8
840,RAS_025,mid,0.4,5
841,RAS_026,low,0.555555555555556,9
842,RAS_026,mid,0.5,5
843,RAS_026,mid,0.375,2
844,RAS_026,hi,0.625,4
845,RAS_026,mid,0.5,9
846,RAS_026,mid,0.5,10
847,RAS_026,low,0.375,8
848,RAS_026,low,0.5,5
849,RAS_026,hi,0.625,8
850,RAS_026,mid,0.375,2
851,RAS_026,mid,0.5,1
852,RAS_026,hi,0.725,10
853,RAS_026,mid,0.428571428571429,7
854,RAS_026,mid,0.5,1
855,RAS_026,mid,0.4375,8
856,RAS_026,low,0.25,1
857,RAS_026,mid,0.464285714285714,7
858,RAS_026,mid,0.55,5
859,RAS_026,low,0.325,10
860,RAS_026,hi,0.625,2
861,RAS_026,mid,0.5,1
862,RAS_026,hi,0.7,5
863,RAS_026,mid,0.5,1
864,RAS_026,mid,0.5,5
865,RAS_026,mid,0.55,5
866,RAS_026,mid,0.5,5
867,RAS_026,mid,0.472222222222222,9
868,RAS_026,low,0,1
869,RAS_026,low,0.25,2
870,RAS_026,hi,0.722222222222222,9
871,RAS_026,mid,0.5,5
872,RAS_026,low,0.392857142857143,7
873,RAS_026,hi,0.535714285714286,7
874,RAS_026,mid,0.4375,4
875,RAS_026,mid,0.5,5
876,RAS_026,low,0.375,4
877,RAS_026,mid,0.4375,4
878,RAS_026,mid,0.4375,8
879,RAS_026,mid,0.5,10
880,RAS_026,mid,0.5,5
881,RAS_027,low,0.0714285714285714,7
882,RAS_027,mid,0.075,10
883,RAS_027,mid,0.0625,8
884,RAS_027,hi,0.5,5
885,RAS_027,hi,0.25,2
886,RAS_027,hi,0.25,9
887,RAS_027,hi,0.3125,4
888,RAS_027,mid,0.25,10
889,RAS_027,mid,0.25,8
890,RAS_027,mid,0.111111111111111,9
891,RAS_027,hi,0.025,10
892,RAS_027,mid,0,1
893,RAS_027,low,0,1
894,RAS_027,mid,0.25,5
895,RAS_027,mid,0.25,5
896,RAS_027,low,0,4
897,RAS_027,low,0,2
898,RAS_027,hi,0.107142857142857,7
899,RAS_027,mid,0.25,7
900,RAS_027,low,0,8
901,RAS_027,mid,0.1875,4
902,RAS_027,mid,0.25,5
903,RAS_027,mid,0.107142857142857,7
904,RAS_027,mid,0,1
905,RAS_027,low,0,9
906,RAS_027,mid,0.25,4
907,RAS_027,mid,0.25,5
908,RAS_027,mid,0.25,5
909,RAS_027,mid,0,1
910,RAS_027,mid,0.25,1
911,RAS_027,mid,0.375,2
912,RAS_027,mid,0.375,2
913,RAS_027,hi,0.15625,8
914,RAS_027,mid,0.35,5
915,RAS_027,low,0.1,5
916,RAS_027,mid,0.25,5
917,RAS_027,mid,0.25,5
918,RAS_027,low,0,10
919,RAS_027,mid,0.166666666666667,9
920,RAS_027,low,0,1
921,RAS_028,mid,0.25,7
922,RAS_028,low,0.277777777777778,9
923,RAS_028,mid,0.25,5
924,RAS_028,mid,0.375,8
925,RAS_028,mid,0.4,5
926,RAS_028,mid,0,1
927,RAS_028,mid,0,2
928,RAS_028,mid,0.5,1
929,RAS_028,mid,0.375,10
930,RAS_028,low,0.25,4
931,RAS_028,low,0.25,2
932,RAS_028,mid,0.25,2
933,RAS_028,hi,0.25,2
934,RAS_028,mid,0.277777777777778,9
935,RAS_028,mid,0.25,5
936,RAS_028,mid,0.3,5
937,RAS_028,hi,0.4,5
938,RAS_028,mid,0.25,1
939,RAS_028,mid,0.25,5
940,RAS_028,low,0.35,10
941,RAS_028,mid,0.375,4
942,RAS_028,mid,0.285714285714286,7
943,RAS_028,low,0,1
944,RAS_028,mid,0.375,10
945,RAS_028,mid,0.25,9
946,RAS_028,hi,0.25,4
947,RAS_028,low,0.214285714285714,7
948,RAS_028,low,0.2,5
949,RAS_028,hi,0.25,8
950,RAS_028,mid,0.25,1
951,RAS_028,mid,0.25,5
952,RAS_028,mid,0.25,4
953,RAS_028,hi,0.25,7
954,RAS_028,hi,0.25,10
955,RAS_028,low,0.25,1
956,RAS_028,mid,0.25,5
957,RAS_028,hi,0.222222222222222,9
958,RAS_028,low,0.21875,8
959,RAS_028,mid,0.2,5
960,RAS_028,mid,0.21875,8
961,RAS_029,low,0.3125,8
962,RAS_029,low,0.222222222222222,9
963,RAS_029,mid,1,2
964,RAS_029,mid,0.277777777777778,9
965,RAS_029,low,0.25,2
966,RAS_029,mid,0.35,5
967,RAS_029,mid,0.5,1
968,RAS_029,mid,0.3,5
969,RAS_029,mid,0.4,5
970,RAS_029,mid,0.5,2
971,RAS_029,mid,0.25,1
972,RAS_029,mid,0.428571428571429,7
973,RAS_029,mid,0.25,4
974,RAS_029,mid,0.3,5
975,RAS_029,mid,0.45,5
976,RAS_029,hi,0.5,5
977,RAS_029,low,0.25,7
978,RAS_029,mid,0.214285714285714,7
979,RAS_029,mid,0.444444444444444,9
980,RAS_029,hi,0.5,10
981,RAS_029,mid,0.4,10
982,RAS_029,mid,0.4,5
983,RAS_029,low,0.25,4
984,RAS_029,hi,0.375,4
985,RAS_029,mid,0.45,5
986,RAS_029,hi,0.444444444444444,9
987,RAS_029,mid,0.425,10
988,RAS_029,mid,0.3125,8
989,RAS_029,mid,0.5,1
990,RAS_029,mid,0.375,4
991,RAS_029,low,0,1
992,RAS_029,mid,0.25,1
993,RAS_029,hi,0.464285714285714,7
994,RAS_029,low,0.25,1
995,RAS_029,low,0.125,10
996,RAS_029,mid,0.3,5
997,RAS_029,mid,0.3125,8
998,RAS_029,hi,0.5,2
999,RAS_029,hi,0.46875,8
1000,RAS_029,low,0.15,5
1001,RAS_030,mid,0.15,5
1002,RAS_030,mid,0.40625,8
1003,RAS_030,hi,0.4375,4
1004,RAS_030,mid,0.35,5
1005,RAS_030,mid,0.45,5
1006,RAS_030,mid,0.25,10
1007,RAS_030,mid,0.3125,4
1008,RAS_030,low,1,1
1009,RAS_030,mid,0.55,5
1010,RAS_030,low,0.625,4
1011,RAS_030,low,0.305555555555556,9
1012,RAS_030,low,0.225,10
1013,RAS_030,mid,0.25,1
1014,RAS_030,mid,0.5,1
1015,RAS_030,low,0.375,8
1016,RAS_030,mid,0.5,2
1017,RAS_030,mid,0.55,5
1018,RAS_030,hi,0.53125,8
1019,RAS_030,mid,0.5,8
1020,RAS_030,mid,0.285714285714286,7
1021,RAS_030,hi,0.5,2
1022,RAS_030,mid,0.55,5
1023,RAS_030,mid,0.472222222222222,9
1024,RAS_030,hi,0.694444444444444,9
1025,RAS_030,hi,0.625,10
1026,RAS_030,mid,0.4375,4
1027,RAS_030,mid,0.5,10
1028,RAS_030,mid,0.375,2
1029,RAS_030,mid,0.3,5
1030,RAS_030,low,0.285714285714286,7
1031,RAS_030,low,0.75,1
1032,RAS_030,mid,0.5,1
1033,RAS_030,mid,0.5,1
1034,RAS_030,hi,0.5,5
1035,RAS_030,mid,0.444444444444444,9
1036,RAS_030,hi,0.464285714285714,7
1037,RAS_030,mid,0.285714285714286,7
1038,RAS_030,low,0.1,5
1039,RAS_030,low,1,2
1040,RAS_030,mid,0.35,5
1041,RAS_031,hi,0.305555555555556,9
1042,RAS_031,mid,0.5,4
1043,RAS_031,mid,0,1
1044,RAS_031,mid,0.357142857142857,7
1045,RAS_031,low,0.25,1
1046,RAS_031,low,0.5,5
1047,RAS_031,hi,0.5,10
1048,RAS_031,mid,0,1
1049,RAS_031,low,0,1
1050,RAS_031,mid,0.45,5
1051,RAS_031,hi,0.375,2
1052,RAS_031,low,0.5,4
1053,RAS_031,mid,0.25,2
1054,RAS_031,mid,0,1
1055,RAS_031,mid,0.5,9
1056,RAS_031,mid,0.45,5
1057,RAS_031,mid,0.5,5
1058,RAS_031,low,0.46875,8
1059,RAS_031,low,0.25,2
1060,RAS_031,mid,0.475,10
1061,RAS_031,mid,0.5,8
1062,RAS_031,low,0.277777777777778,9
1063,RAS_031,mid,0.5,5
1064,RAS_031,mid,0.5,5
1065,RAS_031,mid,0.5,5
1066,RAS_031,hi,0.5,7
1067,RAS_031,mid,0.5,5
1068,RAS_031,mid,0.25,2
1069,RAS_031,low,0.464285714285714,7
1070,RAS_031,hi,0.5625,8
1071,RAS_031,mid,0.475,10
1072,RAS_031,hi,0.55,5
1073,RAS_031,mid,0.5,1
1074,RAS_031,mid,0.5,9
1075,RAS_031,mid,0.4,5
1076,RAS_031,low,0.125,10
1077,RAS_031,hi,0.3125,4
1078,RAS_031,mid,0.678571428571429,7
1079,RAS_031,mid,0.53125,8
1080,RAS_031,mid,0.4375,4
1081,RAS_032,mid,0,4
1082,RAS_032,low,0.5,2
1083,RAS_032,low,0.5,7
1084,RAS_032,mid,0.5,1
1085,RAS_032,mid,0.4375,4
1086,RAS_032,mid,0.5,5
1087,RAS_032,mid,0.5,5
1088,RAS_032,hi,0.5625,4
1089,RAS_032,low,0.25,5
1090,RAS_032,hi,0.53125,8
1091,RAS_032,hi,0.5,2
1092,RAS_032,mid,0.25,5
1093,RAS_032,mid,0.55,5
1094,RAS_032,mid,0.357142857142857,7
1095,RAS_032,hi,0.555555555555556,9
1096,RAS_032,mid,0.5,5
1097,RAS_032,low,0.222222222222222,9
1098,RAS_032,mid,0.75,1
1099,RAS_032,mid,0.444444444444444,9
1100,RAS_032,mid,0.7,10
1101,RAS_032,mid,0.75,1
1102,RAS_032,mid,0.392857142857143,7
1103,RAS_032,mid,0.5,5
1104,RAS_032,hi,0.75,5
1105,RAS_032,low,0.25,1
1106,RAS_032,mid,0.5,10
1107,RAS_032,mid,0.375,2
1108,RAS_032,hi,0.357142857142857,7
1109,RAS_032,low,0.3125,4
1110,RAS_032,hi,0.7,10
1111,RAS_032,mid,0.375,8
1112,RAS_032,mid,0.5,2
1113,RAS_032,low,0.5,8
1114,RAS_032,low,0.5,10
1115,RAS_032,mid,0.5,5
1116,RAS_032,mid,0.375,8
1117,RAS_032,mid,0.444444444444444,9
1118,RAS_032,mid,0.5,5
1119,RAS_032,low,0.25,1
1120,RAS_032,mid,0.5,1
1121,RAS_033,mid,0.25,2
1122,RAS_033,mid,0.4375,8
1123,RAS_033,low,0.5,7
1124,RAS_033,mid,0.357142857142857,7
1125,RAS_033,mid,0.444444444444444,9
1126,RAS_033,mid,0.5,5
1127,RAS_033,mid,0.5,1
1128,RAS_033,mid,0.464285714285714,7
1129,RAS_033,mid,0.472222222222222,9
1130,RAS_033,hi,0.5,10
1131,RAS_033,low,0.375,2
1132,RAS_033,mid,0.5,5
1133,RAS_033,mid,0.5,5
1134,RAS_033,mid,0.4375,8
1135,RAS_033,hi,0.555555555555556,9
1136,RAS_033,mid,0.5,2
1137,RAS_033,hi,0.5,8
1138,RAS_033,mid,0.5,5
1139,RAS_033,hi,0.6,5
1140,RAS_033,mid,0.5,5
1141,RAS_033,low,0.444444444444444,9
1142,RAS_033,mid,0.5,5
1143,RAS_033,hi,0.5,7
1144,RAS_033,mid,0.5,1
1145,RAS_033,mid,0.5,1
1146,RAS_033,hi,0.5625,4
1147,RAS_033,mid,0.5,1
1148,RAS_033,low,0.25,1
1149,RAS_033,low,0.25,5
1150,RAS_033,low,0.25,10
1151,RAS_033,hi,0.625,2
1152,RAS_033,mid,0.5,5
1153,RAS_033,mid,0.5,10
1154,RAS_033,mid,0.5,10
1155,RAS_033,mid,0.3125,4
1156,RAS_033,mid,0.5,5
1157,RAS_033,mid,0.4375,4
1158,RAS_033,low,0.3125,8
1159,RAS_033,low,0.25,1
1160,RAS_033,low,0.25,4
1161,RAS_034,mid,0.5,5
1162,RAS_034,low,1,4
1163,RAS_034,hi,0.5,5
1164,RAS_034,hi,0.5,10
1165,RAS_034,low,0,8
1166,RAS_034,mid,0.4,5
1167,RAS_034,mid,0.375,4
1168,RAS_034,mid,0.35,5
1169,RAS_034,low,0,1
1170,RAS_034,hi,0.472222222222222,9
1171,RAS_034,mid,0.35,5
1172,RAS_034,mid,0.25,1
1173,RAS_034,low,0.305555555555556,9
1174,RAS_034,mid,0.375,10
1175,RAS_034,mid,0.25,1
1176,RAS_034,mid,0.357142857142857,7
1177,RAS_034,mid,0.35,5
1178,RAS_034,hi,0.375,4
1179,RAS_034,low,0.357142857142857,7
1180,RAS_034,mid,0.388888888888889,9
1181,RAS_034,mid,0.388888888888889,9
1182,RAS_034,low,0.25,10
1183,RAS_034,mid,0.375,2
1184,RAS_034,mid,0.25,1
1185,RAS_034,mid,0.375,8
1186,RAS_034,mid,0.375,10
1187,RAS_034,hi,0.5,2
1188,RAS_034,mid,0.25,1
1189,RAS_034,mid,0.357142857142857,7
1190,RAS_034,mid,0.375,2
1191,RAS_034,mid,0.35,5
1192,RAS_034,mid,0.35,5
1193,RAS_034,mid,0.35,5
1194,RAS_034,low,0.25,2
1195,RAS_034,low,0.25,1
1196,RAS_034,hi,0.375,8
1197,RAS_034,hi,0.357142857142857,7
1198,RAS_034,mid,0.3125,8
1199,RAS_034,low,0.25,5
1200,RAS_034,mid,0.375,4
1201,RAS_035,low,0,1
1202,RAS_035,mid,0,7
1203,RAS_035,mid,0,1
1204,RAS_035,low,0,8
1205,RAS_035,mid,0,9
1206,RAS_035,mid,0,9
1207,RAS_035,low,0,10
1208,RAS_035,hi,0,7
1209,RAS_035,mid,0,2
1210,RAS_035,mid,0,5
1211,RAS_035,low,0,5
1212,RAS_035,mid,0,1
1213,RAS_035,hi,0.0833333333333333,9
1214,RAS_035,hi,0,2
1215,RAS_035,mid,0.25,5
1216,RAS_035,mid,0.25,5
1217,RAS_035,mid,0.5,10
1218,RAS_035,mid,0.25,5
1219,RAS_035,hi,0,4
1220,RAS_035,mid,0,5
1221,RAS_035,low,0.3125,4
1222,RAS_035,hi,0.25,10
1223,RAS_035,low,0.125,2
1224,RAS_035,mid,0.25,10
1225,RAS_035,low,0.25,1
1226,RAS_035,mid,0,1
1227,RAS_035,mid,0.1,5
1228,RAS_035,mid,0.3125,4
1229,RAS_035,mid,0.178571428571429,7
1230,RAS_035,mid,0.34375,8
1231,RAS_035,mid,0.25,4
1232,RAS_035,hi,0.25,5
1233,RAS_035,hi,0.3125,8
1234,RAS_035,mid,0.15,5
1235,RAS_035,low,0.277777777777778,9
1236,RAS_035,mid,0.25,2
1237,RAS_035,low,0.357142857142857,7
1238,RAS_035,mid,0.3125,8
1239,RAS_035,mid,0.5,5
1240,RAS_035,mid,0,1
1241,RAS_036,mid,0.3,5
1242,RAS_036,mid,0.8125,4
1243,RAS_036,hi,0.214285714285714,7
1244,RAS_036,low,0.1,5
1245,RAS_036,mid,0.25,5
1246,RAS_036,low,0,1
1247,RAS_036,mid,0.4,5
1248,RAS_036,mid,0,1
1249,RAS_036,mid,0.25,1
1250,RAS_036,mid,0.0714285714285714,7
1251,RAS_036,mid,0.025,10
1252,RAS_036,low,0,7
1253,RAS_036,hi,0.4375,8
1254,RAS_036,hi,0.625,2
1255,RAS_036,hi,0.222222222222222,9
1256,RAS_036,mid,0.55,5
1257,RAS_036,mid,0.125,4
1258,RAS_036,mid,0.5,1
1259,RAS_036,low,0.25,1
1260,RAS_036,mid,0.75,2
1261,RAS_036,hi,0.8125,4
1262,RAS_036,low,0.125,2
1263,RAS_036,mid,0.3,5
1264,RAS_036,low,0.375,8
1265,RAS_036,hi,0.75,10
1266,RAS_036,mid,0.444444444444444,9
1267,RAS_036,mid,0.714285714285714,7
1268,RAS_036,low,0.5,4
1269,RAS_036,mid,0.34375,8
1270,RAS_036,mid,0.5,5
1271,RAS_036,mid,0.25,1
1272,RAS_036,mid,0.175,10
1273,RAS_036,mid,0.5,5
1274,RAS_036,low,0.1,10
1275,RAS_036,mid,0.277777777777778,9
1276,RAS_036,hi,0.55,5
1277,RAS_036,low,0.277777777777778,9
1278,RAS_036,mid,0.25,2
1279,RAS_036,mid,0.15625,8
1280,RAS_036,mid,0.25,5
1281,RAS_037,hi,0.5,5
1282,RAS_037,low,0.5,1
1283,RAS_037,hi,0.444444444444444,9
1284,RAS_037,mid,0.75,5
1285,RAS_037,mid,0.5,2
1286,RAS_037,low,0.464285714285714,7
1287,RAS_037,mid,0.5,5
1288,RAS_037,mid,0.5,5
1289,RAS_037,hi,0.4375,4
1290,RAS_037,mid,0.6875,4
1291,RAS_037,mid,0.428571428571429,7
1292,RAS_037,low,0.25,8
1293,RAS_037,mid,0.5,8
1294,RAS_037,mid,0.5,1
1295,RAS_037,mid,0.5,5
1296,RAS_037,mid,0.5,1
1297,RAS_037,hi,0.525,10
1298,RAS_037,mid,0.5625,8
1299,RAS_037,mid,0.45,10
1300,RAS_037,low,0.5,10
1301,RAS_037,mid,0.472222222222222,9
1302,RAS_037,hi,0.5625,8
1303,RAS_037,mid,0.625,2
1304,RAS_037,mid,0.5,5
1305,RAS_037,hi,1,2
1306,RAS_037,mid,0.388888888888889,9
1307,RAS_037,mid,0.5,5
1308,RAS_037,mid,0.5,1
1309,RAS_037,low,0.5,5
1310,RAS_037,low,0.5,2
1311,RAS_037,mid,0.3125,4
1312,RAS_037,low,0.3125,4
1313,RAS_037,mid,0.35,5
1314,RAS_037,mid,0.5,1
1315,RAS_037,low,0.25,1
1316,RAS_037,low,0.138888888888889,9
1317,RAS_037,mid,0.375,10
1318,RAS_037,mid,0.55,5
1319,RAS_037,mid,0.464285714285714,7
1320,RAS_037,hi,0.5,7
1321,RAS_038,mid,0.5,5
1322,RAS_038,mid,0.375,4
1323,RAS_038,low,0.25,5
1324,RAS_038,low,0.2,10
1325,RAS_038,mid,0.25,5
1326,RAS_038,hi,0.625,4
1327,RAS_038,mid,0.5,5
1328,RAS_038,mid,0.25,4
1329,RAS_038,low,0.125,4
1330,RAS_038,mid,0.4,5
1331,RAS_038,hi,0.285714285714286,7
1332,RAS_038,hi,0.444444444444444,9
1333,RAS_038,mid,0.375,2
1334,RAS_038,low,0.285714285714286,7
1335,RAS_038,mid,0.5,1
1336,RAS_038,mid,0.277777777777778,9
1337,RAS_038,hi,0.75,2
1338,RAS_038,mid,0.5,5
1339,RAS_038,mid,0.5,2
1340,RAS_038,hi,0.75,5
1341,RAS_038,mid,0.3125,8
1342,RAS_038,mid,0.375,10
1343,RAS_038,mid,0.4,5
1344,RAS_038,low,0.111111111111111,9
1345,RAS_038,mid,0.5,7
1346,RAS_038,mid,0.5,1
1347,RAS_038,low,0,1
1348,RAS_038,mid,0.5,5
1349,RAS_038,low,0,2
1350,RAS_038,mid,0.25,7
1351,RAS_038,mid,0.5,10
1352,RAS_038,mid,0.5,1
1353,RAS_038,mid,0.5,5
1354,RAS_038,hi,0.625,10
1355,RAS_038,mid,0.5,1
1356,RAS_038,low,0,1
1357,RAS_038,hi,0.5,8
1358,RAS_038,mid,0.3125,8
1359,RAS_038,mid,0.305555555555556,9
1360,RAS_038,low,0.0625,8
1361,RAS_040,mid,0.5,1
1362,RAS_040,mid,0.5,5
1363,RAS_040,mid,0.5,5
1364,RAS_040,mid,0.75,4
1365,RAS_040,mid,0.25,5
1366,RAS_040,hi,0.45,10
1367,RAS_040,mid,0.25,10
1368,RAS_040,mid,0.5,1
1369,RAS_040,mid,0.285714285714286,7
1370,RAS_040,hi,0.55,5
1371,RAS_040,mid,0.25,7
1372,RAS_040,mid,0.5,5
1373,RAS_040,hi,0.5,2
1374,RAS_040,mid,0.45,5
1375,RAS_040,hi,0.4375,4
1376,RAS_040,mid,0.375,2
1377,RAS_040,low,0.25,1
1378,RAS_040,hi,0.357142857142857,7
1379,RAS_040,low,0.2,5
1380,RAS_040,mid,0.25,1
1381,RAS_040,low,0.125,2
1382,RAS_040,mid,0.333333333333333,9
1383,RAS_040,low,0.25,1
1384,RAS_040,mid,0.375,2
1385,RAS_040,low,0.25,10
1386,RAS_040,mid,0.3125,8
1387,RAS_040,mid,0.5,5
1388,RAS_040,hi,0.5,8
1389,RAS_040,low,0.214285714285714,7
1390,RAS_040,mid,0.425,10
1391,RAS_040,low,0.1875,4
1392,RAS_040,low,0.194444444444444,9
1393,RAS_040,mid,0.5,5
1394,RAS_040,mid,0.3125,4
1395,RAS_040,mid,0.5,5
1396,RAS_040,mid,0.5,1
1397,RAS_040,hi,0.722222222222222,9
1398,RAS_040,low,0.15625,8
1399,RAS_040,mid,0.3125,8
1400,RAS_040,mid,0.444444444444444,9
1401,RAS_001,amb,0.6,5
1402,RAS_001,amb,0.5,2
1403,RAS_001,amb,0.525,10
1404,RAS_001,amb,0.40625,8
1405,RAS_001,amb,0.45,10
1406,RAS_001,amb,0.525,10
1407,RAS_001,amb,0.475,10
1408,RAS_001,amb,0.5,2
1409,RAS_001,amb,0.55,10
1410,RAS_001,amb,0.535714285714286,7
1411,RAS_001,amb,0.53125,8
1412,RAS_001,amb,0.5,2
1413,RAS_001,amb,0.5,7
1414,RAS_001,amb,0.464285714285714,7
1415,RAS_001,amb,0.416666666666667,9
1416,RAS_001,amb,0.5,10
1417,RAS_001,amb,0.5625,4
1418,RAS_001,amb,0.625,2
1419,RAS_001,amb,0.46875,8
1420,RAS_001,amb,0.53125,8
1421,RAS_001,amb,0.5,2
1422,RAS_001,amb,0.625,4
1423,RAS_001,amb,0.5625,4
1424,RAS_001,amb,0.5,8
1425,RAS_001,amb,0.5,5
1426,RAS_001,amb,0.625,2
1427,RAS_001,amb,0.464285714285714,7
1428,RAS_001,amb,0.535714285714286,7
1429,RAS_001,amb,0.5,2
1430,RAS_001,amb,0.5,2
1431,RAS_001,amb,0.555555555555556,9
1432,RAS_001,amb,0.5,9
1433,RAS_001,amb,0.875,2
1434,RAS_001,amb,0.5,2
1435,RAS_001,amb,0.6,5
1436,RAS_001,amb,0.555555555555556,9
1437,RAS_001,amb,0.53125,8
1438,RAS_001,amb,0.5625,4
1439,RAS_001,amb,0.8125,8
1440,RAS_001,amb,0.45,10
1441,RAS_001,amb,0.625,2
1442,RAS_001,amb,0.4375,8
1443,RAS_001,amb,0.6,5
1444,RAS_001,amb,0.525,10
1445,RAS_001,amb,0.527777777777778,9
1446,RAS_001,amb,0.625,2
1447,RAS_001,amb,0.5,5
1448,RAS_001,amb,0.5,2
1449,RAS_001,amb,0.583333333333333,9
1450,RAS_001,amb,0.4375,4
1451,RAS_001,amb,0.5625,4
1452,RAS_001,amb,0.5,2
1453,RAS_001,amb,0.6,5
1454,RAS_001,amb,0.416666666666667,9
1455,RAS_001,amb,0.625,2
1456,RAS_001,amb,0.53125,8
1457,RAS_001,amb,0.5,8
1458,RAS_001,amb,0.535714285714286,7
1459,RAS_001,amb,0.35,10
1460,RAS_001,amb,0.575,10
1461,RAS_001,amb,0.625,2
1462,RAS_001,amb,0.5,4
1463,RAS_001,amb,0.535714285714286,7
1464,RAS_001,amb,0.5625,4
1465,RAS_001,amb,0.625,2
1466,RAS_001,amb,0.428571428571429,7
1467,RAS_001,amb,0.5,2
1468,RAS_001,amb,0.555555555555556,9
1469,RAS_001,amb,0.5,5
1470,RAS_001,amb,0.5,2
1471,RAS_001,amb,0.5,9
1472,RAS_001,amb,0.6,5
1473,RAS_001,amb,0.5,7
1474,RAS_001,amb,0.6,5
1475,RAS_001,amb,0.178571428571429,7
1476,RAS_001,amb,0.625,4
1477,RAS_001,amb,0.527777777777778,9
1478,RAS_001,amb,0.6,5
1479,RAS_001,amb,0.5625,4
1480,RAS_001,amb,0.75,2
1481,RAS_002,amb,0.25,10
1482,RAS_002,amb,0.3,5
1483,RAS_002,amb,0.25,2
1484,RAS_002,amb,0.25,7
1485,RAS_002,amb,0.34375,8
1486,RAS_002,amb,0.357142857142857,7
1487,RAS_002,amb,0.25,5
1488,RAS_002,amb,0.125,2
1489,RAS_002,amb,0.375,4
1490,RAS_002,amb,0.25,5
1491,RAS_002,amb,0.25,9
1492,RAS_002,amb,0.3125,4
1493,RAS_002,amb,0.3,10
1494,RAS_002,amb,0.325,10
1495,RAS_002,amb,0.25,8
1496,RAS_002,amb,0.3125,4
1497,RAS_002,amb,0.375,2
1498,RAS_002,amb,0.3,5
1499,RAS_002,amb,0.375,10
1500,RAS_002,amb,0.35,5
1501,RAS_002,amb,0.25,9
1502,RAS_002,amb,0.25,10
1503,RAS_002,amb,0.321428571428571,7
1504,RAS_002,amb,0.375,4
1505,RAS_002,amb,0.277777777777778,9
1506,RAS_002,amb,0.325,10
1507,RAS_002,amb,0.25,2
1508,RAS_002,amb,0.25,2
1509,RAS_002,amb,0.277777777777778,9
1510,RAS_002,amb,0.357142857142857,7
1511,RAS_002,amb,0.5,5
1512,RAS_002,amb,0.3125,8
1513,RAS_002,amb,0.25,2
1514,RAS_002,amb,0.357142857142857,7
1515,RAS_002,amb,0.125,2
1516,RAS_002,amb,0.222222222222222,9
1517,RAS_002,amb,0.3125,8
1518,RAS_002,amb,0.3,10
1519,RAS_002,amb,0.125,2
1520,RAS_002,amb,0.3125,4
1521,RAS_002,amb,0.3,10
1522,RAS_002,amb,0.277777777777778,9
1523,RAS_002,amb,0.285714285714286,7
1524,RAS_002,amb,0.3125,8
1525,RAS_002,amb,0.3,5
1526,RAS_002,amb,0.25,2
1527,RAS_002,amb,0.321428571428571,7
1528,RAS_002,amb,0.25,2
1529,RAS_002,amb,0.285714285714286,7
1530,RAS_002,amb,0.2,5
1531,RAS_002,amb,0.25,2
1532,RAS_002,amb,0.125,2
1533,RAS_002,amb,0.25,2
1534,RAS_002,amb,0.25,2
1535,RAS_002,amb,0.125,2
1536,RAS_002,amb,0.21875,8
1537,RAS_002,amb,0.277777777777778,9
1538,RAS_002,amb,0.25,8
1539,RAS_002,amb,0.375,2
1540,RAS_002,amb,0.375,4
1541,RAS_002,amb,0.2,10
1542,RAS_002,amb,0.3125,8
1543,RAS_002,amb,0.321428571428571,7
1544,RAS_002,amb,0.25,2
1545,RAS_002,amb,0.21875,8
1546,RAS_002,amb,0.4,10
1547,RAS_002,amb,0.25,8
1548,RAS_002,amb,0.25,5
1549,RAS_002,amb,0.25,4
1550,RAS_002,amb,0.3125,4
1551,RAS_002,amb,0.3125,4
1552,RAS_002,amb,0.333333333333333,9
1553,RAS_002,amb,0.25,9
1554,RAS_002,amb,0.25,2
1555,RAS_002,amb,0.35,5
1556,RAS_002,amb,0.321428571428571,7
1557,RAS_002,amb,0.3125,4
1558,RAS_002,amb,0.166666666666667,9
1559,RAS_002,amb,0.25,2
1560,RAS_002,amb,0.25,2
1561,RAS_003,amb,0.214285714285714,7
1562,RAS_003,amb,0.25,2
1563,RAS_003,amb,0.142857142857143,7
1564,RAS_003,amb,0.5,2
1565,RAS_003,amb,0.1875,8
