ppnr,round,verdiensten,decision,price,mydrop,groupid,ingroupid,cv,signal,session,treatment,droporder,dropone,droptwo,dropthree,dropfour,dropfive,sigorder,sigone,sigtwo,sigthree,sigfour,sigfive,nashbidone,nashbidtwo,nashbidthree,nashbidfour,nashbidfive,bidsignalone,bidsignaltwo,bidsignalthree,bidsignalfour,bidsignalfive,bidsignal,sigavgone,sigavgtwo,sigavgthree,sigavgfour,sigavgfive,sigavg,brbidsignalone,brbidsignaltwo,brbidsignalthree,brbidsignalfour,brbidsignalfive,brbidsignal,sigavgonereal,sigavgtworeal,sigavgthreereal,sigavgfourreal,sigavgfivereal,nashbidreal,brsigavg,nashbid,brsigavgone,brsigavgtwo,brsigavgthree,brsigavgfour,brsigavgfive,profit,avgtotverd,totverdeuros,earnings,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,infosource,angledeg
252,3,20,0,131,130,1,4,90,111,25,1,3,110,126,130,131,131,3,72,108,111,126,147,79.885,100.57,101.87,106.18,112.21,72,108,111,126,147,111,72,90,97,104.25,109.5,97,90.541,102.7,103.72,108.78,115.88,103.72,72,118,121,108,117.75,112.1,98.185,101.87,90.541,94.949,98.185,102.85,106.82,-41,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,4,20,0,110,65,2,5,117,75,25,1,1,65,102,105,110,111,2,60,75,107,131,145,71.264,79.885,93.678,100.57,104.6,60,75,107,131,145,75,60,67.5,80.667,93.25,96.75,67.5,86.486,91.554,102.36,110.47,115.2,91.554,75,86,88,113.75,117.25,71.264,83.586,79.885,86.486,83.586,88.306,95.47,97.665,7,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,5,20,0,131,131,2,1,108,72,25,1,4,64,116,125,131,132,2,68,72,123,140,141,77.011,79.31,101.29,106.18,106.47,68,72,123,140,141,72,68,70,87.667,100.75,101,70,89.189,90.541,107.77,113.51,113.85,90.541,68,102,118.33,99,116.25,118.3,84.848,79.31,89.189,84.848,92.54,100.5,100.72,-23,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,6,-27,1,98,98,1,1,51,64,25,1,5,69,81,90,98,98,5,11,40,44,57,64,36.063,52.73,54.454,58.19,60.201,11,40,44,57,64,64,11,25.5,31.667,38,39.75,39.75,69.932,79.73,81.081,85.473,87.838,87.838,57,56.5,57.667,91,97,80.828,56.717,60.201,69.932,62.374,58.669,58.389,56.717,-47,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,7,20,0,100,3,2,5,93,45,25,1,1,3,98,99,100,101,2,36,45,94,107,108,54.023,59.195,80.316,84.052,84.339,36,45,94,107,108,45,36,40.5,58.333,70.5,70.75,40.5,78.378,81.419,97.973,102.36,102.7,81.419,45,19.5,101.33,104.5,107.75,54.023,69.949,59.195,78.378,69.949,74.798,80.201,78.987,-7,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,8,20,0,123,121,1,1,86,48,25,1,2,120,121,121,123,123,1,48,101,110,112,129,62.644,93.103,96.983,97.557,102.44,48,101,110,112,129,48,48,74.5,86.333,92.75,97,48,82.432,100.34,103.38,104.05,109.8,82.432,110,84,123.67,106.25,109,104.25,82.432,62.644,82.432,87.121,91.734,95.134,97.845,-37,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,9,14,1,111,111,2,3,105,128,25,1,5,61,94,96,111,111,5,34,90,97,103,128,52.586,84.77,87.787,89.511,96.695,34,90,97,103,128,128,34,62,73.667,81,87.25,87.25,77.703,96.622,98.986,101.01,109.46,109.46,34,75.5,95,106.75,113,102.31,90.841,96.695,77.703,80.808,84.073,87.248,90.841,-6,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,10,48,1,112,113,2,1,140,159,25,1,5,95,96,111,112,113,4,60,108,111,159,172,71.264,98.851,100.14,113.94,117.67,60,108,111,159,172,159,60,84,93,109.5,112.75,109.5,86.486,102.7,103.72,119.93,124.32,119.93,60,101.5,121.33,108.75,120.75,122.99,106.38,113.94,86.486,91.919,95.766,106.38,109.16,28,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,11,13,1,79,80,2,2,72,149,25,1,5,76,78,79,79,80,5,13,47,77,89,149,37.5,57.04,69.971,73.42,90.661,13,47,77,89,149,149,13,30,45.667,56.5,71.5,71.5,70.608,82.095,92.23,96.284,116.55,116.55,77,44.5,67.667,103.25,118.25,102.07,79.526,90.661,70.608,64.646,67.137,70.805,79.526,-7,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,12,33,1,100,100,2,4,113,133,25,1,5,93,94,99,100,100,4,77,87,102,133,171,83.477,89.224,95.69,104.6,115.52,77,87,102,133,171,133,77,82,88.667,99.75,109.25,99.75,92.23,95.608,100.68,111.15,123.99,111.15,87,97.5,119.67,100.25,114.25,118.53,99.832,104.6,92.23,90.909,93.145,99.832,106.65,13,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,13,20,0,88,88,1,3,94,102,25,1,3,85,86,88,88,89,2,81,102,106,106,113,86.351,98.42,100.14,100.14,102.16,81,102,106,106,113,102,81,91.5,96.333,98.75,100.5,91.5,93.581,100.68,102.03,102.03,104.39,100.68,81,99,91.333,107.5,107.5,97.299,95.707,98.42,93.581,95.707,97.782,99.161,100.36,6,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,14,20,0,103,89,2,3,77,76,25,1,1,89,99,102,103,104,3,49,71,76,93,112,63.362,76.006,78.161,83.046,88.506,49,71,76,93,112,76,49,60,65.333,72.25,77,65.333,82.77,90.203,91.892,97.635,104.05,91.892,76,69,103.33,104.25,98.75,63.362,79.032,78.161,82.77,79.798,79.032,81.376,83.477,-26,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,15,20,0,80,80,2,1,85,92,25,1,4,3,70,71,80,81,4,25,39,45,92,169,46.121,54.167,56.753,70.259,92.385,25,39,45,92,169,92,25,32,36.333,50.25,69.5,50.25,74.662,79.392,81.419,97.297,123.31,97.297,45,21,55,104,123.25,75.295,66.611,70.259,74.662,65.657,61.492,66.611,78.089,5,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,16,-14,1,125,125,2,1,91,133,25,1,5,86,103,115,125,125,4,73,100,129,133,182,80.603,96.121,108.62,109.77,123.85,73,100,129,133,182,133,73,86.5,100.67,108.75,121,108.75,90.878,100,109.8,111.15,127.7,111.15,73,107.5,129.33,106,114.25,127.33,105.87,109.77,90.878,93.182,100.4,105.87,115.09,-34,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,17,20,0,130,1,2,1,138,70,25,1,1,1,77,114,130,130,1,70,146,156,158,169,78.448,122.13,126.44,127.01,130.17,70,146,156,158,169,70,70,108,124,132.5,135.25,70,89.865,115.54,118.92,119.59,123.31,89.865,70,73.5,104,120,123.25,78.448,89.865,78.448,89.865,104.04,114.52,121.81,125.32,8,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,18,20,0,65,20,1,3,82,17,25,1,2,1,20,40,65,65,1,17,26,68,90,97,40.374,45.546,63.649,69.971,71.983,17,26,68,90,97,17,17,21.5,37,50.25,52,17,71.959,75,89.189,96.622,98.986,71.959,26,9,43.333,98,105.25,39.264,71.959,40.374,71.959,60.354,61.895,66.611,65.517,17,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,19,-3,1,94,94,2,5,71,113,25,1,5,5,90,93,94,94,4,60,88,107,113,115,71.264,87.356,95.546,97.27,97.845,60,88,107,113,115,113,60,74,85,92,92.5,92,86.486,95.946,102.36,104.39,105.07,104.39,60,46.5,95.667,109.25,109.75,91.322,94.631,97.27,86.486,86.869,90.927,94.631,94.612,-23,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,20,20,0,79,75,2,1,89,106,25,1,1,75,77,78,79,79,4,37,57,78,106,123,54.741,66.236,75.287,83.333,88.218,37,57,78,106,123,106,37,47,57.333,69.5,73.75,69.5,78.716,85.473,92.568,102.03,107.77,102.03,106,76.5,70.333,90.25,111.75,54.741,79.53,83.333,78.716,73.232,74.194,79.53,81.142,10,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,21,20,0,127,111,2,5,95,94,25,1,2,110,111,112,127,127,2,88,94,109,119,175,91.379,94.828,101.29,104.17,120.26,88,94,109,119,175,94,88,91,97,102.5,116.5,91,95.946,97.973,103.04,106.42,125.34,97.973,88,102,110.33,110.75,124.75,98.391,95.455,94.828,95.946,95.455,98.185,101.68,111.85,-32,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,22,2,1,93,94,2,4,75,116,25,1,5,16,93,93,93,94,4,56,65,83,116,117,68.391,73.563,81.322,90.805,91.092,56,65,83,116,117,116,56,60.5,68,80,80.25,80,85.135,88.176,94.257,105.41,105.74,105.41,83,36,83.667,110.25,110,93.943,86.577,90.805,85.135,80.051,80.645,86.577,85.812,-18,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,23,20,0,101,40,1,3,95,82,25,1,1,40,100,101,101,102,3,45,53,82,102,152,60.489,65.086,77.586,83.333,97.701,45,53,82,102,152,82,45,49,60,70.5,83,60,81.419,84.122,93.919,100.68,117.57,93.919,82,46.5,81.667,106.5,119,60.489,75.806,77.586,81.419,74.242,75.806,80.201,87.787,-6,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,24,20,0,128,115,2,2,96,126,25,1,3,80,81,115,128,128,3,78,107,126,131,162,84.195,100.86,109.05,110.49,119.4,78,107,126,131,162,126,78,92.5,103.67,110.5,118.25,103.67,92.568,102.36,108.78,110.47,120.95,108.78,107,79,96,113.75,121.5,104.08,102.22,109.05,92.568,96.212,102.22,107.05,113.11,-32,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,25,20,0,81,53,2,4,103,81,25,1,2,6,53,75,81,82,1,81,93,96,120,124,86.351,93.247,94.54,101.44,102.59,81,93,96,120,124,81,81,87,90,97.5,98.5,81,93.581,97.635,98.649,106.76,108.11,93.581,124,43.5,67.333,104.25,111,78.69,93.581,86.351,93.581,93.434,93.952,98.322,98.922,22,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,26,20,0,113,75,2,1,101,77,25,1,1,75,113,113,113,114,1,77,122,132,149,158,83.477,109.34,113.65,118.53,121.12,77,122,132,149,158,77,77,99.5,110.33,120,122.25,77,92.23,107.43,110.81,116.55,119.59,92.23,77,98.5,125,120.5,114,83.477,92.23,83.477,92.23,99.747,106.25,113.42,115.98,-12,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,27,20,0,118,118,2,5,122,97,25,1,4,107,107,108,118,118,3,71,95,97,125,137,79.167,92.96,93.822,101.87,105.32,71,95,97,125,137,97,71,83,87.667,97,100,87.667,90.203,98.311,98.986,108.45,112.5,98.986,125,122,95,104.75,105.25,114.8,92.54,93.822,90.203,91.414,92.54,97.987,100,4,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,28,51,1,105,105,2,5,136,141,25,1,5,102,102,102,105,105,5,104,119,129,133,141,102.87,111.49,115.8,116.95,119.25,104,119,129,133,141,141,104,111.5,117.33,121.25,123.25,123.25,101.35,106.42,109.8,111.15,113.85,113.85,104,115.5,112.33,110.75,116.25,112.89,116.7,119.25,101.35,105.81,110.48,114.26,116.7,31,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,29,20,0,70,5,1,4,83,47,25,1,1,5,6,40,70,70,1,47,47,70,110,114,61.925,61.925,71.839,83.333,84.483,47,47,70,110,114,47,47,47,54.667,68.5,69.5,47,82.095,82.095,89.865,103.38,104.73,82.095,47,26,27.333,108.5,109.5,61.925,82.095,61.925,82.095,73.232,72.581,78.859,78.089,13,17.866667,33.6,128,,,,,,,,,,,0,40.94326
252,30,19,1,122,123,1,3,121,141,25,1,5,94,95,111,122,123,5,109,110,125,129,141,106.47,107.04,113.51,114.66,118.1,109,110,125,129,141,141,109,109.5,114.67,118.25,121.25,121.25,103.04,103.38,108.45,109.8,113.85,113.85,110,101.5,105,113.25,116.25,113.84,115.27,118.1,103.04,104.8,108.87,112.25,115.27,-1,17.866667,33.6,128,,,,,,,,,,,0,40.94326
253,1,20,0,107,107,2,4,123,136,25,1,4,16,105,106,107,107,3,58,113,136,166,180,69.828,101.44,111.35,119.97,123.99,58,113,136,166,180,136,58,85.5,102.33,118.25,121.75,102.33,85.811,104.39,112.16,122.3,127.03,112.16,166,37,107.67,115,126,113.85,101.41,111.35,85.811,92.677,101.41,112.25,115.62,16,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,2,41,1,90,91,1,5,111,143,25,1,5,1,85,86,90,91,5,78,105,106,132,143,84.195,99.713,100.14,107.61,110.78,78,105,106,132,143,143,78,91.5,96.333,105.25,108,108,92.568,101.69,102.03,110.81,114.53,114.53,132,39.5,91.667,107.5,116.75,96.663,105.75,110.78,92.568,95.707,97.782,103.52,105.75,21,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,3,20,0,113,112,2,5,130,182,25,1,3,73,93,112,113,114,5,110,121,161,164,182,107.18,113.51,130.75,131.61,136.78,110,121,161,164,182,182,110,115.5,130.67,139,143.5,143.5,103.38,107.09,120.61,121.62,127.7,127.7,161,91.5,122.67,111.25,122,120.96,131.25,136.78,103.38,107.83,118.55,126.17,131.25,17,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,4,44,1,55,55,1,4,79,98,25,1,5,36,38,50,55,55,4,45,53,79,98,120,60.489,65.086,76.293,81.753,88.075,45,53,79,98,120,98,45,49,59,68.75,74.25,68.75,81.419,84.122,92.905,99.324,106.76,99.324,79,78,40.333,94.25,105.5,75.034,79.027,81.753,81.419,74.242,75.202,79.027,81.501,24,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,5,20,0,83,32,1,1,101,38,25,1,1,32,65,71,83,83,1,38,82,98,110,118,55.46,80.747,87.644,91.092,93.391,38,82,98,110,118,38,38,60,72.667,82,84,38,79.054,93.919,99.324,103.38,106.08,79.054,38,71,76,101.5,110.5,55.46,79.054,55.46,79.054,79.798,83.468,87.919,88.506,18,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,6,20,0,98,98,1,5,51,40,25,1,4,69,81,90,98,98,2,11,40,44,57,64,36.063,52.73,54.454,58.19,60.201,11,40,44,57,64,40,11,25.5,31.667,38,39.75,25.5,69.932,79.73,81.081,85.473,87.838,79.73,57,56.5,57.667,91,97,78.816,62.374,52.73,69.932,62.374,58.669,58.389,56.717,-47,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,7,20,0,100,99,2,3,93,108,25,1,3,3,98,99,100,101,5,36,45,94,107,108,54.023,59.195,80.316,84.052,84.339,36,45,94,107,108,108,36,40.5,58.333,70.5,70.75,70.75,78.378,81.419,97.973,102.36,102.7,102.7,45,19.5,101.33,104.5,107.75,83.575,78.987,84.339,78.378,69.949,74.798,80.201,78.987,-7,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,8,20,0,122,113,2,4,94,155,25,1,3,111,112,113,122,122,5,94,95,141,154,155,95.69,96.264,116.09,119.83,120.11,94,95,141,154,155,155,94,94.5,110,121,121.25,121.25,97.973,98.311,113.85,118.24,118.58,118.58,95,126,126.33,104.5,119.5,121.95,115.27,120.11,97.973,97.222,106.05,114.09,115.27,-28,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,9,20,0,102,101,1,2,102,95,25,1,2,100,101,101,102,102,4,86,93,93,95,125,89.943,93.966,93.966,94.54,103.16,86,93,93,95,125,95,86,89.5,90.667,91.75,99.25,91.75,95.27,97.635,97.635,98.311,108.45,98.311,93,96.5,99,102.5,112.25,97.213,94.463,94.54,95.27,94.697,94.355,94.463,99.461,0,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,10,20,0,112,111,2,3,140,172,25,1,3,95,96,111,112,113,5,60,108,111,159,172,71.264,98.851,100.14,113.94,117.67,60,108,111,159,172,172,60,84,93,109.5,112.75,112.75,86.486,102.7,103.72,119.93,124.32,124.32,60,101.5,121.33,108.75,120.75,103.13,109.16,117.67,86.486,91.919,95.766,106.38,109.16,28,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,11,20,0,79,79,2,5,72,47,25,1,3,76,78,79,79,80,2,13,47,77,89,149,37.5,57.04,69.971,73.42,90.661,13,47,77,89,149,47,13,30,45.667,56.5,71.5,30,70.608,82.095,92.23,96.284,116.55,82.095,77,44.5,67.667,103.25,118.25,81.718,64.646,57.04,70.608,64.646,67.137,70.805,79.526,-7,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,12,20,0,99,76,1,1,75,65,25,1,1,76,76,78,99,99,3,27,61,65,77,126,47.557,67.098,68.822,72.27,86.351,27,61,65,77,126,65,27,44,51,57.5,69.75,51,75.338,86.824,88.176,92.23,108.78,88.176,27,70.5,71,100.25,112.5,73.172,70.363,68.822,75.338,71.717,70.363,71.477,78.269,-24,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,13,26,1,88,89,1,4,94,106,25,1,5,85,86,88,88,89,4,81,102,106,106,113,86.351,98.42,100.14,100.14,102.16,81,102,106,106,113,106,81,91.5,96.333,98.75,100.5,98.75,93.581,100.68,102.03,102.03,104.39,102.03,81,99,91.333,107.5,107.5,96.533,99.161,100.14,93.581,95.707,97.782,99.161,100.36,6,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,14,20,0,98,91,1,1,101,71,25,1,2,90,91,96,98,98,1,71,83,106,122,148,79.167,86.063,95.977,100.57,108.05,71,83,106,122,148,71,71,77,86.667,95.5,102,71,90.203,94.257,102.03,107.43,116.22,90.203,83,80.5,96,111.5,118,88.391,90.203,79.167,90.203,88.384,91.935,96.98,101.44,3,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,15,20,0,80,71,2,4,85,25,25,1,3,3,70,71,80,81,1,25,39,45,92,169,46.121,54.167,56.753,70.259,92.385,25,39,45,92,169,25,25,32,36.333,50.25,69.5,25,74.662,79.392,81.419,97.297,123.31,74.662,45,21,55,104,123.25,56.017,74.662,46.121,74.662,65.657,61.492,66.611,78.089,5,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,16,20,0,125,103,2,4,91,129,25,1,2,86,103,115,125,125,3,73,100,129,133,182,80.603,96.121,108.62,109.77,123.85,73,100,129,133,182,129,73,86.5,100.67,108.75,121,100.67,90.878,100,109.8,111.15,127.7,109.8,73,107.5,129.33,106,114.25,97.425,100.4,108.62,90.878,93.182,100.4,105.87,115.09,-34,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,17,20,0,108,80,1,2,89,45,25,1,1,80,81,83,108,109,2,5,45,103,118,127,31.753,54.741,79.741,84.052,86.638,5,45,103,118,127,45,5,25,51,67.75,70,25,67.905,81.419,101.01,106.08,109.12,81.419,45,42.5,88.333,112.75,110.5,31.753,62.121,54.741,67.905,62.121,70.363,78.356,78.448,-19,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,18,20,0,65,65,1,1,82,68,25,1,4,1,20,40,65,65,3,17,26,68,90,97,40.374,45.546,63.649,69.971,71.983,17,26,68,90,97,68,17,21.5,37,50.25,52,37,71.959,75,89.189,96.622,98.986,89.189,26,9,43.333,98,105.25,57.372,61.895,63.649,71.959,60.354,61.895,66.611,65.517,17,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,19,20,0,121,121,1,1,92,104,25,1,3,120,121,121,121,122,4,73,97,100,104,176,80.603,94.397,95.69,96.839,117.53,73,97,100,104,176,104,73,85,90,93.5,111.5,93.5,90.878,98.986,100,101.35,125.68,101.35,100,108.5,115.33,125,99.25,107.59,95.638,96.839,90.878,92.424,93.952,95.638,108.26,-29,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,20,20,0,79,77,2,2,89,78,25,1,2,75,77,78,79,79,3,37,57,78,106,123,54.741,66.236,75.287,83.333,88.218,37,57,78,106,123,78,37,47,57.333,69.5,73.75,57.333,78.716,85.473,92.568,102.03,107.77,92.568,106,76.5,70.333,90.25,111.75,70.69,74.194,75.287,78.716,73.232,74.194,79.53,81.142,10,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,21,20,0,94,93,1,1,106,83,25,1,2,32,93,94,94,95,4,57,77,81,83,158,69.109,80.603,82.328,82.902,104.45,57,77,81,83,158,83,57,67,71.667,74.5,93.25,74.5,85.473,92.23,93.581,94.257,119.59,94.257,57,57.5,87.667,101.25,120.5,74.276,82.886,82.902,85.473,83.333,82.863,82.886,95.151,12,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,22,20,0,111,111,1,1,123,146,25,1,4,0,85,110,111,112,4,74,136,141,146,152,81.322,116.95,119.11,120.55,122.27,74,136,141,146,152,146,74,105,117,124.25,125.75,124.25,91.216,112.16,113.85,115.54,117.57,115.54,141,37,102,117.5,119,104.79,116.28,120.55,91.216,102.53,110.28,116.28,118.5,12,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,23,20,0,101,100,1,5,95,53,25,1,2,40,100,101,101,102,2,45,53,82,102,152,60.489,65.086,77.586,83.333,97.701,45,53,82,102,152,53,45,49,60,70.5,83,49,81.419,84.122,93.919,100.68,117.57,84.122,82,46.5,81.667,106.5,119,61.954,74.242,65.086,81.419,74.242,75.806,80.201,87.787,-6,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,24,20,0,100,100,1,4,116,127,25,1,4,48,90,93,100,100,3,79,104,127,135,170,84.914,99.282,109.2,111.49,121.55,79,104,127,135,170,127,79,91.5,103.33,111.25,120,103.33,92.905,101.35,109.12,111.82,123.65,109.12,104,63.5,116.67,112.75,114.75,101.6,102.02,109.2,92.905,95.707,102.02,107.55,114.37,16,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,25,20,0,103,101,1,5,99,135,25,1,3,100,101,101,103,103,5,72,84,89,132,135,79.885,86.782,88.937,101.29,102.16,72,84,89,132,135,135,72,78,81.667,94.25,95,95,90.541,94.595,96.284,110.81,111.82,111.82,72,92,112.33,103.25,114,95.489,96.408,102.16,90.541,88.889,88.911,96.141,96.408,-4,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,26,20,0,113,113,2,5,101,122,25,1,2,75,113,113,113,114,2,77,122,132,149,158,83.477,109.34,113.65,118.53,121.12,77,122,132,149,158,122,77,99.5,110.33,120,122.25,99.5,92.23,107.43,110.81,116.55,119.59,107.43,77,98.5,125,120.5,114,108.05,99.747,109.34,92.23,99.747,106.25,113.42,115.98,-12,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,27,20,0,97,95,1,5,93,78,25,1,2,1,95,95,97,98,2,45,78,84,139,140,60.489,79.454,82.04,97.845,98.132,45,78,84,139,140,78,45,61.5,69,86.5,86.75,61.5,81.419,92.568,94.595,113.18,113.51,92.568,45,39.5,91.333,116,115.75,69.149,80.556,79.454,81.419,80.556,81.25,90.94,90.481,-4,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,28,20,0,105,102,2,4,136,104,25,1,1,102,102,102,105,105,1,104,119,129,133,141,102.87,111.49,115.8,116.95,119.25,104,119,129,133,141,104,104,111.5,117.33,121.25,123.25,104,101.35,106.42,109.8,111.15,113.85,101.35,104,115.5,112.33,110.75,116.25,102.87,101.35,102.87,101.35,105.81,110.48,114.26,116.7,31,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,29,20,0,122,122,2,3,133,131,25,1,4,3,120,122,122,122,2,101,131,139,142,157,100.72,117.96,121.41,122.27,126.58,101,131,139,142,157,131,101,116,123.67,128.25,132,116,100.34,110.47,113.18,114.19,119.26,110.47,101,72.5,123.67,115.75,120.25,108.03,108.08,117.96,100.34,108.08,114.31,118.96,122.99,11,21.7,31.3,121,,,,,,,,,,,0,22.120502
253,30,20,0,105,105,2,1,105,127,25,1,4,69,70,101,105,106,4,52,94,118,127,139,65.517,89.655,100,102.59,106.03,52,94,118,127,139,127,52,73,88,97.75,100.75,97.75,83.784,97.973,106.08,109.12,113.18,109.12,52,93.5,78,112.75,115.75,100.62,98.49,102.59,83.784,86.364,92.742,98.49,100.54,0,21.7,31.3,121,,,,,,,,,,,0,22.120502
254,1,20,0,107,106,2,3,123,113,25,1,3,16,105,106,107,107,2,58,113,136,166,180,69.828,101.44,111.35,119.97,123.99,58,113,136,166,180,113,58,85.5,102.33,118.25,121.75,85.5,85.811,104.39,112.16,122.3,127.03,104.39,166,37,107.67,115,126,105.08,92.677,101.44,85.811,92.677,101.41,112.25,115.62,16,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,2,20,0,90,86,1,3,111,105,25,1,3,1,85,86,90,91,2,78,105,106,132,143,84.195,99.713,100.14,107.61,110.78,78,105,106,132,143,105,78,91.5,96.333,105.25,108,91.5,92.568,101.69,102.03,110.81,114.53,101.69,132,39.5,91.667,107.5,116.75,85.483,95.707,99.713,92.568,95.707,97.782,103.52,105.75,21,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,3,20,0,113,93,2,3,130,110,25,1,2,73,93,112,113,114,1,110,121,161,164,182,107.18,113.51,130.75,131.61,136.78,110,121,161,164,182,110,110,115.5,130.67,139,143.5,110,103.38,107.09,120.61,121.62,127.7,103.38,161,91.5,122.67,111.25,122,107.1,103.38,107.18,103.38,107.83,118.55,126.17,131.25,17,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,4,20,0,110,102,2,2,117,107,25,1,2,65,102,105,110,111,3,60,75,107,131,145,71.264,79.885,93.678,100.57,104.6,60,75,107,131,145,107,60,67.5,80.667,93.25,96.75,80.667,86.486,91.554,102.36,110.47,115.2,102.36,75,86,88,113.75,117.25,79.195,88.306,93.678,86.486,83.586,88.306,95.47,97.665,7,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,5,20,0,131,125,2,5,108,123,25,1,3,64,116,125,131,132,3,68,72,123,140,141,77.011,79.31,101.29,106.18,106.47,68,72,123,140,141,123,68,70,87.667,100.75,101,87.667,89.189,90.541,107.77,113.51,113.85,107.77,68,102,118.33,99,116.25,108.63,92.54,101.29,89.189,84.848,92.54,100.5,100.72,-23,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,6,20,0,118,112,2,1,118,105,25,1,1,112,112,112,118,118,3,36,97,105,107,152,54.023,89.08,92.529,93.103,106.03,36,97,105,107,152,105,36,66.5,79.333,86.25,97.5,79.333,78.378,98.986,101.69,102.36,117.57,101.69,36,104.5,109.67,107.75,119,106.57,87.5,92.529,78.378,83.081,87.5,90.772,98.204,0,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,7,20,0,110,110,1,1,115,143,25,1,4,100,101,103,110,110,4,80,110,131,143,169,85.632,102.87,111.93,115.37,122.84,80,110,131,143,169,143,80,95,107,116,122.5,116,93.243,103.38,110.47,114.53,123.31,114.53,131,90,123.67,108.5,116.75,120.9,110.74,115.37,93.243,97.475,104.23,110.74,116.16,5,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,8,20,0,122,122,2,3,94,154,25,1,4,111,112,113,122,122,4,94,95,141,154,155,95.69,96.264,116.09,119.83,120.11,94,95,141,154,155,154,94,94.5,110,121,121.25,121,97.973,98.311,113.85,118.24,118.58,118.24,95,126,126.33,104.5,119.5,122.64,114.09,119.83,97.973,97.222,106.05,114.09,115.27,-28,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
254,9,20,0,111,96,2,2,105,97,25,1,3,61,94,96,111,111,3,34,90,97,103,128,52.586,84.77,87.787,89.511,96.695,34,90,97,103,128,97,34,62,73.667,81,87.25,73.667,77.703,96.622,98.986,101.01,109.46,98.986,34,75.5,95,106.75,113,91.948,84.073,87.787,77.703,80.808,84.073,87.248,90.841,-6,20.633333,27.4,100,,,,,,,,,,,0,0.3819662
