round,ppnr,groupid,ingroupid,bidnr,price,session,biddinground,currentprice,jump,decision,cv,signal,q5,q6,q7,q8,q9,q10,q11,q12,profit,firstjump,bidcount,entering,verdiensten
8,359,2,5,1,100,35,2,20,80,0,123,125,3,5,3,5,4,5,3,5,-2,,3,0,0
8,359,2,5,2,120,35,6,100,20,0,123,125,3,5,3,5,4,5,3,5,-2,,3,0,0
8,359,2,5,3,125,35,9,120,5,0,123,125,3,5,3,5,4,5,3,5,-2,,3,0,0
9,359,2,1,1,100,35,2,20,80,1,107,124,3,5,3,5,4,5,3,5,-33,,3,0,-33
9,359,2,1,2,105,35,6,100,5,1,107,124,3,5,3,5,4,5,3,5,-33,,3,0,-33
9,359,2,1,3,140,35,15,137,3,1,107,124,3,5,3,5,4,5,3,5,-33,,3,0,-33
10,359,1,5,1,50,35,4,20,30,0,83,64,3,5,3,5,4,5,3,5,-7,,5,0,0
10,359,1,5,2,63,35,9,60,3,0,83,64,3,5,3,5,4,5,3,5,-7,,5,0,0
10,359,1,5,3,66,35,10,65,1,0,83,64,3,5,3,5,4,5,3,5,-7,,5,0,0
10,359,1,5,4,75,35,12,70,5,0,83,64,3,5,3,5,4,5,3,5,-7,,5,0,0
10,359,1,5,5,90,35,24,88,2,0,83,64,3,5,3,5,4,5,3,5,-7,,5,0,0
11,359,1,2,1,50,35,2,0,50,0,54,76,3,5,3,5,4,5,3,5,-20,50,5,1,0
11,359,1,2,2,60,35,5,55,5,0,54,76,3,5,3,5,4,5,3,5,-20,50,5,1,0
11,359,1,2,3,66,35,7,62,4,0,54,76,3,5,3,5,4,5,3,5,-20,50,5,1,0
11,359,1,2,4,70,35,8,66,4,0,54,76,3,5,3,5,4,5,3,5,-20,50,5,1,0
11,359,1,2,5,74,35,9,70,4,0,54,76,3,5,3,5,4,5,3,5,-20,50,5,1,0
12,359,2,5,1,110,35,2,10,100,0,104,117,3,5,3,5,4,5,3,5,-6,,1,0,0
13,359,2,5,1,60,35,3,55,5,0,107,72,3,5,3,5,4,5,3,5,-15,,3,0,0
13,359,2,5,2,102,35,7,98,4,0,107,72,3,5,3,5,4,5,3,5,-15,,3,0,0
13,359,2,5,3,118,35,14,116,2,0,107,72,3,5,3,5,4,5,3,5,-15,,3,0,0
14,359,1,2,1,65,35,7,60,5,0,75,82,3,5,3,5,4,5,3,5,-36,,3,0,0
14,359,1,2,2,75,35,8,70,5,0,75,82,3,5,3,5,4,5,3,5,-36,,3,0,0
14,359,1,2,3,82,35,9,75,7,0,75,82,3,5,3,5,4,5,3,5,-36,,3,0,0
15,359,2,3,1,45,35,3,20,25,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
15,359,2,3,2,55,35,5,50,5,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
15,359,2,3,3,70,35,8,65,5,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
15,359,2,3,4,80,35,10,75,5,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
15,359,2,3,5,90,35,11,80,10,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
15,359,2,3,6,104,35,15,100,4,0,128,63,3,5,3,5,4,5,3,5,16,,6,0,0
16,359,1,1,1,105,35,5,30,75,1,89,95,3,5,3,5,4,5,3,5,-31,,2,0,-31
16,359,1,1,2,130,35,8,105,25,1,89,95,3,5,3,5,4,5,3,5,-31,,2,0,-31
17,359,2,1,1,60,35,2,0,60,0,131,102,3,5,3,5,4,5,3,5,-15,60,3,1,0
17,359,2,1,2,103,35,7,102,1,0,131,102,3,5,3,5,4,5,3,5,-15,60,3,1,0
17,359,2,1,3,145,35,20,140,5,0,131,102,3,5,3,5,4,5,3,5,-15,60,3,1,0
18,359,2,1,1,22,35,2,0,22,0,87,44,3,5,3,5,4,5,3,5,-3,22,1,1,0
19,359,1,5,1,100,35,2,30,70,1,139,121,3,5,3,5,4,5,3,5,1,,2,0,1
19,359,1,5,2,145,35,6,130,15,1,139,121,3,5,3,5,4,5,3,5,1,,2,0,1
20,359,2,5,1,80,35,3,30,50,0,108,113,3,5,3,5,4,5,3,5,-5,,4,0,0
20,359,2,5,2,100,35,4,80,20,0,108,113,3,5,3,5,4,5,3,5,-5,,4,0,0
20,359,2,5,3,105,35,6,101,4,0,108,113,3,5,3,5,4,5,3,5,-5,,4,0,0
20,359,2,5,4,112,35,8,109,3,0,108,113,3,5,3,5,4,5,3,5,-5,,4,0,0
21,359,2,2,1,100,35,2,0,100,1,63,99,3,5,3,5,4,5,3,5,-34,100,1,1,-34
22,359,2,5,1,100,35,3,11,89,0,105,128,3,5,3,5,4,5,3,5,-10,,3,0,0
22,359,2,5,2,110,35,7,101,9,0,105,128,3,5,3,5,4,5,3,5,-10,,3,0,0
22,359,2,5,3,115,35,8,110,5,0,105,128,3,5,3,5,4,5,3,5,-10,,3,0,0
23,359,1,3,1,50,35,3,10,40,0,56,76,3,5,3,5,4,5,3,5,-19,,4,0,0
23,359,1,3,2,66,35,6,50,16,0,56,76,3,5,3,5,4,5,3,5,-19,,4,0,0
23,359,1,3,3,70,35,7,66,4,0,56,76,3,5,3,5,4,5,3,5,-19,,4,0,0
23,359,1,3,4,75,35,9,71,4,0,56,76,3,5,3,5,4,5,3,5,-19,,4,0,0
24,359,2,3,1,100,35,2,0,100,0,130,146,3,5,3,5,4,5,3,5,0,100,3,1,0
24,359,2,3,2,120,35,3,100,20,0,130,146,3,5,3,5,4,5,3,5,0,100,3,1,0
24,359,2,3,3,130,35,6,123,7,0,130,146,3,5,3,5,4,5,3,5,0,100,3,1,0
25,359,2,2,1,80,35,3,10,70,0,107,101,3,5,3,5,4,5,3,5,-35,,4,0,0
25,359,2,2,2,120,35,9,115,5,0,107,101,3,5,3,5,4,5,3,5,-35,,4,0,0
25,359,2,2,3,128,35,13,126,2,0,107,101,3,5,3,5,4,5,3,5,-35,,4,0,0
25,359,2,2,4,140,35,19,139,1,0,107,101,3,5,3,5,4,5,3,5,-35,,4,0,0
26,359,1,2,1,15,35,3,13,2,0,80,24,3,5,3,5,4,5,3,5,2,,2,0,0
26,359,1,2,2,24,35,6,18,6,0,80,24,3,5,3,5,4,5,3,5,2,,2,0,0
27,359,2,5,1,135,35,2,0,135,0,128,166,3,5,3,5,4,5,3,5,-17,135,3,1,0
27,359,2,5,2,140,35,5,135,5,0,128,166,3,5,3,5,4,5,3,5,-17,135,3,1,0
27,359,2,5,3,145,35,8,141,4,0,128,166,3,5,3,5,4,5,3,5,-17,135,3,1,0
28,359,1,5,1,35,35,2,0,35,0,64,59,3,5,3,5,4,5,3,5,-21,35,3,1,0
28,359,1,5,2,70,35,7,66,4,0,64,59,3,5,3,5,4,5,3,5,-21,35,3,1,0
28,359,1,5,3,80,35,9,77,3,0,64,59,3,5,3,5,4,5,3,5,-21,35,3,1,0
29,359,1,1,1,100,35,1,0,100,0,102,117,3,5,3,5,4,5,3,5,-5,100,2,1,0
29,359,1,1,2,105,35,14,100,5,0,102,117,3,5,3,5,4,5,3,5,-5,100,2,1,0
30,359,2,2,1,100,35,2,0,100,0,115,141,3,5,3,5,4,5,3,5,-20,100,3,1,0
30,359,2,2,2,130,35,8,120,10,0,115,141,3,5,3,5,4,5,3,5,-20,100,3,1,0
30,359,2,2,3,135,35,10,131,4,0,115,141,3,5,3,5,4,5,3,5,-20,100,3,1,0
1,810,1,4,1,142,8,1,0,142,0,104,130,,,,,,,,,-96,142,5,1,0
1,810,1,4,2,145,8,13,142,3,0,104,130,,,,,,,,,-96,142,5,1,0
1,810,1,4,3,162,8,15,145,17,0,104,130,,,,,,,,,-96,142,5,1,0
1,810,1,4,4,170,8,26,165,5,0,104,130,,,,,,,,,-96,142,5,1,0
1,810,1,4,5,190,8,36,172,18,0,104,130,,,,,,,,,-96,142,5,1,0
2,810,2,4,1,42,8,4,24,18,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,2,55,8,7,52,3,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,3,61,8,8,55,6,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,4,75,8,11,69,6,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,5,89,8,16,76,13,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,6,99,8,19,95,4,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,7,115,8,22,100,15,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,8,129,8,31,115,14,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,9,145,8,37,129,16,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,10,160,8,52,145,15,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,11,169,8,67,160,9,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,12,180,8,77,169,11,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,13,190,8,89,180,10,1,72,40,,,,,,,,,-128,,14,0,-128
2,810,2,4,14,200,8,100,190,10,1,72,40,,,,,,,,,-128,,14,0,-128
3,810,1,4,1,97,8,1,0,97,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,2,120,8,4,115,5,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,3,142,8,5,120,22,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,4,150,8,9,142,8,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,5,165,8,10,150,15,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,6,180,8,12,165,15,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,7,190,8,16,180,10,1,114,88,,,,,,,,,-86,97,8,1,-86
3,810,1,4,8,200,8,17,190,10,1,114,88,,,,,,,,,-86,97,8,1,-86
4,810,2,1,1,63,8,1,0,63,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,2,78,8,12,66,12,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,3,89,8,14,79,10,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,4,98,8,15,89,9,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,5,114,8,18,100,14,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,6,126,8,22,114,12,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,7,138,8,35,127,11,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,8,149,8,39,147,2,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,9,159,8,41,151,8,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,10,168,8,44,159,9,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,11,179,8,45,168,11,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,12,189,8,49,180,9,0,81,49,,,,,,,,,-119,63,13,1,0
4,810,2,1,13,199,8,51,192,7,0,81,49,,,,,,,,,-119,63,13,1,0
5,810,1,1,1,106,8,1,0,106,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,2,135,8,11,120,15,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,3,147,8,15,136,11,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,4,159,8,17,148,11,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,5,170,8,20,160,10,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,6,181,8,22,172,9,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,7,190,8,24,188,2,0,89,93,,,,,,,,,-111,106,8,1,0
5,810,1,1,8,199,8,25,190,9,0,89,93,,,,,,,,,-111,106,8,1,0
6,810,1,4,1,125,8,3,30,95,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,2,130,8,7,125,5,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,3,139,8,8,130,9,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,4,149,8,9,139,10,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,5,170,8,11,149,21,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,6,180,8,12,170,10,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,7,190,8,13,180,10,1,81,109,,,,,,,,,-119,,8,0,-119
6,810,1,4,8,200,8,17,190,10,1,81,109,,,,,,,,,-119,,8,0,-119
7,810,2,4,1,96,8,1,0,96,1,90,76,,,,,,,,,-68,96,3,1,-68
7,810,2,4,2,108,8,6,100,8,1,90,76,,,,,,,,,-68,96,3,1,-68
7,810,2,4,3,160,8,8,110,50,1,90,76,,,,,,,,,-68,96,3,1,-68
8,810,1,2,1,98,8,2,0,98,1,84,76,,,,,,,,,-55,98,4,1,-55
8,810,1,2,2,115,8,4,100,15,1,84,76,,,,,,,,,-55,98,4,1,-55
8,810,1,2,3,130,8,8,120,10,1,84,76,,,,,,,,,-55,98,4,1,-55
8,810,1,2,4,146,8,12,130,16,1,84,76,,,,,,,,,-55,98,4,1,-55
9,810,1,5,1,190,8,4,79,111,1,112,171,,,,,,,,,-88,,2,0,-88
9,810,1,5,2,200,8,19,190,10,1,112,171,,,,,,,,,-88,,2,0,-88
10,810,2,3,1,150,8,1,0,150,1,105,136,,,,,,,,,-4,150,1,1,-4
11,810,2,2,1,180,8,1,0,180,1,151,169,,,,,,,,,2,180,1,1,2
12,810,1,3,1,89,8,3,30,59,0,107,63,,,,,,,,,-93,,3,0,0
12,810,1,3,2,190,8,10,182,8,0,107,63,,,,,,,,,-93,,3,0,0
12,810,1,3,3,200,8,12,191,9,0,107,63,,,,,,,,,-93,,3,0,0
13,810,1,3,1,115,8,3,99,16,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,2,120,8,5,115,5,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,3,130,8,7,125,5,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,4,140,8,8,130,10,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,5,150,8,9,140,10,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,6,157,8,10,150,7,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,7,169,8,11,157,12,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,8,190,8,13,169,21,1,92,99,,,,,,,,,-108,,9,0,-108
13,810,1,3,9,200,8,14,190,10,1,92,99,,,,,,,,,-108,,9,0,-108
14,810,1,3,1,78,8,6,71,7,0,69,64,,,,,,,,,-9,,1,0,0
17,810,1,3,1,100,8,5,96,4,0,96,156,,,,,,,,,-24,,1,0,0
18,810,1,1,1,65,8,4,60,5,0,134,123,,,,,,,,,24,,1,0,0
20,810,1,1,1,75,8,4,60,15,0,86,33,,,,,,,,,-25,,1,0,0
21,810,1,3,1,78,8,4,60,18,0,157,153,,,,,,,,,11,,1,0,0
22,810,1,2,1,105,8,3,101,4,0,116,98,,,,,,,,,-19,,1,0,0
23,810,1,4,1,85,8,5,80,5,0,109,163,,,,,,,,,-2,,1,0,0
24,810,1,5,1,75,8,5,70,5,0,73,68,,,,,,,,,-2,,1,0,0
25,810,2,1,1,79,8,3,30,49,0,90,79,,,,,,,,,-11,,1,0,0
26,810,1,1,1,80,8,3,70,10,0,103,113,,,,,,,,,-40,,1,0,0
27,810,2,4,1,50,8,3,39,11,0,121,63,,,,,,,,,42,,2,0,0
27,810,2,4,2,60,8,6,55,5,0,121,63,,,,,,,,,42,,2,0,0
28,810,2,3,1,91,8,8,90,1,0,98,129,,,,,,,,,-4,,1,0,0
29,810,2,1,1,98,8,2,95,3,0,111,75,,,,,,,,,0,,1,0,0
30,810,2,2,1,145,8,11,141,4,0,118,143,,,,,,,,,-40,,1,0,0
1,1010,1,4,1,60,10,3,56,4,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,2,81,10,5,61,20,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,3,85,10,8,81,4,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,4,89,10,10,86,3,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,5,91,10,12,90,1,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,6,93,10,16,92,1,0,111,101,,,,,,,,,11,,7,0,0
1,1010,1,4,7,95,10,17,93,2,0,111,101,,,,,,,,,11,,7,0,0
2,1010,2,1,1,99,10,2,10,89,1,66,105,,,,,,,,,-34,,2,0,-34
2,1010,2,1,2,105,10,12,100,5,1,66,105,,,,,,,,,-34,,2,0,-34
3,1010,1,1,1,50,10,5,40,10,0,63,30,,,,,,,,,-43,,1,0,0
5,1010,2,4,1,80,10,2,0,80,0,101,90,,,,,,,,,11,80,2,1,0
5,1010,2,4,2,82,10,5,80,2,0,101,90,,,,,,,,,11,80,2,1,0
6,1010,1,2,1,91,10,2,0,91,0,86,97,,,,,,,,,-44,91,1,1,0
7,1010,1,5,1,101,10,6,85,16,0,136,170,,,,,,,,,21,,5,0,0
7,1010,1,5,2,106,10,11,105,1,0,136,170,,,,,,,,,21,,5,0,0
7,1010,1,5,3,108,10,12,106,2,0,136,170,,,,,,,,,21,,5,0,0
7,1010,1,5,4,111,10,13,108,3,0,136,170,,,,,,,,,21,,5,0,0
7,1010,1,5,5,115,10,14,111,4,0,136,170,,,,,,,,,21,,5,0,0
8,1010,2,3,1,61,10,4,50,11,0,99,95,,,,,,,,,-25,,1,0,0
9,1010,2,2,1,88,10,1,0,88,0,84,98,,,,,,,,,-33,88,1,1,0
10,1010,1,3,1,50,10,1,0,50,0,144,56,,,,,,,,,14,50,1,1,0
11,1010,1,3,1,77,10,2,0,77,1,78,86,,,,,,,,,5,77,1,1,5
12,1010,1,3,1,50,10,3,20,30,0,81,109,,,,,,,,,11,,2,0,0
12,1010,1,3,2,70,10,4,50,20,0,81,109,,,,,,,,,11,,2,0,0
13,1010,2,2,1,50,10,2,0,50,0,95,74,,,,,,,,,15,50,1,1,0
14,1010,2,2,1,71,10,1,0,71,0,133,137,,,,,,,,,1,71,3,1,0
14,1010,2,2,2,106,10,6,101,5,0,133,137,,,,,,,,,1,71,3,1,0
14,1010,2,2,3,111,10,7,110,1,0,133,137,,,,,,,,,1,71,3,1,0
16,1010,1,1,1,51,10,2,0,51,0,112,83,,,,,,,,,-17,51,2,1,0
16,1010,1,1,2,71,10,6,69,2,0,112,83,,,,,,,,,-17,51,2,1,0
17,1010,2,3,1,56,10,1,0,56,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,2,61,10,5,56,5,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,3,65,10,6,61,4,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,4,71,10,7,65,6,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,5,73,10,8,71,2,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,6,77,10,9,73,4,1,70,104,,,,,,,,,-10,56,7,1,-10
17,1010,2,3,7,81,10,11,80,1,1,70,104,,,,,,,,,-10,56,7,1,-10
18,1010,1,1,1,35,10,2,20,15,0,75,60,,,,,,,,,-6,,1,0,0
19,1010,1,3,1,21,10,2,11,10,0,100,110,,,,,,,,,-16,,3,0,0
19,1010,1,3,2,55,10,4,52,3,0,100,110,,,,,,,,,-16,,3,0,0
19,1010,1,3,3,61,10,6,60,1,0,100,110,,,,,,,,,-16,,3,0,0
20,1010,1,2,1,35,10,2,0,35,0,84,35,,,,,,,,,12,35,1,1,0
21,1010,1,4,1,41,10,3,1,40,0,78,75,,,,,,,,,27,,1,0,0
22,1010,1,5,1,51,10,1,0,51,0,101,92,,,,,,,,,29,51,3,1,0
22,1010,1,5,2,61,10,6,52,9,0,101,92,,,,,,,,,29,51,3,1,0
22,1010,1,5,3,63,10,9,61,2,0,101,92,,,,,,,,,29,51,3,1,0
23,1010,2,1,1,51,10,3,40,11,0,78,88,,,,,,,,,-21,,1,0,0
25,1010,2,4,1,21,10,2,0,21,0,87,20,,,,,,,,,6,21,1,1,0
26,1010,2,3,1,51,10,3,40,11,0,126,164,,,,,,,,,0,,2,0,0
26,1010,2,3,2,121,10,4,120,1,0,126,164,,,,,,,,,0,,2,0,0
27,1010,2,1,1,51,10,1,0,51,0,87,89,,,,,,,,,-13,51,1,1,0
28,1010,2,2,1,21,10,2,0,21,0,116,62,,,,,,,,,36,21,1,1,0
29,1010,2,1,1,51,10,3,20,31,0,134,106,,,,,,,,,14,,1,0,0
30,1010,2,2,1,51,10,1,0,51,0,88,93,,,,,,,,,37,51,1,1,0
1,1510,1,2,1,90,15,1,0,90,0,143,82,,,,,,,,,28,90,4,1,0
1,1510,1,2,2,102,15,5,101,1,0,143,82,,,,,,,,,28,90,4,1,0
1,1510,1,2,3,112,15,7,110,2,0,143,82,,,,,,,,,28,90,4,1,0
1,1510,1,2,4,115,15,8,112,3,0,143,82,,,,,,,,,28,90,4,1,0
2,1510,1,5,1,100,15,3,50,50,1,139,163,,,,,,,,,42,,1,0,42
3,1510,2,3,1,100,15,1,0,100,1,137,132,,,,,,,,,-9,100,5,1,-9
3,1510,2,3,2,130,15,8,105,25,1,137,132,,,,,,,,,-9,100,5,1,-9
3,1510,2,3,3,138,15,11,130,8,1,137,132,,,,,,,,,-9,100,5,1,-9
3,1510,2,3,4,144,15,14,138,6,1,137,132,,,,,,,,,-9,100,5,1,-9
3,1510,2,3,5,147,15,16,144,3,1,137,132,,,,,,,,,-9,100,5,1,-9
4,1510,2,2,1,50,15,2,0,50,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,2,55,15,6,50,5,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,3,68,15,7,55,13,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,4,77,15,12,68,9,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,5,80,15,17,77,3,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,6,90,15,18,80,10,0,99,59,,,,,,,,,0,50,7,1,0
4,1510,2,2,7,93,15,22,90,3,0,99,59,,,,,,,,,0,50,7,1,0
5,1510,1,3,1,80,15,1,0,80,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,2,89,15,13,80,9,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,3,120,15,15,90,30,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,4,130,15,20,120,10,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,5,135,15,21,130,5,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,6,137,15,23,135,2,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,7,140,15,24,137,3,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,8,148,15,25,140,8,0,94,139,,,,,,,,,-56,80,9,1,0
5,1510,1,3,9,150,15,29,148,2,0,94,139,,,,,,,,,-56,80,9,1,0
6,1510,1,3,1,30,15,1,0,30,0,66,57,,,,,,,,,-25,30,3,1,0
6,1510,1,3,2,70,15,4,52,18,0,66,57,,,,,,,,,-25,30,3,1,0
6,1510,1,3,3,90,15,7,81,9,0,66,57,,,,,,,,,-25,30,3,1,0
7,1510,1,3,1,50,15,1,0,50,0,89,126,,,,,,,,,19,50,1,1,0
8,1510,2,2,1,55,15,5,50,5,0,113,37,,,,,,,,,1,,4,0,0
8,1510,2,2,2,77,15,8,65,12,0,113,37,,,,,,,,,1,,4,0,0
8,1510,2,2,3,99,15,14,85,14,0,113,37,,,,,,,,,1,,4,0,0
8,1510,2,2,4,112,15,19,100,12,0,113,37,,,,,,,,,1,,4,0,0
9,1510,2,2,1,80,15,1,0,80,1,120,151,,,,,,,,,-50,80,6,1,-50
9,1510,2,2,2,115,15,5,95,20,1,120,151,,,,,,,,,-50,80,6,1,-50
9,1510,2,2,3,150,15,10,130,20,1,120,151,,,,,,,,,-50,80,6,1,-50
9,1510,2,2,4,166,15,15,152,14,1,120,151,,,,,,,,,-50,80,6,1,-50
9,1510,2,2,5,170,15,20,166,4,1,120,151,,,,,,,,,-50,80,6,1,-50
9,1510,2,2,6,176,15,21,170,6,1,120,151,,,,,,,,,-50,80,6,1,-50
10,1510,1,3,1,24,15,6,4,20,0,121,157,,,,,,,,,-14,,3,0,0
10,1510,1,3,2,100,15,12,52,48,0,121,157,,,,,,,,,-14,,3,0,0
10,1510,1,3,3,130,15,22,125,5,0,121,157,,,,,,,,,-14,,3,0,0
11,1510,1,1,1,40,15,4,30,10,0,81,0,,,,,,,,,11,,2,0,0
11,1510,1,1,2,55,15,8,50,5,0,81,0,,,,,,,,,11,,2,0,0
12,1510,2,3,1,90,15,1,0,90,0,117,117,,,,,,,,,27,90,1,1,0
13,1510,1,1,1,95,15,4,30,65,0,109,119,,,,,,,,,14,,1,0,0
14,1510,1,3,1,120,15,1,0,120,1,92,111,,,,,,,,,-13,120,1,1,-13
15,1510,1,2,1,50,15,1,0,50,0,133,96,,,,,,,,,21,50,3,1,0
15,1510,1,2,2,100,15,6,91,9,0,133,96,,,,,,,,,21,50,3,1,0
15,1510,1,2,3,112,15,10,110,2,0,133,96,,,,,,,,,21,50,3,1,0
16,1510,1,4,1,50,15,1,0,50,0,111,71,,,,,,,,,-3,50,2,1,0
16,1510,1,4,2,90,15,7,75,15,0,111,71,,,,,,,,,-3,50,2,1,0
17,1510,1,5,1,100,15,1,0,100,0,89,124,,,,,,,,,-31,100,2,1,0
17,1510,1,5,2,120,15,6,115,5,0,89,124,,,,,,,,,-31,100,2,1,0
18,1510,2,1,1,120,15,1,0,120,0,84,140,,,,,,,,,-51,120,1,1,0
19,1510,1,1,1,70,15,1,0,70,0,74,117,,,,,,,,,-16,70,2,1,0
19,1510,1,1,2,90,15,12,82,8,0,74,117,,,,,,,,,-16,70,2,1,0
20,1510,2,4,1,80,15,1,0,80,0,118,127,,,,,,,,,8,80,4,1,0
20,1510,2,4,2,89,15,5,80,9,0,118,127,,,,,,,,,8,80,4,1,0
20,1510,2,4,3,90,15,7,89,1,0,118,127,,,,,,,,,8,80,4,1,0
20,1510,2,4,4,98,15,8,90,8,0,118,127,,,,,,,,,8,80,4,1,0
21,1510,2,3,1,80,15,1,0,80,0,102,162,,,,,,,,,-13,80,3,1,0
21,1510,2,3,2,101,15,7,100,1,0,102,162,,,,,,,,,-13,80,3,1,0
21,1510,2,3,3,115,15,14,114,1,0,102,162,,,,,,,,,-13,80,3,1,0
22,1510,2,1,1,108,15,6,105,3,0,96,110,,,,,,,,,-14,,1,0,0
23,1510,2,2,1,79,15,4,76,3,1,95,125,,,,,,,,,1,,2,0,1
23,1510,2,2,2,99,15,8,81,18,1,95,125,,,,,,,,,1,,2,0,1
25,1510,2,2,1,90,15,2,0,90,1,91,127,,,,,,,,,-18,90,3,1,-18
25,1510,2,2,2,99,15,9,90,9,1,91,127,,,,,,,,,-18,90,3,1,-18
25,1510,2,2,3,112,15,12,99,13,1,91,127,,,,,,,,,-18,90,3,1,-18
26,1510,2,3,1,100,15,9,80,20,0,112,99,,,,,,,,,6,,1,0,0
27,1510,1,4,1,80,15,1,0,80,0,128,92,,,,,,,,,10,80,2,1,0
27,1510,1,4,2,90,15,4,80,10,0,128,92,,,,,,,,,10,80,2,1,0
28,1510,1,5,1,55,15,1,0,55,0,122,73,,,,,,,,,2,55,1,1,0
29,1510,1,5,1,60,15,2,50,10,0,114,89,,,,,,,,,11,,4,0,0
29,1510,1,5,2,70,15,5,69,1,0,114,89,,,,,,,,,11,,4,0,0
29,1510,1,5,3,87,15,8,80,7,0,114,89,,,,,,,,,11,,4,0,0
29,1510,1,5,4,100,15,14,98,2,0,114,89,,,,,,,,,11,,4,0,0
30,1510,1,3,1,99,15,1,0,99,1,111,106,,,,,,,,,21,99,1,1,21
