round,ppnr,groupid,ingroupid,bidnr,price,session,biddinground,currentprice,jump,decision,cv,signal,q5,q6,q7,q8,q9,q10,q11,q12,profit,firstjump,bidcount,entering,verdiensten
16,154,2,1,1,65,15,3,60,5,1,90,107,,,,,,,,,-15,,5,0,-15
16,154,2,1,2,90,15,4,65,25,1,90,107,,,,,,,,,-15,,5,0,-15
16,154,2,1,3,100,15,7,90,10,1,90,107,,,,,,,,,-15,,5,0,-15
16,154,2,1,4,104,15,9,100,4,1,90,107,,,,,,,,,-15,,5,0,-15
16,154,2,1,5,109,15,10,104,5,1,90,107,,,,,,,,,-15,,5,0,-15
17,154,1,1,1,52,15,2,0,52,1,89,52,,,,,,,,,-31,52,3,1,-31
17,154,1,1,2,115,15,4,100,15,1,89,52,,,,,,,,,-31,52,3,1,-31
17,154,1,1,3,125,15,7,115,10,1,89,52,,,,,,,,,-31,52,3,1,-31
18,154,2,3,1,90,15,1,0,90,1,84,130,,,,,,,,,-51,90,5,1,-51
18,154,2,3,2,97,15,2,90,7,1,84,130,,,,,,,,,-51,90,5,1,-51
18,154,2,3,3,117,15,3,97,20,1,84,130,,,,,,,,,-51,90,5,1,-51
18,154,2,3,4,122,15,4,117,5,1,84,130,,,,,,,,,-51,90,5,1,-51
18,154,2,3,5,144,15,6,122,22,1,84,130,,,,,,,,,-51,90,5,1,-51
19,154,2,2,1,20,15,1,0,20,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,2,40,15,2,20,20,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,3,60,15,3,40,20,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,4,90,15,5,60,30,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,5,105,15,9,90,15,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,6,111,15,15,105,6,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,7,116,15,19,111,5,1,119,119,,,,,,,,,2,20,8,1,2
19,154,2,2,8,119,15,22,116,3,1,119,119,,,,,,,,,2,20,8,1,2
20,154,1,5,1,40,15,2,0,40,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,2,65,15,6,60,5,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,3,70,15,8,66,4,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,4,80,15,9,70,10,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,5,90,15,11,89,1,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,6,95,15,12,90,5,0,101,23,,,,,,,,,-4,40,7,1,0
20,154,1,5,7,105,15,21,102,3,0,101,23,,,,,,,,,-4,40,7,1,0
21,154,1,5,1,20,15,1,0,20,0,92,129,,,,,,,,,17,20,4,1,0
21,154,1,5,2,35,15,2,30,5,0,92,129,,,,,,,,,17,20,4,1,0
21,154,1,5,3,60,15,4,40,20,0,92,129,,,,,,,,,17,20,4,1,0
21,154,1,5,4,75,15,8,67,8,0,92,129,,,,,,,,,17,20,4,1,0
22,154,2,3,1,105,15,3,67,38,1,96,95,,,,,,,,,-14,,2,0,-14
22,154,2,3,2,114,15,7,108,6,1,96,95,,,,,,,,,-14,,2,0,-14
23,154,1,1,1,69,15,4,45,24,0,111,69,,,,,,,,,9,,5,0,0
23,154,1,1,2,75,15,6,69,6,0,111,69,,,,,,,,,9,,5,0,0
23,154,1,1,3,85,15,7,75,10,0,111,69,,,,,,,,,9,,5,0,0
23,154,1,1,4,90,15,10,85,5,0,111,69,,,,,,,,,9,,5,0,0
23,154,1,1,5,102,15,15,97,5,0,111,69,,,,,,,,,9,,5,0,0
24,154,1,2,1,70,15,2,0,70,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,2,95,15,5,80,15,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,3,107,15,6,95,12,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,4,111,15,9,108,3,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,5,120,15,11,111,9,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,6,122,15,13,120,2,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,7,125,15,14,122,3,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,8,128,15,16,125,3,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,9,136,15,17,128,8,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,10,138,15,21,136,2,1,112,132,,,,,,,,,-28,70,11,1,-28
24,154,1,2,11,142,15,22,138,4,1,112,132,,,,,,,,,-28,70,11,1,-28
25,154,1,3,1,20,15,2,0,20,1,98,61,,,,,,,,,8,20,3,1,8
25,154,1,3,2,30,15,4,20,10,1,98,61,,,,,,,,,8,20,3,1,8
25,154,1,3,3,90,15,6,60,30,1,98,61,,,,,,,,,8,20,3,1,8
26,154,1,5,1,40,15,2,0,40,0,87,61,,,,,,,,,-12,40,6,1,0
26,154,1,5,2,60,15,3,40,20,0,87,61,,,,,,,,,-12,40,6,1,0
26,154,1,5,3,75,15,4,60,15,0,87,61,,,,,,,,,-12,40,6,1,0
26,154,1,5,4,85,15,5,75,10,0,87,61,,,,,,,,,-12,40,6,1,0
26,154,1,5,5,90,15,12,89,1,0,87,61,,,,,,,,,-12,40,6,1,0
26,154,1,5,6,99,15,13,90,9,0,87,61,,,,,,,,,-12,40,6,1,0
27,154,1,1,1,80,15,2,70,10,0,128,99,,,,,,,,,10,,6,0,0
27,154,1,1,2,101,15,3,80,21,0,128,99,,,,,,,,,10,,6,0,0
27,154,1,1,3,106,15,6,101,5,0,128,99,,,,,,,,,10,,6,0,0
27,154,1,1,4,109,15,7,106,3,0,128,99,,,,,,,,,10,,6,0,0
27,154,1,1,5,113,15,8,109,4,0,128,99,,,,,,,,,10,,6,0,0
27,154,1,1,6,118,15,10,113,5,0,128,99,,,,,,,,,10,,6,0,0
29,154,2,4,1,80,15,2,0,80,1,101,91,,,,,,,,,-6,80,5,1,-6
29,154,2,4,2,82,15,6,80,2,1,101,91,,,,,,,,,-6,80,5,1,-6
29,154,2,4,3,100,15,7,82,18,1,101,91,,,,,,,,,-6,80,5,1,-6
29,154,2,4,4,101,15,13,100,1,1,101,91,,,,,,,,,-6,80,5,1,-6
29,154,2,4,5,107,15,14,101,6,1,101,91,,,,,,,,,-6,80,5,1,-6
30,154,2,3,1,66,15,1,0,66,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,2,80,15,3,70,10,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,3,82,15,6,80,2,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,4,84,15,7,82,2,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,5,90,15,8,84,6,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,6,107,15,12,95,12,0,124,66,,,,,,,,,9,66,7,1,0
30,154,2,3,7,115,15,21,114,1,0,124,66,,,,,,,,,9,66,7,1,0
2,155,1,3,1,81,15,5,80,1,0,139,134,,,,,,,,,42,,3,0,0
2,155,1,3,2,86,15,6,85,1,0,139,134,,,,,,,,,42,,3,0,0
2,155,1,3,3,91,15,8,90,1,0,139,134,,,,,,,,,42,,3,0,0
3,155,1,2,1,5,15,3,3,2,0,89,159,,,,,,,,,-21,,1,0,0
5,155,1,4,1,10,15,1,0,10,0,94,68,,,,,,,,,-56,10,3,1,0
5,155,1,4,2,21,15,3,20,1,0,94,68,,,,,,,,,-56,10,3,1,0
5,155,1,4,3,31,15,5,30,1,0,94,68,,,,,,,,,-56,10,3,1,0
6,155,2,2,1,70,15,2,0,70,0,122,128,,,,,,,,,22,70,3,1,0
6,155,2,2,2,71,15,3,70,1,0,122,128,,,,,,,,,22,70,3,1,0
6,155,2,2,3,75,15,4,71,4,0,122,128,,,,,,,,,22,70,3,1,0
7,155,1,1,1,5,15,1,0,5,0,89,47,,,,,,,,,19,5,1,1,0
8,155,2,5,1,50,15,1,0,50,0,113,111,,,,,,,,,1,50,5,1,0
8,155,2,5,2,65,15,7,60,5,0,113,111,,,,,,,,,1,50,5,1,0
8,155,2,5,3,71,15,9,70,1,0,113,111,,,,,,,,,1,50,5,1,0
8,155,2,5,4,80,15,11,79,1,0,113,111,,,,,,,,,1,50,5,1,0
8,155,2,5,5,85,15,13,82,3,0,113,111,,,,,,,,,1,50,5,1,0
9,155,2,3,1,90,15,1,0,90,0,120,149,,,,,,,,,-50,90,2,1,0
9,155,2,3,2,95,15,4,90,5,0,120,149,,,,,,,,,-50,90,2,1,0
10,155,1,1,1,70,15,1,0,70,0,121,146,,,,,,,,,-14,70,5,1,0
10,155,1,1,2,105,15,16,100,5,0,121,146,,,,,,,,,-14,70,5,1,0
10,155,1,1,3,110,15,17,105,5,0,121,146,,,,,,,,,-14,70,5,1,0
10,155,1,1,4,115,15,18,110,5,0,121,146,,,,,,,,,-14,70,5,1,0
10,155,1,1,5,116,15,19,115,1,0,121,146,,,,,,,,,-14,70,5,1,0
11,155,2,2,1,80,15,2,40,40,0,122,127,,,,,,,,,-18,,1,0,0
12,155,2,4,1,70,15,1,0,70,0,117,95,,,,,,,,,27,70,1,1,0
13,155,2,2,1,50,15,1,0,50,0,70,70,,,,,,,,,10,50,4,1,0
13,155,2,2,2,51,15,2,50,1,0,70,70,,,,,,,,,10,50,4,1,0
13,155,2,2,3,55,15,3,51,4,0,70,70,,,,,,,,,10,50,4,1,0
13,155,2,2,4,60,15,4,55,5,0,70,70,,,,,,,,,10,50,4,1,0
14,155,2,3,1,100,15,3,45,55,0,106,125,,,,,,,,,-14,,1,0,0
15,155,2,3,1,50,15,1,0,50,0,104,117,,,,,,,,,14,50,3,1,0
15,155,2,3,2,65,15,5,60,5,0,104,117,,,,,,,,,14,50,3,1,0
15,155,2,3,3,85,15,8,80,5,0,104,117,,,,,,,,,14,50,3,1,0
16,155,2,2,1,70,15,1,0,70,0,90,89,,,,,,,,,-15,70,1,1,0
17,155,1,3,1,100,15,3,52,48,0,89,168,,,,,,,,,-31,,2,0,0
17,155,1,3,2,115,15,5,100,15,0,89,168,,,,,,,,,-31,,2,0,0
18,155,1,3,1,90,15,1,0,90,0,87,134,,,,,,,,,-13,90,3,1,0
18,155,1,3,2,95,15,9,91,4,0,87,134,,,,,,,,,-13,90,3,1,0
18,155,1,3,3,100,15,11,95,5,0,87,134,,,,,,,,,-13,90,3,1,0
19,155,2,1,1,50,15,3,40,10,0,119,85,,,,,,,,,2,,1,0,0
20,155,2,5,1,70,15,2,0,70,0,118,127,,,,,,,,,8,70,1,1,0
21,155,1,3,1,40,15,1,0,40,0,92,65,,,,,,,,,17,40,1,1,0
22,155,1,2,1,35,15,1,0,35,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,2,36,15,5,35,1,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,3,40,15,6,36,4,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,4,45,15,8,40,5,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,5,52,15,12,50,2,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,6,55,15,13,52,3,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,7,57,15,16,55,2,0,93,41,,,,,,,,,33,35,8,1,0
22,155,1,2,8,60,15,17,57,3,0,93,41,,,,,,,,,33,35,8,1,0
23,155,2,1,1,50,15,2,0,50,0,95,72,,,,,,,,,1,50,1,1,0
24,155,2,5,1,60,15,2,0,60,0,64,67,,,,,,,,,-11,60,5,1,0
24,155,2,5,2,65,15,3,60,5,0,64,67,,,,,,,,,-11,60,5,1,0
24,155,2,5,3,67,15,4,65,2,0,64,67,,,,,,,,,-11,60,5,1,0
24,155,2,5,4,70,15,5,67,3,0,64,67,,,,,,,,,-11,60,5,1,0
24,155,2,5,5,72,15,8,70,2,0,64,67,,,,,,,,,-11,60,5,1,0
25,155,1,2,1,80,15,6,60,20,0,98,104,,,,,,,,,8,,3,0,0
25,155,1,2,2,85,15,7,80,5,0,98,104,,,,,,,,,8,,3,0,0
25,155,1,2,3,90,15,8,85,5,0,98,104,,,,,,,,,8,,3,0,0
26,155,2,2,1,50,15,3,30,20,0,112,134,,,,,,,,,6,,5,0,0
26,155,2,2,2,70,15,5,60,10,0,112,134,,,,,,,,,6,,5,0,0
26,155,2,2,3,80,15,7,70,10,0,112,134,,,,,,,,,6,,5,0,0
26,155,2,2,4,90,15,8,80,10,0,112,134,,,,,,,,,6,,5,0,0
26,155,2,2,5,100,15,11,95,5,0,112,134,,,,,,,,,6,,5,0,0
27,155,2,2,1,60,15,1,0,60,0,103,88,,,,,,,,,14,60,6,1,0
27,155,2,2,2,65,15,5,60,5,0,103,88,,,,,,,,,14,60,6,1,0
27,155,2,2,3,70,15,7,65,5,0,103,88,,,,,,,,,14,60,6,1,0
27,155,2,2,4,72,15,12,70,2,0,103,88,,,,,,,,,14,60,6,1,0
27,155,2,2,5,75,15,13,72,3,0,103,88,,,,,,,,,14,60,6,1,0
27,155,2,2,6,77,15,17,75,2,0,103,88,,,,,,,,,14,60,6,1,0
28,155,2,3,1,80,15,2,0,80,0,98,122,,,,,,,,,-2,80,3,1,0
28,155,2,3,2,85,15,3,80,5,0,98,122,,,,,,,,,-2,80,3,1,0
28,155,2,3,3,100,15,8,92,8,0,98,122,,,,,,,,,-2,80,3,1,0
29,155,1,4,1,50,15,1,0,50,0,114,85,,,,,,,,,11,50,4,1,0
29,155,1,4,2,65,15,3,60,5,0,114,85,,,,,,,,,11,50,4,1,0
29,155,1,4,3,75,15,6,70,5,0,114,85,,,,,,,,,11,50,4,1,0
29,155,1,4,4,80,15,7,75,5,0,114,85,,,,,,,,,11,50,4,1,0
1,156,2,4,1,11,15,11,10,1,1,100,92,,,,,,,,,20,,2,0,20
1,156,2,4,2,110,15,15,15,95,1,100,92,,,,,,,,,20,,2,0,20
2,156,2,2,1,90,15,12,80,10,0,61,108,,,,,,,,,-46,,3,0,0
2,156,2,2,2,105,15,20,100,5,0,61,108,,,,,,,,,-46,,3,0,0
2,156,2,2,3,106,15,24,105,1,0,61,108,,,,,,,,,-46,,3,0,0
3,156,1,4,1,90,15,8,20,70,0,89,60,,,,,,,,,-21,,1,0,0
4,156,2,3,1,73,15,14,72,1,1,99,154,,,,,,,,,0,,4,0,0
4,156,2,3,2,82,15,16,77,5,1,99,154,,,,,,,,,0,,4,0,0
4,156,2,3,3,94,15,21,88,6,1,99,154,,,,,,,,,0,,4,0,0
4,156,2,3,4,100,15,24,94,6,1,99,154,,,,,,,,,0,,4,0,0
5,156,2,2,1,88,15,16,85,3,0,108,72,,,,,,,,,18,,1,0,0
6,156,1,2,1,85,15,6,70,15,0,66,46,,,,,,,,,-25,,2,0,0
6,156,1,2,2,91,15,8,85,6,0,66,46,,,,,,,,,-25,,2,0,0
7,156,1,2,1,60,15,8,50,10,0,89,62,,,,,,,,,19,,1,0,0
8,156,2,4,1,95,15,16,91,4,1,113,79,,,,,,,,,1,,6,0,1
8,156,2,4,2,100,15,17,95,5,1,113,79,,,,,,,,,1,,6,0,1
8,156,2,4,3,108,15,25,106,2,1,113,79,,,,,,,,,1,,6,0,1
8,156,2,4,4,110,15,26,108,2,1,113,79,,,,,,,,,1,,6,0,1
8,156,2,4,5,111,15,27,110,1,1,113,79,,,,,,,,,1,,6,0,1
8,156,2,4,6,115,15,28,111,4,1,113,79,,,,,,,,,1,,6,0,1
9,156,1,2,1,114,15,38,106,8,0,124,141,,,,,,,,,-12,,3,0,0
9,156,1,2,2,118,15,39,114,4,0,124,141,,,,,,,,,-12,,3,0,0
9,156,1,2,3,125,15,43,120,5,0,124,141,,,,,,,,,-12,,3,0,0
10,156,2,4,1,90,15,13,85,5,0,83,121,,,,,,,,,-23,,2,0,0
10,156,2,4,2,106,15,19,103,3,0,83,121,,,,,,,,,-23,,2,0,0
11,156,1,2,1,65,15,6,40,25,1,81,142,,,,,,,,,11,,2,0,11
11,156,1,2,2,93,15,12,65,28,1,81,142,,,,,,,,,11,,2,0,11
14,156,1,1,1,101,15,11,100,1,0,92,129,,,,,,,,,-13,,4,0,0
14,156,1,1,2,102,15,12,101,1,0,92,129,,,,,,,,,-13,,4,0,0
14,156,1,1,3,103,15,12,101,2,0,92,129,,,,,,,,,-13,,4,0,0
14,156,1,1,4,104,15,13,103,1,0,92,129,,,,,,,,,-13,,4,0,0
15,156,1,5,1,101,15,7,100,1,0,133,117,,,,,,,,,21,,1,0,0
16,156,1,2,1,93,15,3,50,43,0,111,70,,,,,,,,,-3,,6,0,0
16,156,1,2,2,96,15,9,93,3,0,111,70,,,,,,,,,-3,,6,0,0
16,156,1,2,3,102,15,11,98,4,0,111,70,,,,,,,,,-3,,6,0,0
16,156,1,2,4,107,15,14,106,1,0,111,70,,,,,,,,,-3,,6,0,0
16,156,1,2,5,111,15,15,110,1,0,111,70,,,,,,,,,-3,,6,0,0
16,156,1,2,6,112,15,16,111,1,0,111,70,,,,,,,,,-3,,6,0,0
18,156,1,2,1,70,15,4,50,20,0,87,47,,,,,,,,,-13,,5,0,0
18,156,1,2,2,88,15,5,70,18,0,87,47,,,,,,,,,-13,,5,0,0
18,156,1,2,3,90,15,6,88,2,0,87,47,,,,,,,,,-13,,5,0,0
18,156,1,2,4,91,15,8,90,1,0,87,47,,,,,,,,,-13,,5,0,0
18,156,1,2,5,93,15,9,91,2,0,87,47,,,,,,,,,-13,,5,0,0
19,156,1,4,1,92,15,3,65,27,1,74,72,,,,,,,,,-16,,1,0,-16
20,156,1,1,1,89,15,10,80,9,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,2,96,15,14,95,1,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,3,97,15,15,96,1,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,4,98,15,16,97,1,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,5,99,15,17,98,1,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,6,101,15,19,100,1,0,101,148,,,,,,,,,-4,,7,0,0
20,156,1,1,7,102,15,20,101,1,0,101,148,,,,,,,,,-4,,7,0,0
21,156,1,4,1,44,15,3,35,9,1,92,130,,,,,,,,,17,,4,0,17
21,156,1,4,2,71,15,6,55,16,1,92,130,,,,,,,,,17,,4,0,17
21,156,1,4,3,75,15,9,71,4,1,92,130,,,,,,,,,17,,4,0,17
21,156,1,4,4,78,15,10,75,3,1,92,130,,,,,,,,,17,,4,0,17
22,156,1,5,1,36,15,4,30,6,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,2,42,15,7,36,6,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,3,45,15,9,42,3,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,4,53,15,11,45,8,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,5,54,15,14,53,1,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,6,57,15,15,54,3,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,7,59,15,18,57,2,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,8,60,15,19,59,1,1,93,86,,,,,,,,,33,,9,0,33
22,156,1,5,9,62,15,20,60,2,1,93,86,,,,,,,,,33,,9,0,33
23,156,2,5,1,80,15,5,79,1,0,95,66,,,,,,,,,1,,6,0,0
23,156,2,5,2,81,15,6,80,1,0,95,66,,,,,,,,,1,,6,0,0
23,156,2,5,3,82,15,9,81,1,0,95,66,,,,,,,,,1,,6,0,0
23,156,2,5,4,92,15,12,91,1,0,95,66,,,,,,,,,1,,6,0,0
23,156,2,5,5,93,15,13,92,1,0,95,66,,,,,,,,,1,,6,0,0
23,156,2,5,6,94,15,14,93,1,0,95,66,,,,,,,,,1,,6,0,0
24,156,1,3,1,108,15,8,107,1,0,112,143,,,,,,,,,-28,,1,0,0
25,156,2,5,1,104,15,13,103,1,0,91,89,,,,,,,,,-18,,4,0,0
25,156,2,5,2,107,15,15,106,1,0,91,89,,,,,,,,,-18,,4,0,0
25,156,2,5,3,108,15,16,107,1,0,91,89,,,,,,,,,-18,,4,0,0
25,156,2,5,4,109,15,17,108,1,0,91,89,,,,,,,,,-18,,4,0,0
26,156,1,1,1,77,15,6,76,1,0,87,88,,,,,,,,,-12,,6,0,0
26,156,1,1,2,78,15,7,77,1,0,87,88,,,,,,,,,-12,,6,0,0
26,156,1,1,3,79,15,8,78,1,0,87,88,,,,,,,,,-12,,6,0,0
26,156,1,1,4,86,15,9,85,1,0,87,88,,,,,,,,,-12,,6,0,0
26,156,1,1,5,87,15,10,86,1,0,87,88,,,,,,,,,-12,,6,0,0
26,156,1,1,6,89,15,11,87,2,0,87,88,,,,,,,,,-12,,6,0,0
27,156,2,5,1,62,15,5,60,2,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,2,67,15,6,65,2,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,3,68,15,8,67,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,4,69,15,9,68,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,5,70,15,10,69,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,6,72,15,11,70,2,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,7,73,15,14,72,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,8,75,15,15,73,2,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,9,76,15,16,75,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,10,80,15,19,77,3,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,11,83,15,20,80,3,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,12,84,15,22,83,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,13,85,15,23,84,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,14,87,15,24,85,2,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,15,88,15,25,87,1,0,103,105,,,,,,,,,14,,16,0,0
27,156,2,5,16,89,15,26,88,1,0,103,105,,,,,,,,,14,,16,0,0
28,156,1,2,1,82,15,7,75,7,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,2,88,15,10,85,3,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,3,89,15,11,88,1,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,4,90,15,12,89,1,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,5,101,15,15,100,1,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,6,102,15,16,101,1,0,122,138,,,,,,,,,2,,7,0,0
28,156,1,2,7,114,15,19,113,1,0,122,138,,,,,,,,,2,,7,0,0
29,156,1,3,1,69,15,4,65,4,0,114,123,,,,,,,,,11,,3,0,0
29,156,1,3,2,88,15,10,87,1,0,114,123,,,,,,,,,11,,3,0,0
29,156,1,3,3,98,15,13,97,1,0,114,123,,,,,,,,,11,,3,0,0
30,156,2,4,1,76,15,4,75,1,0,124,126,,,,,,,,,9,,3,0,0
30,156,2,4,2,108,15,15,107,1,0,124,126,,,,,,,,,9,,3,0,0
30,156,2,4,3,109,15,16,108,1,0,124,126,,,,,,,,,9,,3,0,0
1,157,1,3,1,100,15,2,90,10,1,143,158,,,,,,,,,28,,2,0,28
1,157,1,3,2,130,15,3,100,30,1,143,158,,,,,,,,,28,,2,0,28
2,157,2,5,1,60,15,3,5,55,0,61,53,,,,,,,,,-46,,5,0,0
2,157,2,5,2,70,15,9,60,10,0,61,53,,,,,,,,,-46,,5,0,0
2,157,2,5,3,80,15,11,75,5,0,61,53,,,,,,,,,-46,,5,0,0
2,157,2,5,4,100,15,14,87,13,0,61,53,,,,,,,,,-46,,5,0,0
2,157,2,5,5,103,15,21,102,1,0,61,53,,,,,,,,,-46,,5,0,0
3,157,1,1,1,10,15,4,5,5,1,89,113,,,,,,,,,-21,,4,0,-21
3,157,1,1,2,12,15,5,10,2,1,89,113,,,,,,,,,-21,,4,0,-21
3,157,1,1,3,20,15,7,14,6,1,89,113,,,,,,,,,-21,,4,0,-21
3,157,1,1,4,110,15,10,90,20,1,89,113,,,,,,,,,-21,,4,0,-21
4,157,1,3,1,12,15,3,10,2,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,2,20,15,4,12,8,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,3,25,15,5,20,5,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,4,45,15,8,40,5,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,5,75,15,11,70,5,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,6,85,15,12,75,10,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,7,95,15,15,90,5,0,108,99,,,,,,,,,-12,,8,0,0
4,157,1,3,8,120,15,24,110,10,0,108,99,,,,,,,,,-12,,8,0,0
5,157,2,3,1,10,15,2,0,10,0,108,79,,,,,,,,,18,10,3,1,0
5,157,2,3,2,15,15,3,10,5,0,108,79,,,,,,,,,18,10,3,1,0
5,157,2,3,3,79,15,10,60,19,0,108,79,,,,,,,,,18,10,3,1,0
6,157,1,4,1,52,15,1,0,52,1,66,52,,,,,,,,,-25,52,3,1,-25
6,157,1,4,2,81,15,5,70,11,1,66,52,,,,,,,,,-25,52,3,1,-25
6,157,1,4,3,95,15,9,90,5,1,66,52,,,,,,,,,-25,52,3,1,-25
7,157,1,5,1,8,15,2,5,3,0,89,72,,,,,,,,,19,,5,0,0
7,157,1,5,2,15,15,4,10,5,0,89,72,,,,,,,,,19,,5,0,0
7,157,1,5,3,25,15,5,15,10,0,89,72,,,,,,,,,19,,5,0,0
7,157,1,5,4,35,15,6,25,10,0,89,72,,,,,,,,,19,,5,0,0
7,157,1,5,5,70,15,7,35,35,0,89,72,,,,,,,,,19,,5,0,0
8,157,1,1,1,30,15,3,25,5,0,50,61,,,,,,,,,-5,,1,0,0
9,157,2,1,1,5,15,1,0,5,0,120,72,,,,,,,,,-50,5,4,1,0
9,157,2,1,2,95,15,3,90,5,0,120,72,,,,,,,,,-50,5,4,1,0
9,157,2,1,3,118,15,7,115,3,0,120,72,,,,,,,,,-50,5,4,1,0
9,157,2,1,4,130,15,9,120,10,0,120,72,,,,,,,,,-50,5,4,1,0
10,157,1,4,1,90,15,13,70,20,0,121,139,,,,,,,,,-14,,3,0,0
10,157,1,4,2,120,15,15,93,27,0,121,139,,,,,,,,,-14,,3,0,0
10,157,1,4,3,135,15,24,130,5,0,121,139,,,,,,,,,-14,,3,0,0
11,157,2,5,1,100,15,3,80,20,0,122,80,,,,,,,,,-18,,1,0,0
12,157,1,1,1,1,15,2,0,1,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,2,5,15,3,1,4,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,3,10,15,4,5,5,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,4,20,15,5,10,10,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,5,30,15,6,20,10,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,6,65,15,7,30,35,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,7,75,15,8,65,10,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,8,80,15,9,75,5,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,9,85,15,10,80,5,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,10,128,15,18,120,8,1,136,128,,,,,,,,,5,1,11,1,5
12,157,1,1,11,135,15,25,130,5,1,136,128,,,,,,,,,5,1,11,1,5
14,157,2,4,1,116,15,5,100,16,0,106,84,,,,,,,,,-14,,1,0,0
