period,subject,triangle,chooseup,numchooseupcircle,numchooseuptri,profit,partnerout,partnerin,allocateincoin0,allocateincoin1,allocateincoin2,sumcoinsallocatedin,totalprofit,normtriup,normadults,gameunequal,n_period,n_subjects,kindergarten,female,S_ID,I_ID
11,3,0,1,41,33,0,7,,,,,,14,0,0,1,13,10,0,1,90,1.00e+09
12,4,0,1,58,13,2,6,,,,,,16,0,0,1,13,10,0,1,39,3904
2,2,0,0,5,6,1,7,,,,,,2,0,1,0,13,10,1,1,10,1002
1,0,0,1,5,4,2,9,,,,,,2,1,0,1,13,10,0,1,36,3600
5,4,0,1,14,12,0,8,,,,,,3,1,0,1,13,10,1,0,92,8.04e+08
11,2,0,1,29,28,0,5,,,,,,7,0,1,0,13,10,1,1,10,1002
6,2,0,0,22,20,1,6,,,,,,7,0,0,1,13,10,1,1,40,4002
1,0,0,1,4,0,1,7,,,,,,1,0,1,0,13,10,1,1,24,2400
7,1,0,1,21,16,0,7,,,,,,4,1,1,1,13,10,1,1,26,2601
9,1,0,1,41,2,1,9,,,,,,9,0,1,0,13,10,0,1,42,4201
3,4,0,0,13,6,0,7,,,,,,0,0,0,1,13,10,0,1,39,3904
8,2,0,0,24,18,0,6,,,,,,7,1,1,1,13,10,1,1,26,2602
1,0,0,1,3,5,0,7,,,,,,0,1,1,1,13,10,1,1,26,2600
1,0,0,0,2,3,1,6,,,,,,1,1,0,1,13,10,0,1,94,6.00e+08
6,3,0,0,8,18,0,5,,,,,,5,1,0,0,13,10,1,1,33,3303
1,0,0,0,2,2,0,4,,,,,,0,0,0,0,13,8,1,1,21,2100
3,4,0,0,2,13,1,6,,,,,,3,1,0,0,13,10,0,1,86,1.40e+09
3,2,0,1,7,8,0,8,,,,,,1,1,1,0,13,10,1,0,19,1902
4,2,0,1,18,7,1,5,,,,,,2,0,0,0,13,10,0,0,89,1.10e+09
13,0,0,,41,31,3,9,1,1,0,1,2,11,1,1,1,13,10,1,1,48,4800
13,3,0,,56,2,4,6,4,1,0,1,2,16,0,1,0,13,10,0,1,42,4203
3,4,0,1,13,3,1,6,,,,,,2,0,0,0,13,10,0,1,49,4904
1,3,0,0,0,3,1,9,,,,,,1,1,1,0,13,10,0,0,32,3203
11,4,0,1,28,34,0,8,,,,,,6,1,0,1,13,10,1,1,46,4604
6,3,0,0,12,20,1,7,,,,,,4,1,0,0,13,10,0,0,47,4703
3,1,0,1,9,8,0,6,,,,,,3,1,0,1,13,10,0,1,94,6.01e+08
1,0,0,0,0,2,1,5,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
1,0,0,0,1,3,0,5,,,,,,0,1,0,0,13,10,0,0,47,4700
3,2,0,1,2,6,0,6,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
9,4,0,1,39,11,1,6,,,,,,6,0,0,0,13,10,0,1,49,4904
9,1,0,0,13,30,0,6,,,,,,1,1,0,0,13,10,1,0,33,3301
3,4,0,1,11,2,1,5,,,,,,2,0,1,0,13,10,0,0,15,1504
3,2,0,0,8,7,1,9,,,,,,3,0,1,1,13,10,0,0,9,902
1,4,0,1,4,0,1,8,,,,,,1,0,1,0,13,10,1,0,24,2404
12,1,0,1,31,42,0,9,,,,,,12,1,0,1,13,10,0,1,36,3601
7,1,0,1,19,22,2,6,,,,,,5,0,1,1,13,10,0,1,9,901
5,4,0,0,14,14,1,8,,,,,,4,0,1,1,13,10,0,1,9,904
9,2,0,1,28,24,0,8,,,,,,7,1,0,1,13,10,0,1,94,6.02e+08
11,4,0,0,24,32,0,6,,,,,,5,1,1,0,13,10,0,0,32,3204
2,2,0,1,8,6,0,9,,,,,,0,1,1,1,13,10,1,0,48,4802
7,4,0,1,27,22,0,7,,,,,,3,0,0,1,13,10,0,1,90,1.00e+09
7,2,0,1,20,13,2,8,,,,,,10,0,0,1,13,10,1,1,25,2502
2,4,0,1,3,6,0,9,,,,,,0,1,1,0,13,10,0,0,32,3204
13,2,0,,52,14,3,7,0,1,0,1,2,13,0,0,0,13,10,0,1,49,4902
1,0,0,0,4,2,1,5,,,,,,1,0,0,0,13,10,1,1,41,4100
7,3,0,0,21,18,1,7,,,,,,7,0,1,1,13,10,0,0,22,2203
2,3,0,1,8,5,0,5,,,,,,1,0,0,0,13,10,1,1,41,4103
1,0,0,0,4,4,1,5,,,,,,1,0,1,1,13,10,1,0,20,2000
9,1,0,0,27,26,0,7,,,,,,8,0,0,1,13,10,1,1,44,4401
3,3,0,1,14,5,1,7,,,,,,3,0,0,0,13,10,0,0,89,1.10e+09
9,3,0,0,3,42,1,7,,,,,,9,1,1,0,13,10,0,0,30,3003
12,3,0,1,58,13,2,5,,,,,,20,0,0,1,13,10,0,0,39,3903
5,2,0,1,14,12,0,9,,,,,,5,1,1,1,13,10,1,1,26,2602
6,3,0,1,26,4,1,9,,,,,,5,0,1,0,13,10,1,1,24,2403
13,2,0,,2,58,3,7,1,1,0,1,2,13,1,0,0,13,10,0,0,86,1.40e+09
5,1,0,0,16,13,1,7,,,,,,6,1,0,1,13,10,0,1,94,6.01e+08
5,4,0,1,18,16,2,9,,,,,,2,0,0,1,13,10,1,1,40,4004
8,1,0,1,38,10,2,7,,,,,,14,0,0,1,13,10,0,1,39,3901
1,0,0,0,2,2,1,8,,,,,,1,1,0,0,13,10,1,1,43,4300
13,0,0,,52,14,3,8,3,0,1,0,1,10,0,0,0,13,10,0,0,49,4900
1,0,0,1,3,1,1,5,,,,,,1,0,1,0,13,10,0,0,15,1500
4,3,0,1,15,10,0,8,,,,,,1,0,0,0,13,10,1,1,41,4103
7,4,0,1,16,25,0,9,,,,,,0,1,0,0,13,10,0,1,47,4704
3,4,0,0,8,8,0,9,,,,,,3,1,1,1,13,10,1,1,26,2604
9,4,0,1,40,6,1,7,,,,,,8,0,1,0,13,10,1,0,24,2404
10,2,0,1,46,2,1,8,,,,,,9,0,1,0,13,10,0,1,15,1502
8,1,0,1,24,18,0,7,,,,,,4,1,1,1,13,10,1,1,26,2601
9,1,0,1,25,29,0,9,,,,,,4,0,1,1,13,10,1,0,20,2001
10,4,0,0,40,14,0,9,,,,,,4,0,0,0,13,10,0,0,89,1.10e+09
1,2,0,1,2,2,1,9,,,,,,1,1,0,0,13,10,1,1,43,4302
13,3,0,,54,8,3,6,4,0,1,1,2,12,0,1,0,13,10,1,1,24,2403
1,0,0,1,4,4,0,7,,,,,,0,0,0,1,13,10,1,1,44,4400
1,0,0,0,2,2,0,6,,,,,,0,0,1,1,13,10,0,0,9,900
12,4,0,0,39,34,0,9,,,,,,6,1,0,1,13,10,0,1,94,6.04e+08
1,0,0,0,0,2,0,9,,,,,,0,1,0,1,13,10,1,0,46,4600
5,4,0,1,7,16,1,5,,,,,,4,1,0,0,13,10,1,1,33,3304
1,0,0,0,1,5,1,6,,,,,,1,1,0,0,13,10,0,0,86,1.40e+09
1,0,0,0,0,4,1,7,,,,,,1,1,1,0,13,10,0,1,30,3000
3,3,0,0,2,6,1,5,,,,,,1,1,0,0,13,8,1,0,85,1.50e+09
3,4,0,1,14,5,1,8,,,,,,2,0,0,0,13,10,0,0,89,1.10e+09
1,0,0,1,5,1,1,6,,,,,,1,0,0,0,13,10,0,1,89,1.10e+09
5,2,0,1,16,13,0,9,,,,,,3,0,1,1,13,10,0,1,22,2202
10,1,0,1,36,24,2,9,,,,,,6,1,1,1,13,10,1,0,48,4801
1,0,0,0,4,2,0,5,,,,,,0,1,1,1,13,10,1,1,48,4800
10,3,0,1,48,12,2,9,,,,,,16,0,0,1,13,10,0,0,39,3903
1,0,0,0,0,3,1,7,,,,,,1,1,0,0,13,10,1,1,33,3300
6,4,0,0,27,9,0,7,,,,,,4,0,0,0,13,10,0,0,89,1.10e+09
1,3,0,0,2,3,1,9,,,,,,1,1,1,1,13,10,0,1,8,803
1,1,0,1,4,3,0,5,,,,,,0,0,0,1,13,10,1,0,40,4001
7,3,0,1,18,6,1,4,,,,,,4,0,0,0,13,8,1,0,21,2103
2,4,0,1,6,5,0,5,,,,,,0,1,1,1,13,10,0,0,8,804
1,0,0,1,4,2,1,8,,,,,,1,0,0,0,13,10,0,0,49,4900
4,2,0,1,6,11,0,6,,,,,,2,1,0,1,13,10,1,1,46,4602
11,4,0,0,16,38,1,5,,,,,,7,1,0,0,13,10,1,1,33,3304
9,1,0,1,24,30,0,9,,,,,,8,1,0,1,13,10,0,1,36,3601
3,1,0,1,9,3,0,4,,,,,,1,0,0,0,13,8,1,0,21,2101
1,0,0,1,5,3,0,8,,,,,,0,0,0,1,13,10,0,0,90,1.00e+09
9,2,0,1,27,17,2,5,,,,,,14,0,0,1,13,10,1,1,25,2502
3,2,0,1,11,6,1,6,,,,,,3,0,0,0,13,10,1,1,41,4102
1,0,0,1,5,2,2,5,,,,,,2,0,0,1,13,10,0,0,39,3900
11,2,0,1,50,8,1,9,,,,,,9,0,1,0,13,10,1,1,24,2402
13,3,0,,22,41,1,8,4,0,1,1,2,9,1,0,0,13,10,0,0,47,4703
3,2,0,1,13,3,1,5,,,,,,3,0,0,0,13,10,0,1,49,4902
2,4,0,1,4,5,1,8,,,,,,2,1,0,0,13,10,1,0,43,4304
5,4,0,0,16,13,0,9,,,,,,2,1,0,1,13,10,0,1,94,6.04e+08
5,2,0,1,23,7,1,7,,,,,,3,0,0,0,13,10,0,0,89,1.10e+09
4,2,0,1,16,2,1,6,,,,,,2,0,1,0,13,10,0,1,42,4202
4,4,0,1,16,5,0,8,,,,,,2,0,0,0,13,10,0,1,49,4904
1,0,0,0,2,2,0,7,,,,,,0,0,1,1,13,10,0,0,22,2200
3,1,0,1,14,5,1,6,,,,,,2,0,0,0,13,10,0,0,89,1.10e+09
13,3,0,,18,37,3,9,2,1,1,1,3,9,1,1,0,13,10,1,1,19,1903
3,1,0,0,8,7,0,8,,,,,,0,0,1,1,13,10,0,1,9,901
2,3,0,1,6,5,2,9,,,,,,3,0,0,1,13,10,1,0,44,4403
1,0,0,0,0,3,0,5,,,,,,0,1,1,0,13,10,0,0,32,3200
3,1,0,1,1,12,0,9,,,,,,1,1,1,0,13,10,0,1,30,3001
3,4,0,0,8,8,0,5,,,,,,0,1,0,1,13,10,0,0,36,3604
11,2,0,1,30,35,2,6,,,,,,10,0,1,1,13,10,0,0,9,902
3,3,0,0,10,7,0,9,,,,,,2,1,1,1,13,10,1,1,48,4803
1,0,0,1,2,1,2,6,,,,,,2,0,0,1,13,10,1,1,25,2500
4,4,0,0,6,12,0,6,,,,,,3,1,0,0,13,10,1,0,43,4304
11,2,0,1,29,36,2,6,,,,,,6,0,1,1,13,10,1,0,20,2002
1,0,0,1,4,0,1,8,,,,,,1,0,1,0,13,10,0,0,42,4200
9,2,0,1,25,28,2,6,,,,,,8,0,1,1,13,10,0,0,9,902
13,4,0,,40,39,1,8,3,1,0,1,2,7,1,1,1,13,10,0,0,8,804
3,2,0,1,8,12,0,6,,,,,,2,1,1,1,13,10,0,1,4,402
7,1,0,1,19,23,0,9,,,,,,3,0,1,1,13,10,1,0,20,2001
1,0,0,0,1,2,0,9,,,,,,0,1,0,1,13,10,1,0,92,8.00e+08
9,3,0,0,2,43,1,8,,,,,,8,1,0,0,13,10,0,0,86,1.40e+09
1,0,0,1,4,4,0,7,,,,,,0,1,1,0,13,10,1,1,45,4500
13,3,0,,44,36,2,5,1,1,1,0,2,16,0,0,1,13,10,0,1,90,1.00e+09
12,2,0,1,34,39,2,5,,,,,,8,1,1,1,13,10,0,1,4,402
13,3,0,,33,38,3,7,1,1,0,1,2,11,0,1,1,13,10,0,0,9,903
6,4,0,0,16,19,1,9,,,,,,4,0,1,1,13,10,1,1,20,2004
3,3,0,0,1,12,1,5,,,,,,3,1,1,0,13,10,0,0,30,3003
1,0,0,0,3,4,1,5,,,,,,1,1,1,1,13,10,0,0,4,400
13,0,0,,58,13,1,7,3,1,0,1,2,21,0,0,1,13,10,0,0,39,3900
4,1,0,0,13,11,0,6,,,,,,0,0,1,1,13,10,0,0,22,2201
2,2,0,0,9,4,1,8,,,,,,1,0,0,0,13,10,0,0,89,1.10e+09
3,3,0,0,2,13,1,9,,,,,,2,1,0,0,13,10,0,0,86,1.40e+09
3,3,0,0,7,9,1,7,,,,,,2,0,1,1,13,10,1,0,20,2003
12,3,0,1,40,30,2,9,,,,,,15,0,1,1,13,10,0,0,22,2203
3,1,0,1,13,3,1,9,,,,,,2,0,0,0,13,10,0,0,49,4901
10,2,0,1,28,33,0,5,,,,,,5,1,1,1,13,10,0,1,4,402
5,4,0,1,16,15,0,8,,,,,,0,1,0,1,13,10,0,0,36,3604
12,1,0,0,2,58,1,8,,,,,,12,1,0,0,13,10,0,0,86,1.40e+09
6,4,0,1,25,7,0,9,,,,,,3,0,0,0,13,10,0,1,49,4904
4,4,0,0,15,11,0,6,,,,,,1,0,0,1,13,10,0,1,90,1.00e+09
1,0,0,0,2,4,0,8,,,,,,0,1,1,0,13,10,1,1,19,1900
1,0,0,1,4,2,0,9,,,,,,0,0,1,0,13,10,1,0,10,1000
5,2,0,0,14,14,1,7,,,,,,4,0,1,1,13,10,0,0,9,902
13,2,0,,18,37,4,6,4,1,1,1,3,10,1,1,0,13,10,1,0,19,1902
11,1,0,0,33,22,0,5,,,,,,4,1,1,1,13,10,1,1,26,2601
1,0,0,1,2,3,0,7,,,,,,0,1,1,1,13,10,0,0,8,800
3,2,0,0,2,13,1,8,,,,,,1,1,0,0,13,10,0,0,86,1.40e+09
12,4,0,1,31,30,1,7,,,,,,3,0,1,0,13,10,1,0,10,1004
6,4,0,1,26,2,1,5,,,,,,5,0,1,0,13,10,0,0,15,1504
13,4,0,,2,58,3,6,3,1,0,0,1,15,1,0,0,13,10,0,1,86,1.40e+09
4,1,0,0,6,12,0,7,,,,,,0,1,0,0,13,10,1,0,33,3301
1,4,0,0,1,2,1,5,,,,,,1,1,0,1,13,10,1,0,92,8.04e+08
4,4,0,0,10,9,0,7,,,,,,3,1,0,1,13,10,1,0,92,8.04e+08
12,1,0,1,48,16,1,9,,,,,,10,0,0,0,13,10,0,0,89,1.10e+09
1,0,0,1,4,3,2,6,,,,,,2,0,0,1,13,10,1,1,40,4000
13,0,0,,35,24,3,6,3,0,1,1,2,16,0,0,1,13,10,1,1,25,2500
2,0,0,0,0,7,0,8,,,,,,1,1,1,0,13,10,0,1,30,3000
4,2,0,1,5,8,1,6,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
4,3,0,0,5,8,1,5,,,,,,2,1,0,0,13,8,1,0,85,1.50e+09
9,4,0,1,13,30,0,5,,,,,,5,1,0,0,13,10,1,1,33,3304
2,0,0,1,10,4,2,9,,,,,,4,0,0,1,13,10,0,0,39,3900
2,0,0,1,7,6,2,5,,,,,,2,1,1,1,13,10,1,1,26,2600
11,3,0,0,2,53,1,5,,,,,,10,1,0,0,13,10,0,0,86,1.40e+09
11,4,0,1,31,37,2,7,,,,,,10,1,1,1,13,10,0,1,4,404
2,0,0,1,8,6,0,6,,,,,,0,1,1,1,13,10,1,1,48,4800
4,1,0,1,10,9,2,8,,,,,,4,1,0,1,13,10,1,0,92,8.01e+08
8,3,0,0,2,38,1,6,,,,,,7,1,0,0,13,10,0,0,86,1.40e+09
9,1,0,1,27,19,0,8,,,,,,4,1,1,1,13,10,1,1,26,2601
2,0,0,0,6,7,1,7,,,,,,3,1,0,1,13,10,0,1,36,3600
4,1,0,1,16,2,1,7,,,,,,4,0,1,0,13,10,0,1,42,4201
11,4,0,1,29,28,0,8,,,,,,2,0,1,0,13,10,1,0,10,1004
11,3,0,1,33,22,0,7,,,,,,7,1,1,1,13,10,1,0,26,2603
13,2,0,,54,8,0,5,1,1,1,0,2,10,0,1,0,13,10,1,1,24,2402
2,0,0,0,6,5,1,7,,,,,,3,0,0,1,13,10,1,1,25,2500
11,3,0,0,29,28,1,7,,,,,,4,0,1,0,13,10,1,0,10,1003
13,2,0,,28,9,3,7,0,1,0,1,2,9,0,0,0,13,8,1,1,21,2102
7,3,0,1,22,18,0,6,,,,,,8,0,0,1,13,10,1,0,44,4403
2,3,0,0,3,6,0,5,,,,,,1,1,1,0,13,10,0,0,32,3203
13,1,0,,36,24,4,7,3,1,1,1,3,8,1,1,1,13,10,1,1,26,2601
1,2,0,1,4,2,0,7,,,,,,0,1,1,1,13,10,1,0,48,4802
12,2,0,0,3,57,1,9,,,,,,11,1,1,0,13,10,0,0,30,3002
2,0,0,0,2,9,1,7,,,,,,2,1,0,0,13,10,0,0,86,1.40e+09
4,3,0,1,16,2,1,6,,,,,,2,0,1,0,13,10,0,0,15,1503
8,1,0,1,14,17,0,6,,,,,,3,1,0,0,13,8,1,0,85,1.50e+09
7,3,0,0,26,22,1,9,,,,,,4,0,0,1,13,10,1,1,40,4003
11,3,0,1,48,13,1,5,,,,,,10,0,0,0,13,10,0,0,49,4903
3,3,0,1,7,8,0,8,,,,,,2,1,0,1,13,10,1,0,92,8.03e+08
2,0,0,1,6,6,2,8,,,,,,3,0,1,1,13,10,1,0,20,2000
1,1,0,0,0,2,0,7,,,,,,0,1,0,1,13,10,1,1,46,4601
4,4,0,1,14,10,0,9,,,,,,4,1,1,1,13,10,1,0,48,4804
13,4,0,,34,39,4,5,0,1,0,1,2,14,1,1,1,13,10,0,1,4,404
2,3,0,1,8,3,1,6,,,,,,1,0,0,0,13,10,0,0,49,4903
2,0,0,1,7,7,2,7,,,,,,4,0,0,1,13,10,1,1,40,4000
9,1,0,0,20,24,1,9,,,,,,5,1,0,0,13,10,1,0,43,4301
9,4,0,0,29,22,0,8,,,,,,5,0,1,1,13,10,0,1,22,2204
2,0,0,1,5,6,0,9,,,,,,0,0,1,0,13,10,1,0,10,1000
2,1,0,1,8,3,1,5,,,,,,1,0,0,0,13,10,0,0,49,4901
6,2,0,0,17,18,1,7,,,,,,5,0,1,1,13,10,0,0,9,902
10,1,0,0,37,22,1,6,,,,,,8,0,0,0,13,10,1,1,41,4101
12,4,0,0,25,33,1,5,,,,,,8,1,0,0,13,10,1,0,43,4304
11,4,0,0,31,34,1,9,,,,,,4,1,1,0,13,10,1,1,45,4504
8,3,0,1,36,2,1,7,,,,,,8,0,1,0,13,10,0,1,42,4203
4,3,0,0,15,14,1,7,,,,,,2,0,0,1,13,10,1,1,40,4003
8,1,0,0,29,18,1,8,,,,,,4,1,1,1,13,10,1,0,48,4801
13,0,0,,28,9,2,5,1,0,1,0,1,4,0,0,0,13,8,1,1,21,2100
12,4,0,0,18,37,1,5,,,,,,7,1,1,0,13,10,1,1,19,1904
2,0,0,1,9,2,0,6,,,,,,1,0,1,0,13,10,0,0,42,4200
5,2,0,1,8,11,0,6,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
5,3,0,1,13,5,1,7,,,,,,3,0,0,0,13,8,1,0,21,2103
5,4,0,0,13,15,1,8,,,,,,3,0,1,1,13,10,1,1,20,2004
2,0,0,1,5,4,2,9,,,,,,3,1,0,1,13,10,0,1,94,6.00e+08
13,3,0,,34,37,2,7,0,0,0,1,1,12,0,0,1,13,10,1,0,44,4403
6,4,0,1,19,20,0,7,,,,,,0,1,1,0,13,10,1,1,45,4504
4,2,0,1,9,12,0,9,,,,,,1,1,1,0,13,10,1,0,19,1902
10,3,0,0,25,7,0,7,,,,,,6,0,0,0,13,8,1,0,21,2103
10,4,0,1,43,12,0,8,,,,,,6,0,0,0,13,10,0,1,49,4904
2,2,0,1,2,9,0,8,,,,,,0,1,0,0,13,10,0,0,86,1.40e+09
4,1,0,1,18,7,1,7,,,,,,3,0,0,0,13,10,0,0,89,1.10e+09
10,1,0,0,28,33,1,7,,,,,,3,1,1,1,13,10,0,0,4,401
2,0,0,0,4,5,1,5,,,,,,2,1,0,0,13,10,1,1,43,4300
10,4,0,1,35,32,0,8,,,,,,2,0,0,1,13,10,1,1,40,4004
3,2,0,1,12,3,1,8,,,,,,2,0,1,0,13,10,1,1,24,2402
2,3,0,1,5,4,2,6,,,,,,2,1,0,1,13,10,0,1,94,6.03e+08
3,1,0,1,8,8,2,6,,,,,,3,1,0,1,13,10,0,1,36,3601
12,4,0,1,35,24,0,5,,,,,,11,0,0,1,13,10,1,0,25,2504
4,1,0,1,10,16,0,8,,,,,,1,1,1,1,13,10,0,0,4,401
8,2,0,1,12,26,0,5,,,,,,4,1,0,0,13,10,1,1,33,3302
11,1,0,1,51,2,1,5,,,,,,11,0,1,0,13,10,0,1,42,4201
9,1,0,1,23,22,1,6,,,,,,6,0,1,0,13,10,1,0,10,1001
12,2,0,0,31,42,1,6,,,,,,9,1,0,1,13,10,0,0,36,3602
5,4,0,0,15,16,0,5,,,,,,0,1,1,0,13,10,1,1,45,4504
13,4,0,,39,34,4,8,0,1,0,1,2,10,1,0,1,13,10,0,1,94,6.04e+08
4,3,0,1,12,11,0,5,,,,,,6,0,1,1,13,10,0,0,9,903
4,2,0,1,13,9,2,5,,,,,,3,0,0,1,13,10,1,0,44,4402
1,1,0,0,0,2,1,4,,,,,,1,1,0,0,13,8,1,0,85,1.50e+09
4,4,0,0,12,13,1,6,,,,,,1,1,1,1,13,10,0,0,8,804
11,2,0,0,37,34,0,6,,,,,,11,0,0,1,13,10,1,1,40,4002
8,4,0,0,30,15,0,7,,,,,,5,0,0,0,13,10,1,0,41,4104
2,0,0,1,5,7,0,5,,,,,,0,1,0,0,13,10,0,0,47,4700
4,3,0,0,13,9,1,8,,,,,,6,0,0,1,13,10,1,0,44,4403
11,1,0,0,41,33,1,8,,,,,,3,0,0,1,13,10,0,0,90,1.00e+09
2,0,0,0,6,5,0,6,,,,,,0,1,1,1,13,10,0,0,8,800
4,2,0,0,16,5,0,7,,,,,,3,0,0,0,13,10,0,1,49,4902
10,1,0,0,31,20,0,7,,,,,,4,1,1,1,13,10,1,1,26,2601
1,1,0,1,2,2,0,6,,,,,,0,0,0,0,13,8,1,0,21,2101
2,0,0,1,6,6,0,6,,,,,,0,0,1,1,13,10,0,0,22,2200
11,1,0,1,40,24,1,8,,,,,,9,0,0,0,13,10,1,1,41,4101
2,2,0,1,5,7,1,9,,,,,,2,1,0,0,13,10,0,1,47,4702
2,0,0,1,8,6,0,5,,,,,,0,0,0,1,13,10,0,0,90,1.00e+09
7,1,0,0,22,25,1,8,,,,,,2,1,1,1,13,10,0,0,4,401
2,0,0,1,5,5,0,8,,,,,,0,1,0,1,13,10,1,0,92,8.00e+08
4,4,0,1,17,4,0,6,,,,,,3,0,1,0,13,10,1,0,24,2404
2,0,0,0,3,6,1,8,,,,,,1,1,1,0,13,10,0,0,32,3200
8,2,0,0,28,25,0,5,,,,,,9,0,0,1,13,10,1,1,40,4002
2,0,0,1,7,2,1,7,,,,,,2,0,1,0,13,10,0,0,15,1500
12,2,0,0,25,35,1,6,,,,,,5,1,1,0,13,10,0,1,32,3202
1,3,0,1,1,3,0,6,,,,,,0,1,0,0,13,10,0,0,47,4703
8,1,0,1,20,6,1,4,,,,,,5,0,0,0,13,8,1,0,21,2101
8,1,0,0,12,26,0,7,,,,,,1,1,0,0,13,10,1,0,33,3301
5,1,0,0,15,10,1,8,,,,,,6,0,0,1,13,10,1,1,25,2501
13,1,0,,44,36,3,8,0,0,1,1,2,7,0,0,1,13,10,0,0,90,1.00e+09
2,0,0,1,8,5,0,8,,,,,,1,0,0,0,13,10,1,1,41,4100
10,3,0,0,26,32,0,8,,,,,,8,0,1,1,13,10,0,0,9,903
10,3,0,1,37,22,1,9,,,,,,6,0,0,0,13,10,1,1,41,4103
7,4,0,1,31,2,1,7,,,,,,5,0,1,0,13,10,0,0,42,4204
4,3,0,0,11,11,0,5,,,,,,2,0,1,1,13,10,1,0,20,2003
6,2,0,0,16,15,1,9,,,,,,2,1,0,1,13,10,1,1,92,8.02e+08
5,2,0,0,15,16,1,9,,,,,,1,1,1,0,13,10,1,1,45,4502
10,4,0,0,27,32,1,7,,,,,,6,0,1,1,13,10,1,1,20,2004
9,2,0,1,40,6,1,8,,,,,,7,0,1,0,13,10,1,1,24,2402
12,3,0,0,31,30,0,8,,,,,,4,0,1,0,13,10,1,0,10,1003
4,4,0,0,2,18,1,7,,,,,,4,1,0,0,13,10,0,1,86,1.40e+09
11,4,0,1,51,2,1,6,,,,,,9,0,1,0,13,10,0,0,42,4204
9,1,0,0,29,29,1,6,,,,,,5,1,1,1,13,10,0,1,8,801
2,0,0,1,8,2,0,5,,,,,,1,0,1,0,13,10,1,1,24,2400
2,0,0,0,1,4,0,6,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
2,0,0,1,9,4,1,6,,,,,,2,0,0,0,13,10,0,1,89,1.10e+09
13,3,0,,40,39,3,5,2,0,1,0,1,11,1,1,1,13,10,0,1,8,803
7,3,0,1,28,15,1,8,,,,,,4,0,0,0,13,10,1,1,41,4103
11,2,0,1,33,22,2,6,,,,,,16,0,0,1,13,10,1,1,25,2502
3,1,0,1,13,6,2,6,,,,,,6,0,0,1,13,10,0,1,39,3901
8,3,0,0,24,27,0,7,,,,,,6,1,1,1,13,10,0,0,4,403
9,4,0,0,3,42,1,9,,,,,,9,1,1,0,13,10,0,1,30,3004
5,4,0,0,11,16,0,8,,,,,,0,1,0,0,13,10,0,1,47,4704
4,1,0,0,11,8,0,7,,,,,,2,1,1,1,13,10,1,1,26,2601
2,0,0,1,4,6,1,8,,,,,,1,1,1,0,13,10,1,1,19,1900
8,4,0,1,29,18,2,5,,,,,,8,1,1,1,13,10,1,0,48,4804
8,2,0,0,24,25,1,7,,,,,,4,1,1,0,13,10,1,1,45,4502
2,0,0,0,1,6,1,5,,,,,,1,1,0,1,13,10,1,0,46,4600
2,0,0,1,5,8,0,5,,,,,,1,1,1,1,13,10,0,0,4,400
7,2,0,1,21,17,2,7,,,,,,7,1,0,1,13,10,0,1,94,6.02e+08
4,2,0,1,13,11,0,8,,,,,,3,0,1,1,13,10,0,1,22,2202
7,1,0,1,26,22,2,5,,,,,,7,0,0,1,13,10,1,0,40,4001
7,3,0,0,3,32,1,9,,,,,,7,1,1,0,13,10,0,0,30,3003
2,0,0,1,6,5,2,7,,,,,,2,0,0,1,13,10,1,1,44,4400
5,2,0,1,21,2,1,5,,,,,,3,0,1,0,13,10,0,1,42,4202
11,2,0,1,41,33,2,6,,,,,,10,0,0,1,13,10,0,1,90,1.00e+09
11,3,0,1,39,26,0,8,,,,,,14,1,1,1,13,10,1,1,48,4803
12,2,0,1,56,2,1,8,,,,,,10,0,1,0,13,10,0,1,42,4202
8,4,0,0,24,27,1,5,,,,,,7,1,1,1,13,10,0,1,4,404
6,3,0,1,13,16,1,5,,,,,,4,1,0,0,13,10,1,0,43,4303
7,3,0,0,19,23,0,5,,,,,,4,0,1,1,13,10,1,0,20,2003
1,2,0,0,0,2,0,6,,,,,,0,1,0,0,13,8,1,1,85,1.50e+09
5,1,0,0,16,11,0,7,,,,,,3,1,1,1,13,10,1,0,48,4801
5,1,0,1,8,11,1,4,,,,,,2,1,0,0,13,8,1,0,85,1.50e+09
8,4,0,1,17,29,0,8,,,,,,0,1,0,0,13,10,0,1,47,4704
8,1,0,0,24,25,1,5,,,,,,6,1,1,0,13,10,1,1,45,4501
2,3,0,0,0,7,1,7,,,,,,2,1,1,0,13,10,0,0,30,3003
3,4,0,0,8,12,1,5,,,,,,1,1,1,1,13,10,0,1,4,404
2,0,0,0,6,5,0,5,,,,,,0,1,1,0,13,10,1,1,45,4500
2,3,0,1,5,5,0,9,,,,,,2,1,0,1,13,10,1,0,92,8.03e+08
12,2,0,0,34,37,1,8,,,,,,10,0,0,1,13,10,1,0,44,4402
6,4,0,1,18,21,2,8,,,,,,6,1,1,1,13,10,0,1,4,404
3,4,0,1,7,9,0,5,,,,,,2,0,1,1,13,10,1,1,20,2004
7,2,0,0,21,23,1,7,,,,,,4,1,0,1,13,10,0,0,36,3602
