period,subject,triangle,chooseup,numchooseupcircle,numchooseuptri,profit,partnerout,partnerin,allocateincoin0,allocateincoin1,allocateincoin2,sumcoinsallocatedin,totalprofit,normtriup,normadults,gameunequal,n_period,n_subjects,kindergarten,female,S_ID,I_ID
13,5,1,,52,14,4,3,6,1,1,0,2,15,0,0,0,13,10,0,0,49,4905
7,7,1,0,21,22,1,3,,,,,,3,1,1,0,13,10,1,0,45,4507
3,6,1,0,11,2,1,0,,,,,,2,0,1,0,13,10,0,1,15,1506
12,6,1,0,54,8,1,0,,,,,,8,0,1,0,13,10,1,1,24,2406
4,8,1,1,1,17,1,1,,,,,,3,1,1,0,13,10,0,0,30,3008
1,5,1,1,4,4,0,2,,,,,,0,0,0,1,13,10,1,0,44,4405
9,5,1,0,41,2,1,4,,,,,,8,0,1,0,13,10,0,1,15,1505
5,7,1,1,15,10,2,4,,,,,,5,0,0,1,13,10,1,0,25,2507
6,7,1,0,22,17,1,0,,,,,,4,0,0,1,13,10,0,1,90,1.01e+09
5,8,1,1,7,16,1,0,,,,,,4,1,0,0,13,10,1,1,33,3308
2,5,1,1,8,5,0,3,,,,,,1,0,0,0,13,10,1,0,41,4105
4,9,1,1,12,11,0,4,,,,,,3,0,1,1,13,10,0,0,9,909
1,6,1,0,4,2,1,3,,,,,,1,0,0,0,13,10,1,1,41,4106
1,9,1,1,2,1,2,4,,,,,,2,0,0,1,13,10,1,0,25,2509
8,7,1,1,26,25,0,2,,,,,,4,1,1,1,13,10,0,0,8,807
7,6,1,1,16,25,0,1,,,,,,1,1,0,0,13,10,0,1,47,4706
12,5,1,1,31,39,2,3,,,,,,10,0,1,1,13,10,1,0,20,2005
8,7,1,0,36,2,1,3,,,,,,6,0,1,0,13,10,0,0,42,4207
8,7,1,0,35,6,1,4,,,,,,8,0,1,0,13,10,1,0,24,2407
7,7,1,1,16,18,1,2,,,,,,4,1,0,0,13,10,1,1,43,4307
8,6,1,1,12,26,1,3,,,,,,5,1,0,0,13,10,1,0,33,3306
3,5,1,0,8,8,0,4,,,,,,1,1,1,1,13,10,0,0,8,805
3,5,1,1,7,8,0,4,,,,,,2,1,1,0,13,10,1,0,19,1905
9,9,1,0,40,6,1,0,,,,,,9,0,1,0,13,10,1,1,24,2409
11,9,1,1,28,34,2,1,,,,,,6,1,0,1,13,10,1,1,46,4609
3,7,1,0,8,7,1,3,,,,,,3,0,1,1,13,10,0,0,9,907
12,5,1,0,40,30,1,2,,,,,,7,0,1,1,13,10,0,1,22,2205
5,7,1,1,7,16,1,3,,,,,,4,1,0,0,13,10,1,0,33,3307
13,6,1,,33,38,3,4,9,1,0,1,2,7,1,1,0,13,10,1,1,45,4506
13,8,1,,34,39,4,2,7,1,0,1,2,16,1,1,1,13,10,0,1,4,408
8,5,1,1,34,13,0,3,,,,,,5,0,0,0,13,10,0,1,89,1.10e+09
3,9,1,0,9,8,1,2,,,,,,3,1,0,1,13,10,0,1,94,6.09e+08
10,6,1,1,32,28,0,4,,,,,,8,1,0,1,13,10,0,0,94,6.06e+08
6,9,1,0,26,2,1,2,,,,,,5,0,1,0,13,10,0,1,15,1509
1,7,1,1,3,4,0,1,,,,,,0,1,1,1,13,10,0,1,4,407
4,6,1,0,15,10,1,4,,,,,,4,0,0,0,13,10,1,1,41,4106
6,6,1,0,28,10,1,0,,,,,,4,0,0,1,13,10,0,0,39,3906
13,6,1,,3,57,3,1,5,1,1,1,3,14,1,1,0,13,10,0,0,30,3006
1,8,1,1,2,2,0,3,,,,,,0,0,1,1,13,10,0,0,22,2208
12,5,1,0,48,16,1,2,,,,,,7,0,0,0,13,10,0,1,89,1.10e+09
7,8,1,0,21,17,0,1,,,,,,3,1,0,1,13,10,0,0,94,6.08e+08
3,9,1,1,14,5,0,2,,,,,,0,0,0,0,13,10,0,1,89,1.11e+09
13,7,1,,35,24,4,1,9,1,1,1,3,12,0,0,1,13,10,1,0,25,2507
12,8,1,0,35,30,0,0,,,,,,6,1,0,1,13,10,1,1,92,8.08e+08
13,6,1,,34,39,3,0,8,0,1,1,2,12,1,1,1,13,10,0,0,4,406
5,8,1,1,15,10,2,1,,,,,,5,0,0,1,13,10,1,1,25,2508
8,6,1,0,36,2,1,0,,,,,,7,0,1,0,13,10,0,1,15,1506
13,8,1,,22,41,3,3,7,1,1,1,3,7,1,0,0,13,10,0,0,47,4708
7,9,1,0,22,18,1,0,,,,,,8,0,0,1,13,10,1,0,44,4409
2,7,1,1,2,9,1,0,,,,,,2,1,0,0,13,10,0,1,86,1.41e+09
4,8,1,1,13,11,0,2,,,,,,1,0,1,1,13,10,0,0,22,2208
12,8,1,1,41,31,2,3,,,,,,8,1,1,1,13,10,1,1,48,4808
8,9,1,1,26,25,0,4,,,,,,4,1,1,1,13,10,0,1,8,809
12,9,1,0,52,14,1,3,,,,,,7,0,0,0,13,10,0,1,49,4909
13,9,1,,2,58,2,3,8,1,0,1,2,14,1,0,0,13,10,0,0,86,1.41e+09
6,5,1,0,20,18,1,2,,,,,,1,1,0,1,13,10,0,0,36,3605
12,9,1,0,22,41,1,0,,,,,,8,1,0,0,13,10,0,1,47,4709
2,8,1,1,1,6,0,1,,,,,,2,1,0,1,13,10,1,0,46,4608
13,9,1,,25,33,3,2,7,0,1,1,2,9,1,0,0,13,10,1,1,43,4309
8,7,1,1,34,13,0,4,,,,,,5,0,0,0,13,10,0,0,89,1.11e+09
9,9,1,1,13,30,1,3,,,,,,6,1,0,0,13,10,1,1,33,3309
7,8,1,1,22,18,0,1,,,,,,6,0,0,1,13,10,1,1,44,4408
8,8,1,1,24,15,0,4,,,,,,6,0,0,1,13,10,1,1,25,2508
10,8,1,1,3,47,1,0,,,,,,9,1,1,0,13,10,0,0,30,3008
4,7,1,0,10,3,1,2,,,,,,3,0,0,0,13,8,1,0,21,2107
12,7,1,1,40,39,2,3,,,,,,8,1,1,1,13,10,0,0,8,807
12,5,1,1,25,33,1,4,,,,,,11,1,0,0,13,10,1,0,43,4305
7,7,1,0,31,2,1,1,,,,,,7,0,1,0,13,10,0,1,15,1507
13,5,1,,58,13,4,4,7,1,0,1,2,14,0,0,1,13,10,0,1,39,3905
8,5,1,0,36,2,1,0,,,,,,7,0,1,0,13,10,0,1,42,4205
12,6,1,1,41,31,2,2,,,,,,7,1,1,1,13,10,1,0,48,4806
3,5,1,1,8,12,2,4,,,,,,4,1,1,1,13,10,0,1,4,405
12,5,1,1,3,57,1,3,,,,,,9,1,1,0,13,10,0,0,30,3005
11,9,1,1,31,34,1,4,,,,,,8,1,1,0,13,10,1,0,45,4509
7,5,1,0,29,10,0,3,,,,,,5,0,0,0,13,10,0,1,89,1.10e+09
4,6,1,1,1,17,1,2,,,,,,4,1,1,0,13,10,0,0,30,3006
3,8,1,0,8,7,0,1,,,,,,2,0,1,1,13,10,0,0,9,908
1,8,1,0,4,0,1,0,,,,,,1,0,1,0,13,10,0,0,42,4208
6,8,1,1,2,28,1,1,,,,,,5,1,0,0,13,10,0,0,86,1.41e+09
6,9,1,1,20,14,0,2,,,,,,1,1,1,1,13,10,1,0,48,4809
6,5,1,1,19,20,0,3,,,,,,1,1,1,0,13,10,1,1,45,4505
10,8,1,0,46,2,1,1,,,,,,10,0,1,0,13,10,0,0,42,4208
10,6,1,1,33,33,2,0,,,,,,10,1,1,1,13,10,0,1,8,806
12,5,1,0,40,39,0,2,,,,,,6,1,1,1,13,10,0,0,8,805
3,5,1,0,14,5,1,0,,,,,,2,0,0,0,13,10,0,1,89,1.10e+09
13,8,1,,30,34,4,0,9,1,0,1,2,14,1,0,1,13,10,1,0,46,4608
13,7,1,,34,37,5,3,5,0,1,1,2,15,0,0,1,13,10,1,0,44,4407
6,8,1,0,25,7,0,1,,,,,,3,0,0,0,13,10,0,0,49,4908
12,4,1,1,19,26,1,1,,,,,,5,1,0,0,13,8,1,1,85,1.50e+09
7,9,1,0,31,2,1,2,,,,,,6,0,1,0,13,10,0,1,15,1509
8,6,1,1,25,22,0,3,,,,,,6,0,0,1,13,10,1,0,44,4406
4,7,1,1,11,11,0,4,,,,,,2,0,1,1,13,10,1,1,20,2007
6,9,1,0,12,17,0,2,,,,,,4,1,0,1,13,10,1,1,46,4609
7,7,1,0,25,16,1,4,,,,,,3,1,1,1,13,10,1,1,48,4807
10,9,1,1,33,25,0,4,,,,,,4,0,1,1,13,10,0,0,22,2209
8,9,1,0,17,22,1,1,,,,,,4,1,1,0,13,10,0,1,32,3209
11,7,1,1,39,26,0,4,,,,,,6,1,1,1,13,10,1,1,48,4807
4,8,1,0,10,10,1,0,,,,,,2,0,1,0,13,10,1,1,10,1008
3,7,1,0,12,3,1,4,,,,,,3,0,1,0,13,10,1,0,24,2407
5,6,1,0,15,12,1,1,,,,,,5,0,0,1,13,10,1,0,44,4406
13,9,1,,33,38,3,4,8,1,0,1,2,16,0,1,1,13,10,0,0,9,909
7,5,1,1,22,18,2,4,,,,,,6,0,0,1,13,10,1,0,44,4405
7,6,1,1,22,18,0,3,,,,,,6,0,0,1,13,10,1,0,44,4406
9,7,1,1,3,42,1,3,,,,,,9,1,1,0,13,10,0,1,30,3007
12,6,1,0,44,36,0,4,,,,,,5,0,0,1,13,10,0,1,90,1.01e+09
6,6,1,0,26,4,1,2,,,,,,4,0,1,0,13,10,1,1,24,2406
8,7,1,0,22,27,0,4,,,,,,6,1,0,1,13,10,0,0,36,3607
12,6,1,0,48,16,0,3,,,,,,8,0,0,0,13,10,0,1,89,1.11e+09
6,6,1,1,22,17,0,4,,,,,,3,0,0,1,13,10,0,1,90,1.01e+09
4,6,1,1,10,10,0,3,,,,,,2,0,1,0,13,10,1,0,10,1006
8,7,1,0,20,6,0,2,,,,,,4,0,0,0,13,8,1,0,21,2107
8,6,1,1,17,22,1,4,,,,,,4,1,1,0,13,10,0,1,32,3206
1,9,1,0,4,0,1,1,,,,,,1,0,1,0,13,10,0,0,42,4209
11,6,1,1,40,24,1,2,,,,,,9,0,0,0,13,10,1,1,41,4106
13,8,1,,3,57,4,2,6,1,0,1,2,15,1,1,0,13,10,0,0,30,3008
2,8,1,0,6,5,1,3,,,,,,1,1,1,1,13,10,0,0,8,808
8,6,1,0,24,25,1,3,,,,,,2,1,1,0,13,10,1,1,45,4506
8,7,1,0,17,22,0,2,,,,,,4,1,1,0,13,10,0,0,32,3207
3,7,1,1,3,8,2,2,,,,,,2,1,0,1,13,10,1,0,46,4607
5,7,1,1,2,22,1,0,,,,,,5,1,1,0,13,10,0,1,30,3007
13,6,1,,33,38,3,1,5,1,0,1,2,10,0,1,1,13,10,0,1,9,906
6,9,1,0,26,2,1,3,,,,,,5,0,1,0,13,10,0,0,42,4209
6,6,1,1,3,27,0,1,,,,,,5,1,1,0,13,10,0,0,30,3006
6,7,1,1,10,19,1,4,,,,,,5,1,1,0,13,10,1,0,19,1907
12,8,1,0,25,35,0,0,,,,,,7,1,1,0,13,10,0,0,32,3208
10,5,1,0,28,30,0,0,,,,,,4,1,1,0,13,10,1,1,45,4505
5,5,1,1,11,16,1,3,,,,,,2,1,0,0,13,10,0,1,47,4705
13,5,1,,48,16,3,1,8,1,0,1,2,10,0,0,0,13,10,0,1,89,1.10e+09
7,8,1,1,27,22,0,1,,,,,,5,0,0,1,13,10,0,0,90,1.01e+09
7,6,1,0,21,16,1,3,,,,,,2,1,1,1,13,10,1,1,26,2606
11,5,1,0,51,2,1,2,,,,,,10,0,1,0,13,10,0,1,15,1505
3,7,1,0,10,9,0,4,,,,,,2,0,1,1,13,10,0,0,22,2207
4,6,1,0,13,11,0,1,,,,,,0,0,1,1,13,10,0,0,22,2206
8,6,1,0,24,18,0,2,,,,,,2,1,1,1,13,10,1,1,26,2606
12,7,1,1,18,40,0,2,,,,,,8,1,0,0,13,10,1,0,33,3307
9,9,1,0,34,19,1,1,,,,,,6,0,0,0,13,10,1,0,41,4109
4,4,1,0,10,3,0,3,,,,,,1,0,0,0,13,8,1,0,21,2104
9,6,1,1,3,42,1,2,,,,,,8,1,1,0,13,10,0,0,30,3006
10,6,1,1,37,22,1,1,,,,,,8,0,0,0,13,10,1,1,41,4106
8,4,1,0,20,6,1,1,,,,,,5,0,0,0,13,8,1,0,21,2104
9,5,1,1,33,28,0,4,,,,,,2,0,0,1,13,10,0,1,90,1.01e+09
8,8,1,1,21,26,2,1,,,,,,8,0,1,1,13,10,1,0,20,2008
7,9,1,0,21,16,1,2,,,,,,3,1,1,1,13,10,1,1,26,2609
10,6,1,1,27,33,0,4,,,,,,7,1,0,1,13,10,0,0,36,3606
2,4,1,1,1,4,0,3,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
1,8,1,1,1,5,1,1,,,,,,1,1,0,0,13,10,0,0,86,1.41e+09
12,7,1,0,31,30,1,4,,,,,,9,0,1,0,13,10,1,1,10,1007
2,7,1,1,5,5,0,2,,,,,,2,1,0,1,13,10,1,1,92,8.07e+08
9,7,1,1,33,21,0,4,,,,,,4,1,1,1,13,10,1,1,48,4807
12,6,1,0,28,9,0,0,,,,,,3,0,0,0,13,8,1,1,21,2106
9,6,1,0,28,24,1,1,,,,,,8,1,0,1,13,10,0,0,94,6.06e+08
8,5,1,0,29,18,1,4,,,,,,6,1,1,1,13,10,1,1,48,4805
8,8,1,1,26,25,0,0,,,,,,6,1,1,1,13,10,0,0,8,808
8,5,1,0,29,24,0,1,,,,,,2,0,0,1,13,10,0,1,90,1.01e+09
4,8,1,1,10,16,0,1,,,,,,2,1,1,1,13,10,0,1,4,408
9,8,1,0,26,22,1,2,,,,,,4,1,0,1,13,10,1,1,92,8.08e+08
7,9,1,1,19,18,2,2,,,,,,5,1,0,1,13,10,1,0,92,8.09e+08
13,9,1,,25,35,3,2,5,1,0,1,2,7,1,1,0,13,10,0,1,32,3209
10,9,1,0,37,22,1,3,,,,,,7,0,0,0,13,10,1,0,41,4109
8,7,1,0,29,18,1,0,,,,,,4,1,1,1,13,10,1,1,48,4807
1,5,1,0,5,1,1,4,,,,,,1,0,0,0,13,10,0,1,89,1.10e+09
12,7,1,0,30,34,0,3,,,,,,5,1,0,1,13,10,1,0,46,4607
6,4,1,1,10,13,0,2,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
12,8,1,1,33,38,0,3,,,,,,5,1,1,0,13,10,1,0,45,4508
8,8,1,0,25,22,1,0,,,,,,7,0,0,1,13,10,1,1,44,4408
4,5,1,1,15,14,0,0,,,,,,2,0,0,1,13,10,1,1,40,4005
13,6,1,,56,2,3,3,9,0,1,0,1,13,0,1,0,13,10,0,0,42,4206
12,9,1,0,41,37,1,0,,,,,,6,0,0,1,13,10,1,0,40,4009
13,6,1,,36,24,2,0,7,0,1,0,1,5,1,1,1,13,10,1,1,26,2606
13,6,1,,41,31,3,3,5,0,1,0,1,10,1,1,1,13,10,1,0,48,4806
8,7,1,0,19,20,1,4,,,,,,5,1,0,0,13,10,1,1,43,4307
11,9,1,0,51,2,1,4,,,,,,10,0,1,0,13,10,0,1,15,1509
1,4,1,1,0,2,1,1,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
10,6,1,0,25,25,0,4,,,,,,5,0,1,0,13,10,1,0,10,1006
10,9,1,1,30,26,0,3,,,,,,7,1,0,1,13,10,1,0,92,8.09e+08
1,9,1,1,4,2,0,1,,,,,,0,1,1,1,13,10,1,0,48,4809
7,9,1,0,16,16,0,3,,,,,,2,0,1,0,13,10,1,0,10,1009
3,7,1,0,10,7,0,1,,,,,,0,1,1,1,13,10,1,1,48,4807
3,9,1,0,5,9,0,2,,,,,,1,1,1,0,13,10,0,1,32,3209
5,8,1,0,23,7,1,3,,,,,,4,0,0,0,13,10,0,1,89,1.11e+09
7,6,1,0,16,18,1,0,,,,,,4,1,0,0,13,10,1,1,43,4306
11,9,1,1,31,37,0,0,,,,,,6,1,1,1,13,10,0,0,4,409
5,8,1,0,10,15,0,1,,,,,,5,1,0,1,13,10,1,0,46,4608
7,9,1,0,30,5,1,4,,,,,,7,0,1,0,13,10,1,1,24,2409
6,5,1,0,26,2,1,1,,,,,,5,0,1,0,13,10,0,1,42,4205
10,7,1,1,28,33,2,1,,,,,,8,1,1,1,13,10,0,1,4,407
2,9,1,1,4,5,1,2,,,,,,2,1,0,0,13,10,1,1,43,4309
10,9,1,1,20,34,1,4,,,,,,6,1,0,0,13,10,0,1,47,4709
12,9,1,0,18,40,0,3,,,,,,7,1,0,0,13,10,1,1,33,3309
9,9,1,1,25,29,0,1,,,,,,7,0,1,1,13,10,1,0,20,2009
5,5,1,0,9,15,0,0,,,,,,2,1,1,0,13,10,1,0,19,1905
1,7,1,0,4,0,1,0,,,,,,1,0,1,0,13,10,1,0,24,2407
9,7,1,1,33,28,2,1,,,,,,6,0,0,1,13,10,0,1,90,1.01e+09
11,6,1,0,51,2,1,3,,,,,,10,0,1,0,13,10,0,1,15,1506
9,6,1,0,26,30,1,3,,,,,,5,1,1,1,13,10,0,0,4,406
3,7,1,1,2,13,1,1,,,,,,3,1,0,0,13,10,0,1,86,1.41e+09
9,8,1,0,43,12,1,4,,,,,,7,0,0,1,13,10,0,1,39,3908
10,7,1,1,29,30,2,2,,,,,,7,0,0,1,13,10,1,0,44,4407
9,5,1,1,13,30,0,4,,,,,,3,1,0,0,13,10,1,1,33,3305
3,9,1,0,8,8,0,4,,,,,,1,1,1,1,13,10,1,1,26,2609
3,7,1,0,13,6,0,4,,,,,,1,0,0,1,13,10,0,0,39,3907
6,7,1,1,23,13,0,4,,,,,,5,0,0,0,13,10,1,0,41,4107
2,5,1,1,6,5,0,4,,,,,,1,1,1,1,13,10,0,0,8,805
12,9,1,0,48,16,1,1,,,,,,5,0,0,0,13,10,0,1,89,1.11e+09
3,5,1,1,3,8,2,1,,,,,,6,1,0,1,13,10,1,0,46,4605
12,5,1,0,54,8,0,3,,,,,,10,0,1,0,13,10,1,0,24,2405
6,6,1,0,16,15,0,1,,,,,,4,1,0,1,13,10,1,0,92,8.06e+08
5,6,1,1,2,23,1,3,,,,,,5,1,0,0,13,10,0,1,86,1.41e+09
4,5,1,0,18,7,1,4,,,,,,3,0,0,1,13,10,0,1,39,3905
6,5,1,1,12,17,2,4,,,,,,8,1,0,1,13,10,1,0,46,4605
8,7,1,1,24,18,0,1,,,,,,1,1,1,1,13,10,1,1,26,2607
7,5,1,0,12,15,0,3,,,,,,4,1,0,0,13,8,1,0,85,1.50e+09
2,9,1,0,10,4,1,0,,,,,,1,0,0,1,13,10,0,0,39,3909
7,9,1,0,21,18,1,0,,,,,,3,0,1,1,13,10,0,0,22,2209
13,7,1,,25,35,3,0,6,1,0,0,1,10,1,1,0,13,10,0,0,32,3207
7,5,1,0,16,18,1,1,,,,,,7,1,0,0,13,10,1,0,43,4305
5,5,1,1,13,15,2,3,,,,,,6,0,1,1,13,10,1,0,20,2005
9,5,1,1,26,30,2,4,,,,,,10,1,1,1,13,10,0,1,4,405
1,5,1,1,3,5,2,2,,,,,,2,1,1,1,13,10,1,0,26,2605
4,7,1,1,9,12,1,1,,,,,,3,1,1,0,13,10,1,0,19,1907
10,8,1,0,30,26,1,4,,,,,,5,1,0,1,13,10,1,1,92,8.08e+08
6,6,1,1,14,17,0,0,,,,,,2,1,1,0,13,10,0,1,32,3206
5,6,1,0,13,10,1,2,,,,,,3,0,1,0,13,10,1,0,10,1006
10,8,1,0,20,34,0,2,,,,,,3,1,0,0,13,10,0,0,47,4708
6,6,1,0,19,15,1,1,,,,,,3,0,1,1,13,10,0,0,22,2206
2,7,1,1,1,4,1,2,,,,,,1,1,0,0,13,8,1,0,85,1.51e+09
13,7,1,,31,39,3,1,9,1,1,1,3,14,0,1,1,13,10,1,1,20,2007
7,9,1,0,33,10,1,2,,,,,,4,0,0,1,13,10,0,0,39,3909
9,8,1,1,24,30,2,2,,,,,,10,1,0,1,13,10,0,0,36,3608
11,5,1,0,50,8,1,0,,,,,,10,0,1,0,13,10,1,0,24,2405
3,8,1,1,8,8,0,1,,,,,,1,1,1,1,13,10,0,0,8,808
13,7,1,,56,2,3,2,6,1,0,1,2,15,0,1,0,13,10,0,1,15,1507
12,8,1,1,34,37,2,2,,,,,,12,0,0,1,13,10,1,1,44,4408
8,8,1,0,36,2,1,4,,,,,,8,0,1,0,13,10,0,0,42,4208
11,5,1,1,44,16,0,4,,,,,,6,0,0,0,13,10,0,1,89,1.10e+09
2,5,1,1,4,5,1,0,,,,,,2,1,0,0,13,10,1,0,43,4305
7,9,1,1,3,32,1,3,,,,,,6,1,1,0,13,10,0,1,30,3009
13,9,1,,41,31,1,0,7,1,0,1,2,8,1,1,1,13,10,1,0,48,4809
3,8,1,1,9,7,2,1,,,,,,2,0,0,1,13,10,1,1,25,2508
11,9,1,1,53,13,0,1,,,,,,6,0,0,1,13,10,0,0,39,3909
4,6,1,1,15,14,2,1,,,,,,4,0,0,1,13,10,1,0,40,4006
7,5,1,0,31,2,1,2,,,,,,6,0,1,0,13,10,0,1,42,4205
13,9,1,,56,2,3,4,8,0,1,1,2,14,0,1,0,13,10,0,0,42,4209
5,5,1,0,13,10,0,4,,,,,,4,0,1,0,13,10,1,0,10,1005
13,7,1,,3,57,3,4,9,1,0,1,2,15,1,1,0,13,10,0,1,30,3007
9,7,1,0,26,30,0,1,,,,,,6,1,1,1,13,10,0,1,4,407
11,9,1,0,44,16,0,2,,,,,,4,0,0,0,13,10,0,1,89,1.11e+09
6,9,1,0,19,16,1,1,,,,,,4,1,0,1,13,10,0,1,94,6.09e+08
12,5,1,1,18,37,1,4,,,,,,6,1,1,0,13,10,1,0,19,1905
4,6,1,0,15,11,0,4,,,,,,3,0,0,1,13,10,0,1,90,1.01e+09
5,5,1,0,10,14,1,1,,,,,,5,1,0,0,13,10,1,0,43,4305
2,5,1,1,8,2,0,0,,,,,,1,0,1,0,13,10,1,0,24,2405
13,7,1,,34,39,2,3,9,1,0,1,2,13,1,1,1,13,10,0,1,4,407
10,5,1,1,29,30,0,1,,,,,,8,0,0,1,13,10,1,0,44,4405
13,6,1,,25,33,3,0,8,1,1,1,3,10,1,0,0,13,10,1,1,43,4306
3,6,1,1,2,6,0,2,,,,,,0,1,0,0,13,8,1,1,85,1.51e+09
11,6,1,1,44,16,0,0,,,,,,8,0,0,0,13,10,0,1,89,1.11e+09
8,6,1,1,19,20,0,0,,,,,,4,1,0,0,13,10,1,1,43,4306
1,7,1,1,4,2,0,4,,,,,,0,0,1,0,13,10,1,1,10,1007
3,9,1,0,11,2,0,0,,,,,,2,0,1,0,13,10,0,0,42,4209
6,7,1,0,28,10,1,2,,,,,,3,0,0,1,13,10,0,0,39,3907
10,9,1,1,37,30,0,2,,,,,,7,0,0,1,13,10,0,1,90,1.01e+09
3,9,1,0,3,8,1,4,,,,,,3,1,0,1,13,10,1,1,46,4609
12,6,1,0,40,30,0,1,,,,,,6,0,1,1,13,10,0,0,22,2206
7,5,1,1,21,22,1,1,,,,,,2,1,1,0,13,10,1,1,45,4505
3,7,1,1,8,8,2,0,,,,,,3,1,1,1,13,10,0,0,8,807
13,9,1,,34,39,2,1,5,0,1,1,2,8,1,1,1,13,10,0,0,4,409
7,7,1,1,21,16,0,1,,,,,,1,1,1,1,13,10,1,1,26,2607
13,8,1,,31,39,3,3,6,0,0,0,0,16,0,1,1,13,10,1,0,20,2008
9,9,1,1,26,22,2,4,,,,,,7,1,0,1,13,10,1,0,92,8.09e+08
2,6,1,1,6,5,2,1,,,,,,3,0,0,1,13,10,1,0,44,4406
2,9,1,1,6,5,0,1,,,,,,1,1,1,0,13,10,1,0,45,4509
5,8,1,1,15,16,2,2,,,,,,3,1,1,1,13,10,0,0,8,808
12,9,1,1,33,38,0,4,,,,,,8,1,1,0,13,10,1,0,45,4509
13,8,1,,31,30,3,1,7,0,0,1,1,8,0,1,0,13,10,1,1,10,1008
13,5,1,,54,8,3,2,7,1,1,1,3,13,0,1,0,13,10,1,0,24,2405
9,7,1,0,26,22,0,0,,,,,,4,1,0,1,13,10,1,1,92,8.07e+08
13,5,1,,56,2,4,2,6,1,1,0,2,15,0,1,0,13,10,0,1,42,4205
13,9,1,,40,30,2,2,5,1,0,1,2,7,0,1,1,13,10,0,0,22,2209
9,7,1,1,16,21,0,0,,,,,,2,1,0,0,13,8,1,0,85,1.51e+09
5,6,1,0,10,14,0,0,,,,,,3,1,0,0,13,10,1,1,43,4306
3,8,1,1,9,8,0,3,,,,,,1,1,0,1,13,10,0,0,94,6.08e+08
4,6,1,0,10,3,0,0,,,,,,1,0,0,0,13,8,1,1,21,2106
10,8,1,0,31,20,1,4,,,,,,10,1,1,1,13,10,1,1,26,2608
6,7,1,1,17,13,0,2,,,,,,1,1,1,1,13,10,1,1,26,2607
8,8,1,1,3,37,1,3,,,,,,7,1,1,0,13,10,0,0,30,3008
7,9,1,1,21,23,2,0,,,,,,7,1,0,1,13,10,0,1,36,3609
12,6,1,1,31,42,2,2,,,,,,10,1,0,1,13,10,0,0,36,3606
8,5,1,1,19,19,0,2,,,,,,6,0,1,0,13,10,1,0,10,1005
3,7,1,0,7,10,0,1,,,,,,0,1,0,0,13,10,0,0,47,4707
6,5,1,0,14,17,0,4,,,,,,1,1,1,0,13,10,0,0,32,3205
3,4,1,1,9,3,0,1,,,,,,1,0,0,0,13,8,1,0,21,2104
1,8,1,1,2,2,1,0,,,,,,1,1,0,0,13,10,1,1,43,4308
13,7,1,,35,30,2,2,6,1,1,0,2,8,1,0,1,13,10,1,1,92,8.07e+08
13,8,1,,2,58,3,0,7,1,0,1,2,14,1,0,0,13,10,0,0,86,1.41e+09
7,6,1,0,26,22,1,2,,,,,,8,0,0,1,13,10,1,0,40,4006
7,7,1,1,3,32,1,1,,,,,,7,1,1,0,13,10,0,1,30,3007
13,7,1,,25,33,3,3,6,0,1,1,2,11,1,0,0,13,10,1,1,43,4307
13,9,1,,22,41,3,0,6,0,1,1,2,11,1,0,0,13,10,0,1,47,4709
5,9,1,0,21,2,1,4,,,,,,4,0,1,0,13,10,0,0,42,4209
4,8,1,0,13,14,1,3,,,,,,1,1,1,0,13,10,1,0,45,4508
6,9,1,0,13,16,0,0,,,,,,2,1,0,0,13,10,1,1,43,4309
10,6,1,1,29,30,2,4,,,,,,10,0,0,1,13,10,1,0,44,4406
8,9,1,0,36,2,1,1,,,,,,7,0,1,0,13,10,0,1,15,1509
7,8,1,1,3,32,1,0,,,,,,6,1,1,0,13,10,0,0,30,3008
9,6,1,0,27,17,1,1,,,,,,7,0,0,1,13,10,1,1,25,2506
7,6,1,1,15,21,1,0,,,,,,3,1,1,0,13,10,0,1,32,3206
7,7,1,1,26,22,0,4,,,,,,5,0,0,1,13,10,1,0,40,4007
9,7,1,0,39,11,1,1,,,,,,6,0,0,0,13,10,0,0,49,4907
3,9,1,1,13,6,0,3,,,,,,1,0,0,1,13,10,0,0,39,3909
11,8,1,0,37,28,1,3,,,,,,5,0,1,1,13,10,0,0,22,2208
4,7,1,1,10,16,2,3,,,,,,5,1,1,1,13,10,0,1,4,407
6,7,1,0,26,2,1,2,,,,,,4,0,1,0,13,10,0,0,42,4207
2,6,1,1,0,7,1,4,,,,,,2,1,1,0,13,10,0,0,30,3006
4,5,1,1,6,12,1,0,,,,,,4,1,0,0,13,10,1,0,43,4305
11,5,1,1,40,24,1,4,,,,,,5,0,0,0,13,10,1,0,41,4105
8,9,1,0,24,21,0,0,,,,,,4,1,0,1,13,10,0,1,94,6.09e+08
13,6,1,,48,16,3,4,9,1,1,1,3,11,0,0,0,13,10,0,1,89,1.11e+09
7,6,1,1,27,22,0,3,,,,,,3,0,0,1,13,10,0,1,90,1.01e+09
13,7,1,,58,13,3,0,8,1,1,1,3,12,0,0,1,13,10,0,0,39,3907
13,9,1,,44,36,4,2,5,1,1,1,3,12,0,0,1,13,10,0,1,90,1.01e+09
